Key,Source,de-de,en-us,es-es,fr-fr,it-it,ja-jp,ko-kr,pt-br,ru-ru,zh-cjv,zh-cn,zh-tw
Choques,Accidents,Crashes,衝突音,충돌,Batidas, ,撞击,撞击,撞擊,Studio.Toolbox.MaxTagsDescription,Add up to {max:int} tags from the tag library, ,Add up to {max:int} tags from the tag library
Añade hasta {max:int} etiquetas desde la biblioteca de etiquetas,Ajouter jusqu'à {max:int} tags de la bibliothèque,Aggiungi fino a {max:int} etichette dalla libreria di etichette,タグライブラリから最大 {max:int} 個のタグを追加,태그 라이브러리에서 최대 {max:int}개의 태그 추가,Adicionar até {max:int} marcadores da biblioteca de marcadores,Добавьте не более {max:int} тегов из библиотеки тегов,从标签库中最多添加 {max:int} 个标签,从标签库中最多添加 {max:int} 个标签,從標籤庫最多增加 {max:int} 個標籤,Studio.Toolbox.Tags.MaxTagsDescription,Add up to {max:int} tags from the tag library, ,Add up to {max:int} tags from the tag library
 , , , , , , , , , ,Studio.Toolbox.GrantAssetPermission.DialogText,Do you grant permission for this Experience?, ,Do you grant permission for this Experience?
¿Otorgas el permiso a esta experiencia?,Donnes-tu ta permission pour cette expérience ?,Concedere l'autorizzazione per questa esperienza?,この仮想空間に権限を付与しますか？,이 체험에 권한을 부여할까요?,Você concede permissão para esta experiência?, ,你想为此作品授予权限吗？,你想为此作品授予权限吗？,為此體授予權限？,Studio.Toolbox.Audio.SoundEffect.Category.arcs-zaps,Arcs & Zaps, ,Arcs & Zaps
Arcos voltáicos y descargas eléctricas,Arcs & Zaps,Arcs & Zaps,電流と放電,전기 아크 및 충격,Arcos e zaps, ,电流 & 电击声,电流 & 电击声,電流電擊,Studio.Toolbox.Audio.SoundEffect.Category.feedback,Feedback, ,Feedback
Retroalimentación,Commentaires,Feedback,フィードバック,피드백,Retroalimentação, ,反馈,反馈,回授,Studio.Toolbox.General.AbbreviatedSeconds,s, ,s
s,s,s,秒,초,s, ,秒,秒,秒,Studio.Toolbox.General.AbbreviatedMinutes,m, ,m
m,m,m,分,분,m, ,分,分,分,Studio.Toolbox.HomeView.Baseplate,Baseplate, ,Baseplate
Placa de base,Plaque de base,Piastra di base,ベースプレート,베이스 플레이트,Placa base, ,底板,底板,底盤,Studio.Toolbox.AssetConfigPackagePermissions.UserOwnedWarningAllVersions,The user access granted here applies to all versions of this package., ,The user access granted here applies to all versions of this package.
El acceso de usuario concedido aquí se aplica a todas las versiones de este paquete.,L'accès de l'utilisateur accordé ici s'applique à toutes les versions de ce package.,L'accesso dell'utente concesso qui si applica a tutte le versioni di questo pacchetto.,ここで付与されたユーザーアクセスは、このパッケージのすべてのバージョンに適用されます。,여기에서 부여된 사용자 액세스는 이 패키지의 모든 버전에 적용됩니다.,O acesso de usuário concedido aqui aplica-se a todas as versões deste pacote., ,在此授权的用户权限将适用于此包的所有版本。,在此授权的用户权限将适用于此包的所有版本。,在此授予的使用者權限將適用此套件所有版本。,Studio.Toolbox.General.SearchOptionAudioTo,to, ,to
en,à,a,へ,(으)로,em, ,至,至,到,Studio.Toolbox.General.SearchOptionAudioLength,Sound Length, ,Sound Length
Duración del sonido,Longueur du son,Lunghezza suono,サウンドの長さ,사운드 길이,Duração do som, ,声音长度,声音长度,音效長度,Studio.Toolbox.AssetConfigAnimation.FilterID,Filter ID, ,Filter ID
Filtro ID,Identifiant filtre,Filtra ID,IDをフィルタする,필터 ID,Filtrar ID, ,过滤 ID,过滤 ID,過濾 ID,Studio.Toolbox.Subcategory.ModelVehicleHelicopter,Helicopter, ,Helicopter
Helicóptero,Hélicoptère,Elicottero,ヘリコプター,헬리콥터,Helicóptero, ,直升机,直升机,直升機,Studio.Toolbox.General.CategoryMyVideos,My Videos, ,My Videos
Mis videos,Mes vidéos,I miei video,マイビデオ,내 비디오,Meus vídeos,Мои видео,我的视频,我的视频,我的影片,Studio.Toolbox.Audio.SoundEffect.Category.computers,Computers, ,Computers
Computadoras,Ordinateurs,Computer,パソコン,컴퓨터,Computadores, ,电脑,电脑,電腦,Studio.Toolbox.General.CategoryCreationsDressSkirtAccessory,Dress Skirt Accessories, ,Dress Skirt Accessories
Accesorios para falda de vestir,Accessoires jupe de robe,Accessori gonna elegante,ワイシャツ用アクセサリ,드레스 스커트 장신구,Acessórios de vestido, ,套裙配件,套裙配件,裙子飾品,Studio.Toolbox.General.CategoryVideos,Videos, ,Videos
Videos,Vidéos,Video,ビデオ,비디오,Vídeos,Видео,视频,视频,影片,Studio.Toolbox.AssetConfigSharing.VerificationNotice,"To make audio assets public, you must first verify your identity. Use the Refresh button to update your Verification status.", ,"To make audio assets public, you must first verify your identity. Use the Refresh button to update your Verification status."
"Para hacer públicos los recursos de audio, primero debes verificar tu identidad. Utiliza el botón Actualizar para actualizar tu estado de la verificación.","Pour rendre publiques les ressources audio, tu dois d'abord vérifier ton identité. Utilise le bouton Actualiser pour mettre à jour ton statut de vérification.","Per pubblicare le risorse audio, devi prima verificare la tua identità. Usa il pulsante Aggiorna per aggiornare il tuo stato di Verifica.",オーディオアセットを公開するには、まず本人確認を行う必要があります。リフレッシュボタンを使用して認証状況をアップデートしてください。,오디오 애셋을 공개하려면 먼저 본인 인증을 해야 합니다. 새로 고침 버튼을 사용해 인증 상태를 업데이트하세요.,"Para tornar ativos de áudio públicos, você deve primeiro verificar sua identidade. Use o botão Atualizar para atualizar seu status de verificação.", ,若要将因音频文件设为公开，请先验证你的身份。请使用刷新按钮更新你的验证状态。,若要将因音频文件设为公开，请先验证你的身份。请使用刷新按钮更新你的验证状态。,若要將音訊素材設為公開，您必須先驗證身分。請使用重新整理按鈕更新您的驗證狀態。,Studio.Toolbox.AssetConfigCopy.PackageCantShare,Marketplace publishing is not available when updates are enabled, ,Marketplace publishing is not available when updates are enabled
La publicación en Mercado no está disponible cuando las actualizaciones están activadas,La publication sur le marketplace n'est pas disponible lorsque les mises à jour sont activées,La pubblicazione sul mercato non è disponibile quando gli aggiornamenti sono abilitati,アップデートが有効化されている場合、マーケットプレイスの公開は利用できません,업데이트가 활성화되어 있는 경우 마켓플레이스 게시를 할 수 없습니다,A publicação no mercado não está disponível quando as atualizações estão habilitadas, ,更新启用时无法使用商城发布,更新启用时无法使用商城发布,更新啟用時無法使用商城發布,Studio.Toolbox.General.CategoryCreationsGroupHats,Group Hats, ,Group Hats
Sombreros del grupo,Chapeaux du groupe,Cappelli del gruppo,グループの帽子,그룹 모자,Chapéus de grupo, ,群组帽子,群组帽子,群組帽子,Studio.Toolbox.AssetUploadResult.Failure,Submission failed, ,Submission failed
Error al enviar,Échec de la soumission,Invio non riuscito,送信できませんでした,제출 실패,Falha no envio, ,提交失败,提交失败,提交失敗,Studio.Toolbox.General.NoPluginsFound.TextLine2,"For more plugins, try searching in the {link} on our website.", ,"For more plugins, try searching in the {link} on our website."
"Para encontrar más plugins, intenta buscar en {link} en nuestro sitio web.","Pour obtenir plus de plugins, essaie de faire une recherche dans le {link} sur notre site web.","Per altri plugin, prova a cercare nel {link} sul nostro sito web.",その他のプラグインは、当社のウェブサイト上の {link} でサーチしてみてください。,더 많은 플러그인을 보려면 웹사이트의 {link}에서 검색하세요.,"Para mais plugins, tente procurar no {link} em nossa página.", ,若想获取更多插件，请在网站{link}中进行搜索。,若想获取更多插件，请在网站{link}中进行搜索。,若要尋找更多外掛程式，請前往我們網站上的{link}搜尋。,Studio.Toolbox.General.CategoryCreationsGroupPantsAccessory,Group Pants Accessories, ,Group Pants Accessories
Accesorios para pantalones del grupo,Accessoires pour pantalons de groupe,Accessori pantaloni del gruppo,グループのズボン用アクセサリ,그룹 바지 장신구,Acessórios de grupo de calça, ,群组裤子配件,群组裤子配件,群組褲子飾品,Studio.Toolbox.General.NoPluginsFound.LinkText,Library, ,Library
Biblioteca,Bibliothèque,Libreria,ライブラリ,라이브러리,Biblioteca,Библиотека,资料库,资料库,資料庫,Studio.Toolbox.Audio.SoundEffect.Category.battle,Battle, ,Battle
Batalla,Bataille,Battaglia,戦闘,전투,Batalha, ,战斗,战斗,戰鬥,Studio.Toolbox.AssetConfigAnimation.InvalidAnimationID,Invalid Animation ID, ,Invalid Animation ID
ID de la animación no válido,Identifiant animation invalide,ID animazione non valida,アニメーションIDが無効です,유효하지 않은 애니메이션 ID,ID de animação inválida, ,无效的动画 ID,无效的动画 ID,動畫 ID 無效,Studio.Toolbox.Common.Submit,Submit, ,Submit
Enviar,Soumettre,Invia,送信,제출,Enviar,Отправить,提交,提交,提交,Studio.Toolbox.Common.Close,Close, ,Close
Cerrar,Fermer,Chiudi,閉じる,닫기,Fechar,Закрыть,关闭,关闭,關閉,Studio.Toolbox.Common.Insert,Insert, ,Insert
Insertar,Insérer,Immetti,挿入,삽입,Inserir,Вставить,插入,插入,插入,Studio.Toolbox.AssetConfigCopy.MustShare,Must share with anyone on Roblox, ,Must share with anyone on Roblox
Debe compartirse con cualquier persona en Roblox,À partager avec tout le monde sur Roblox.,Deve condividere con chiunque su Roblox,Robloxで誰とでも共有する必要があります,Roblox의 모든 사용자와 공유해야 합니다,Deve compartilhar com qualquer pessoa na Roblox, ,必须与 Roblox 上的所有人共享,必须与 Roblox 上的所有人共享,必須和 Roblox 上所有人分享,Studio.Toolbox.General.SearchTagIdVerified,Showing ID Verified assets, ,Showing ID Verified assets
Mostrando ID de recursos verificados,Éléments à identité vérifiée,Mostrate le risorse con ID verificato,ID認証済みアセットの表示,본인 인증 완료된 애셋만 표시함,Mostrando ativos com identidade verificada, ,显示拥有 ID 验证的素材,显示拥有 ID 验证的素材,顯示擁有 ID 認證的素材,Studio.Toolbox.Common.Install,Install, ,Install
Instalar,Installer,Installa,インストール,설치,Instalar,Установить,安装,安装,安裝,Studio.Toolbox.AssetConfigSharing.OnlyMe,Only me, ,Only me
Solo yo,Seulement moi,Solo io,自分のみ,나만,Somente eu, ,只有我,只有我,只有我,Studio.Toolbox.Common.Loading,Loading, ,Loading
Cargando,Chargement,Caricamento,読み込み中,불러오는 중,Carregando,Загрузка,正在加载,正在加载,正在載入,Studio.Toolbox.Audio.Music.Genre.electronic,Electronic, ,Electronic
Electrónica,Électronique,Elettronica,エレクトロニック,일렉트로닉,Eletrônico,Электронная,电音,电音,電音,Studio.Toolbox.Subcategory.AudioMusicElectronic,Electronic, ,Electronic
Electrónica,Électronique,Elettronica,エレクトロニック,일렉트로닉,Eletrônica,Электронная,电音,电音,電音,Studio.Toolbox.Audio.SoundEffect.Category.mammals,Mammals, ,Mammals
Mamíferos,Mammifères,Mammali,哺乳類,포유류,Mamíferos, ,哺乳动物,哺乳动物,哺乳動物,Studio.Toolbox.HomeView.Obby,Obby, ,Obby
Obby,Obby,Obby,障害物アスレ,오비,Obby, ,障碍赛跑,障碍赛跑,障礙賽,Studio.Toolbox.Subcategory.ModelStructureObby,Obby, ,Obby
Obby,Obby,Ostacolo,障害物アスレ,오비,Obby, ,跑酷,跑酷,障礙賽,Studio.Toolbox.AudioView.Subcategory,Subcategory, ,Subcategory
Subcategoría,Sous catégorie,Sottocategoria,サブカテゴリ,하위 카테고리,Subcategoria,Подкатегория,子类别,子类别,子類別,Studio.Toolbox.Common.Installed,Installed, ,Installed
Instalado,Installé,Installazione riuscita,インストール済み,설치됨,Instalado, ,已安装,已安装,已安裝,Studio.Toolbox.Subcategory.ModelVehicleCar,Car, ,Car
Coche,Voiture,Auto,車,자동차,Carro, ,汽车,汽车,汽車,Studio.Toolbox.Audio.SoundEffect.Category.sirens,Sirens, ,Sirens
Sirenas,Sirènes,Sirene,サイレン,사이렌,Sirenes, ,警笛,警笛,警笛,Studio.Toolbox.Audio.SoundEffect.Category.machines,Machines, ,Machines
Máquinas,Machine,Macchine,マシン,기계들,Máquinas, ,机器,机器,機械,Studio.Toolbox.General.CategoryCreationsGroupFaceAccessory,Group Face Accessories, ,Group Face Accessories
Accesorios para la cara del grupo,Accessoires pour le visage de groupe,Accessori faccia del gruppo,グループの顔用アクセサリ,그룹 얼굴 장신구,Acessórios de rosto de grupo, ,群组脸部配件,群组脸部配件,群組臉部飾品,Studio.Toolbox.Audio.SoundEffect.Category.bullets,Bullets, ,Bullets
Balas,Balles,Proiettili,銃弾,총알,Balas, ,子弹,子弹,子彈,Studio.Toolbox.General.CategoryCreationsGroupShoulderAccessory,Group Shoulder Accessories, ,Group Shoulder Accessories
Accesorios para el hombro del grupo,Accessoires pour le cou du groupe,Accessori spalla del gruppo,グループの肩用アクセサリ,그룹 어깨 장신구,Acessórios de ombro de grupo, ,群组肩部配件,群组肩部配件,群組肩膀飾品,Studio.Toolbox.General.AssetTypeRightShoeAccessory,Right Shoe Accessory, ,Right Shoe Accessory
Accesorio para zapato derecho,Accessoire chaussure droite,Accessorio scarpa destra,右靴用アクセサリ,오른쪽 신발 장신구,Acessório de calçado direito, ,右脚鞋配件,右脚鞋配件,右鞋飾品,Studio.Toolbox.General.AllModels,All Models,Alle Modelle,All Models
Todos los modelos,Tous les modèles,Tutti i modelli,すべてのモデル,전체 모델,Todos os modelos, ,所有模型,所有模型,所有模型,Studio.Toolbox.General.CategoryCreationsGroupFrontAccessory,Group Front Accessories, ,Group Front Accessories
Accesorios frontales del grupo,Groupe Accessoires avant,Accessori anteriori del gruppo,グループの正面用アクセサリ,그룹 전면 장신구,Acessórios de frente de grupo, ,群组正面配件,群组正面配件,群組正面飾品,Studio.Toolbox.Audio.SoundEffect.Category.bodyfalls,Bodyfalls, ,Bodyfalls
Caída de cuerpos,Chutes de corps,Corpi cadenti,倒れる音,낙하,Corpo caindo, ,身体掉落,身体掉落,Bodyfall,Studio.Toolbox.Audio.SoundEffect.Category.drawers,Drawers, ,Drawers
Cajones,Tiroirs,Cassetti,引き出し,서랍,Gavetas, ,抽屉,抽屉,抽屜,Studio.Toolbox.General.CategoryCreationsGroupBackAccessory,Group Back Accessories, ,Group Back Accessories
Accesorios traseros del grupo,Groupe Accessoires arrière,Accessori posteriori del gruppo,グループの背面用アクセサリ,그룹 후면 장신구,Acessórios das costas de grupo, ,群组背面配件,群组背面配件,群組背面飾品,Studio.Toolbox.General.CategoryCreationsGroupWaistAccessory,Group Waist Accessories, ,Group Waist Accessories
Accesorios para la cintura del grupo,Accessoires pour la taille du groupe,Accessori vita del gruppo,グループの腰用アクセサリ,그룹 허리 장신구,Acessórios de cintura de grupo, ,群组腰部配件,群组腰部配件,群組腰部飾品,Studio.Toolbox.Audio.SoundEffect.Category.hydraulic,Hydraulic, ,Hydraulic
Hidráulico,Hydraulique,Idraulico,水力,수력,Hidráulico, ,水力,水力,水力,Studio.Toolbox.Audio.SoundEffect.Category.cracks,Cracks, ,Cracks
Chasquidos,Fentes,Cracks,割れる音,깨짐 소리,Rachados, ,碎裂,碎裂,碎裂,Studio.Toolbox.Audio.SoundEffect.Category.robots,Robots, ,Robots
Robots,Robots,Robots,ロボット,로봇,Robôs, ,机器人,机器人,機器人,Studio.Toolbox.General.CategoryCreationsTShirtAccessory,T-Shirt Accessories, ,T-Shirt Accessories
Accesorios para camiseta,Accessoires pour t-shirts,Accessori maglietta,Tシャツ用アクセサリ,티셔츠 장신구,Acessórios de camiseta, ,T 恤衫配件,T 恤衫配件,T 恤飾品,Studio.Toolbox.General.CategoryCreationsShirtAccessory,Shirt Accessories, ,Shirt Accessories
Accesorios para camisa,Accessoires chemises,Accessori camicia,シャツ用アクセサリ,셔츠 장신구,Acessórios de camisa, ,衬衫配件,衬衫配件,上衣飾品,Studio.Toolbox.Subcategory.ModelAd,Ads, ,Ads
Anuncios,Annonces,Annunci,広告,광고,Publicidade, ,广告,广告,廣告,Studio.Toolbox.General.CategoryCreationsJacketAccessory,Jacket Accessories, ,Jacket Accessories
Accesorios para chaqueta,Accessoires vestes,Accessori giacca,ジャケット用アクセサリ,재킷 장신구,Acessórios de jaqueta, ,外套配件,外套配件,夾克飾品,Studio.Toolbox.AssetConfigSharing.PrivateDisabledInformation,This option is not available since your asset is set to public., ,This option is not available since your asset is set to public.
Esta opción no está disponible ya que tu recurso se estableció en público.,Cette option n'est pas disponible car votre actif est public.,Questa opzione non è disponibile perché la tua risorsa è impostata su pubblica.,あなたのアセットが公開に設定されているため、このオプションは利用できません。,애셋이 공개로 설정되어 있어 이 옵션을 사용할 수 없습니다.,Esta opção não está disponível pois seu ativo está definido como público., ,你的素材设为公开，无法使用此选项。,你的素材设为公开，无法使用此选项。,您的素材設為公開，無法使用此選項。,Studio.Toolbox.Audio.SoundEffect.Category.distortion,Distortion, ,Distortion
Distorción,Distorsion,Distorsione,ディストーション,왜곡,Distorção, ,扭曲,扭曲,扭曲,Studio.Toolbox.AssetConfigAdditionalImages.WillBeReviewed,Items will be reviewed by moderators before being made visible to other users, ,Items will be reviewed by moderators before being made visible to other users
Los objetos serán revisados por los moderadores antes de hacerse visibles para otros usuarios,Les items seront revus par des modérateurs avant d'être visible par les autres utilisateurs,Gli oggetti saranno valutati dai moderatori prima di essere resi visibili agli altri utenti,アイテムは、他のユーザーに表示される前にモデレータによってレビューされます。,아이템은 검열팀의 검토가 끝난 후에 다른 사용자들에게 공개됩니다,Os itens serão revisados por moderadores antes de serem disponibilizados para outros usuários, ,项目将先由管理员审阅，通过后即可对其他用户可见。,项目将先由管理员审阅，通过后即可对其他用户可见。,圖像將交由管理員審查後方得供其他使用者檢視,Studio.Toolbox.General.CategoryCreationsSweaterAccessory,Sweater Accessories, ,Sweater Accessories
Accesorios para suéter,Accessoires pulls,Accessori maglione,セーター用アクセサリ,스웨터 장신구,Acessórios de moletom, ,毛衣配件,毛衣配件,外套飾品,Studio.Toolbox.Subcategory.ModelFurnitureChair,Chair, ,Chair
Silla,Chaise,Sedia,イス,의자,Cadeira,Стул,椅子,椅子,椅子,Studio.Toolbox.GrantAssetPermission.Success,Successfully granted Universe permission to use asset {assetId:int}, ,Successfully granted Universe permission to use asset {assetId:int}
Se ha otorgado permiso al Universo para usar el recurso {assetId:int},L'Univers a été autorisé à utiliser le contenu {assetId:int},Hai concesso l'autorizzazione dell'universo per usare la risorsa {assetId:int},{assetId:int} のアセットを使用するユニバース権限を付与できました,유니버스에 {assetId:int} 애셋 사용에 대한 권한 부여를 완료했습니다,Permissão do universo concedida com sucesso para usar o ativo {assetId:int}, ,已成功为素材 {assetId:int} 授予 Universe 使用权限,已成功为素材 {assetId:int} 授予 Universe 使用权限,已成功授予宇宙使用素材 {assetId:int} 的權限,Studio.Toolbox.General.CategoryCreationsLeftShoeAccessory,Left Shoe Accessories, ,Left Shoe Accessories
Accesorios para zapato izquierdo,Accessoires chaussures gauches,Accessori scarpa sinistra,左靴用アクセサリ,왼쪽 신발 장신구,Acessórios de calçado esquerdo, ,左脚鞋配件,左脚鞋配件,左鞋飾品,Studio.Toolbox.General.CategoryCreationsGroupTShirtAccessory,Group T-Shirt Accessories, ,Group T-Shirt Accessories
Accesorios para camiseta del grupo,Accessoires pour t-shirts de groupe,Accessori maglietta del gruppo,グループTシャツ用アクセサリ,그룹 티셔츠 장신구,Acessórios de camiseta de grupo, ,群组 T 恤衫配件,群组 T 恤衫配件,群組 T 恤飾品,Studio.Toolbox.General.CategoryCreationsGroupShirtAccessory,Group Shirt Accessories, ,Group Shirt Accessories
Accesorios para camisa del grupo,Accessoires pour chemises de groupe,Accessori camicia del gruppo,グループのシャツ用アクセサリ,그룹 셔츠 장신구,Acessórios de camisa de grupo, ,群组衬衫配件,群组衬衫配件,群組上衣飾品,Studio.Toolbox.HomeView.TeamFFAArena,Team FFA Arena, ,Team FFA Arena
Estadio del equipo FFA,Arène de l'équipe FFA,Team FFA Arena,チームFFAアリーナ,팀 FFA 아레나,Arena em equipe FFA, ,混战竞技场,混战竞技场,混戰競技場,Studio.Toolbox.General.CategoryCreationsGroupJacketAccessory,Group Jacket Accessories, ,Group Jacket Accessories
Accesorios para chaqueta del grupo,Accessoires pour vestes de groupe,Accessori giacca del gruppo,グループのジャケット用アクセサリ,그룹 재킷 장신구,Acessórios de grupo de jaqueta, ,群组外套配件,群组外套配件,群組夾克飾品,Studio.Toolbox.General.CategoryCreationsGroupShortsAccessory,Group Shorts Accessories, ,Group Shorts Accessories
Accesorios para pantalones cortos del grupo,Accessoires pour short de groupe,Accessori pantaloncini del gruppo,グループの短パン用アクセサリ,그룹 반바지 장신구,Acessórios de grupo de short, ,群组短裤配件,群组短裤配件,群組短褲飾品,Studio.Toolbox.General.CategoryCreationsGroupLeftShoeAccessory,Group Left Shoe Accessories, ,Group Left Shoe Accessories
Accesorios para zapato izquierdo del grupo,Accessoires pour la chaussure gauche du groupe,Accessori scarpa sinistra del gruppo,グループの左靴用アクセサリ,그룹 왼쪽 신발 장신구,Acessórios de grupo de calçado esquerdo, ,群组左脚鞋配件,群组左脚鞋配件,群組左鞋飾品,Studio.Toolbox.Audio.SoundEffect.Category.combustion,Combustion, ,Combustion
Combustión,Combustion,Combustione,燃焼,연소,Combustão, ,燃烧,燃烧,燃燒,Studio.Toolbox.General.CategoryCreationsGroupDressSkirtAccessory,Group Dress Skirt Accessories, ,Group Dress Skirt Accessories
Accesorios para falda de vestir del grupo,Accessoires du groupe robes/jupes,Accessori gonna elegante del gruppo,グループのワイシャツ用アクセサリ,그룹 드레스 스커트 장신구,Acessórios de grupo de vestido, ,群组套裙配件,群组套裙配件,群組裙子飾品,Studio.Toolbox.General.AssetTypeShirtAccessory,Shirt Accessory, ,Shirt Accessory
Accesorio para camisa,Accessoire chemise,Accessorio camicia,シャツ用アクセサリ,셔츠 장신구,Acessório de camisa, ,衬衫配件,衬衫配件,上衣飾品,Studio.Toolbox.General.AssetTypePantsAccessory,Pants Accessory, ,Pants Accessory
Accesorio para pantalones,Accessoire pantalon,Accessorio pantaloni,ズボン用アクセサリ,바지 장신구,Acessório de calça, ,裤子配件,裤子配件,褲子飾品,Studio.Toolbox.General.AssetTypeJacketAccessory,Jacket Accessory, ,Jacket Accessory
Accesorio para chaqueta,Accessoire veste,Accessorio giacca,ジャケット用アクセサリ,재킷 장신구,Acessório de jaqueta, ,外套配件,外套配件,夾克飾品,Studio.Toolbox.General.AssetTypeSweaterAccessory,Sweater Accessory, ,Sweater Accessory
Accesorio para suéter,Accessoire pull,Accessorio maglione,セーター用アクセサリ,스웨터 장신구,Acessório de moletom, ,毛衣配件,毛衣配件,外套飾品,Studio.Toolbox.General.AssetTypeLeftShoeAccessory,Left Shoe Accessory, ,Left Shoe Accessory
Accesorio para zapato izquierdo,Accessoire chaussure gauche,Accessorio scarpa sinistra,左靴用アクセサリ,왼쪽 신발 장신구,Acessório de calçado esquerdo, ,左脚鞋配件,左脚鞋配件,左鞋飾品,Studio.Toolbox.Audio.SoundEffect.Category.sea-animals,Sea Animals, ,Sea Animals
Animales marinos,Animaux de mer,Animali Marini,海洋生物,해양 생물,Animais do mar, ,海洋动物,海洋动物,海洋動物,Studio.Toolbox.General.AssetTypeDressSkirtAccessory,Dress Skirt Accessory, ,Dress Skirt Accessory
Accesorio para falda de vestir,Accessoire jupe robe,Accessorio gonna elegante,ワイシャツ用アクセサリ,드레스 스커트 장신구,Acessório de vestido, ,套裙配件,套裙配件,裙子飾品,Studio.Toolbox.Audio.SoundEffect.Category.beasts,Beasts, ,Beasts
Bestias,Bêtes,Bestie,ビースト,짐승,Feras, ,野兽,野兽,野獸,Studio.Toolbox.Subcategory.ModelStructureRestaurant,Restaurant, ,Restaurant
Restaurante,Restaurant,Ristorante,レストラン,식당,Restaurante,Ресторан,餐厅,餐厅,餐廳,Studio.Toolbox.General.CategoryMyAnimations,My Animations, ,My Animations
Mis animaciones,Mes animations,Le mie animazioni,マイアニメーション,내 애니메이션,Minhas animações, ,我的动画,我的动画,我的動畫,Studio.Toolbox.Announcement.Button_Default,Got it!, ,Got it!
¡Entendido!,J'ai compris!,Tutto chiaro!,了解！,확인,Entendi!, ,明白！,明白！,知道了！,Studio.Toolbox.General.Package,Convert to Package, ,Convert to Package
Convertir en paquete,Convertir en package,Converti in pacchetto,パッケージに変換,패키지로 전환,Converter para pacote, ,转换为包,转换为包,轉換成套件,Studio.Toolbox.General.CategoryRecentAnimations,Recent Animations, ,Recent Animations
Animaciones recientes,Animations récentes,Animazioni recenti,最近のアニメーション,최근 애니메이션,Animações recentes, ,最近动画,最近动画,近期動畫,Studio.Toolbox.General.CategoryCreationsAnimations,Animations, ,Animations
Animaciones,4000,Animazioni,アニメーション,애니메이션,Animações, ,动画,动画,動畫,Studio.Toolbox.General.RightClickMenuCopyMeshID,Copy Mesh ID, ,Copy Mesh ID
Copiar ID de la malla,Copier l'ID de maillage,Copia l'ID mesh,メッシュIDをコピー,메시 ID 복사,Copiar ID da malha, ,复制网格 ID,复制网格 ID,複製網格 ID,Studio.Toolbox.Common.InsertAborted,Not inserting asset {assetId} because it is invalid., ,Not inserting asset {assetId} because it is invalid.
No se insertará el recurso {assetId} porque no es válido.,L'élément {assetId} n'a pas été inséré car il n'est pas valide.,Non stai immettendo la risorsa {assetId} perché non è valida.,無効なためアセット {assetId} を挿入しません。,애셋 {assetId}(이)가 유효하지 않으므로 삽입되지 않습니다.,Não é possível inserir {assetId} porque é inválido(a)., ,资源 {assetId} 无效，无法插入。,资源 {assetId} 无效，无法插入。,素材 {assetId} 無效，無法插入。,Studio.Toolbox.AssetPreview.PluginNotice,This plugin was created by a third party. Roblox does not guarantee its safety or quality., ,This plugin was created by a third party. Roblox does not guarantee its safety or quality.
Este plugin es de terceros. Roblox no garantiza su seguridad o calidad.,Ce plugin a été créé par un tiers. Roblox ne peut pas garantir sa sécurité ou sa qualité.,Questo plugin è stato creato da un terzo. Roblox non ne garantisce la sicurezza e la qualità.,このプラグインは第三者によって作成されました。Robloxはその安全性や品質を保証しません。,제삼자가 제작한 플러그인입니다. Roblox에서 안전이나 품질을 보장하지 않습니다.,Este plugin foi criado por terceiros. A Roblox não garante a sua segurança ou qualidade., ,此插件由第三方制作。Roblox 不保证其安全性或品质。,此插件由第三方制作。Roblox 不保证其安全性或品质。,此外掛程式由第三方製作，Roblox 無法擔保其安全性或品質。,Studio.Toolbox.InsertTool.DialogText,Put this tool into the StarterPack?, ,Put this tool into the StarterPack?
¿Poner esta herramienta en StarterPack?,Ajouter cet outil dans le StarterPack ?,Inserire questo strumento nello StarterPack?,StarterPack にこのツールを入れますか？,이 도구를 StarterPack에 넣을까요?,Colocar esta ferramenta no Pacote inicial?, ,将此工具放入 StarterPack？,将此工具放入 StarterPack？,將此工具放入 StarterPack？,Studio.Toolbox.ScriptWarning.InstructionText,Please review the scripts to prevent unwanted changes to your experience., ,Please review the scripts to prevent unwanted changes to your experience.
Revisa los scripts para evitar cambios no deseados en tu experiencia.,Vérifier les scripts pour éviter tout changement indésirable dans votre expérience.,Verifica gli script per evitare modifiche indesiderate alla tua esperienza.,あなたの仮想空間への望まない変更を防ぐために、スクリプトを確認してください。,원하지 않는 체험 변경을 방지하려면 스크립트를 검토하세요.,Revise os scripts para evitar alterações indesejadas na sua experiência., ,请检查脚本，以防止对你的作品作出预期外的更改。,请检查脚本，以防止对你的作品作出预期外的更改。,請檢查指令碼，避免對體驗做出預期外的變更。,Studio.Toolbox.Subcategory.ModelStructureHouse,House, ,House
Casa,Maison,Casa,家,집,Casa,Дом,房子,房子,房子,Studio.Toolbox.Audio.SoundEffect.Category.bells,Bells, ,Bells
Campanas,Cloches,Campane,ベル,벨 소리,Sinos, ,铃铛,铃铛,鈴鐺,Studio.Toolbox.Subcategory.ModelStructureApartment,Apartment, ,Apartment
Departamento,Appartement,Appartamento,アパート,아파트,Apartamento,Квартира,公寓,公寓,公寓,Studio.Toolbox.Subcategory.ModelStructureMansion,Mansion, ,Mansion
Mansión,Manoir,Villa,豪邸,저택,Mansão,Особняк,豪宅,豪宅,豪宅,Studio.Toolbox.AudioView.Category,Category, ,Category
