Key,Source,Context,en-us
 ,Glassware,Studio.Toolbox.AssetConfigSales.Target,"By enabling it, this asset will be put in {market} and available for any Roblox {user}."
 ,"By enabling it, this asset will be put in {market} and available for any Roblox {user}.",Studio.Toolbox.Audio.SoundEffect.Category.room-tone,Room Tone
 ,Room Tone,Studio.Toolbox.General.Free,Free
 ,Free,Studio.Toolbox.Audio.SoundEffect.Category.chairs,Chairs
 ,Chairs,Studio.Toolbox.General.Installing,Installing
 ,Installing,Studio.Toolbox.Audio.SoundEffect.Category.Fireworks,Fireworks
 ,Fireworks,Studio.Toolbox.Audio.SoundEffect.Category.fireworks,Fireworks
 ,Fireworks,Studio.Toolbox.AssetConfigAdditionalImages.AspectRatio,Images will be displayed at {widthRatio}:{heightRatio}
 ,Images will be displayed at {widthRatio}:{heightRatio},Studio.Toolbox.Audio.SoundEffect.Category.bys,Bys
 ,Bys,"Studio.Toolbox.Audio.SoundEffect.Category.Motorboat, speedboat","Motorboat, speedboat"
 ,"Motorboat, speedboat",Studio.Toolbox.Audio.SoundEffect.Category.Carnatic music,Carnatic music
 ,Carnatic music,Studio.Toolbox.AssetConfigAdditionalImages.ImageTypes,Acceptable image files: {imageTypes}
 ,Acceptable image files: {imageTypes},Studio.Toolbox.AssetConfigAdditionalImages.RecommendedImageSize,Recommended image size: {width}x{height} px
 ,Recommended image size: {width}x{height} px,Studio.Toolbox.Audio.SoundEffect.Category.Music of Africa,Music of Africa
 ,Music of Africa,Studio.Toolbox.AssetConfigAdditionalImages.SelectLimit,You can select up to {limit} screenshots
 ,You can select up to {limit} screenshots,Studio.Toolbox.Audio.SoundEffect.Category.Traditional music,Traditional music
 ,Traditional music,Studio.Toolbox.AssetConfigError.NetworkError,We encountered some problems:
 ,We encountered some problems:,Studio.Toolbox.AssetConfigPackagePermissions.SearchbarDefault,Search for Friends
 ,Search for Friends,Studio.Toolbox.General.SearchOptionAudioTo,to
 ,to,Studio.Toolbox.AssetConfigPackagePermissions.UserOwnedWarningAllVersions,The user access granted here applies to all versions of this package.
 ,The user access granted here applies to all versions of this package.,Studio.Toolbox.AssetConfigPackagePermissions.GroupOwnedWarning,No Access takes effect from new versions of this package. Users assigned to rolesets with "Edit" permissions will always have access to current and previous versions of this package.
 ,No Access takes effect from new versions of this package. Users assigned to rolesets with "Edit" permissions will always have access to current and previous versions of this package.,Studio.Toolbox.AssetConfigPackagePermissions.GroupOwnedTooltip,The creator always has full access.
 ,The creator always has full access.,Studio.Toolbox.Audio.SoundEffect.Category.hardware,Hardware
 ,Hardware,Studio.Toolbox.Purchase.SuccessHeader,Buy & Installation Complete!
 ,Buy & Installation Complete!,Studio.Toolbox.Audio.SoundEffect.Category.drain,Drain
 ,Drain,Studio.Toolbox.Audio.SoundEffect.Category.antique-cars,Antique Cars
 ,Antique Cars,Studio.Toolbox.Purchase.SuccessDetails,Successfully installed "{name}".
 ,Successfully installed "{name}".,Studio.Toolbox.Audio.SoundEffect.Category.Banjo,Banjo
 ,Banjo,Studio.Toolbox.Audio.SoundEffect.Category.crashes,Crashes
 ,Crashes,Studio.Toolbox.MaxTagsDescription,Add up to {max:int} tags from the tag library
 ,Add up to {max:int} tags from the tag library,Studio.Toolbox.Tags.MaxTagsDescription,Add up to {max:int} tags from the tag library
 ,Add up to {max:int} tags from the tag library,"Studio.Toolbox.Audio.SoundEffect.Category.Chewing, mastication","Chewing, mastication"
 ,"Chewing, mastication",Studio.Toolbox.Audio.SoundEffect.Category.Rustle,Rustle
 ,Rustle,Studio.Toolbox.GrantAssetPermission.DialogText,Do you grant permission for this Experience?
 ,Do you grant permission for this Experience?,Studio.Toolbox.Audio.SoundEffect.Category.Singing bowl,Singing bowl
 ,Singing bowl,Studio.Toolbox.Audio.SoundEffect.Category.Typewriter,Typewriter
 ,Typewriter,Studio.Toolbox.Audio.SoundEffect.Category.feedback,Feedback
 ,Feedback,Studio.Toolbox.Audio.SoundEffect.Category.arcs-zaps,Arcs & Zaps
 ,Arcs & Zaps,Studio.Toolbox.General.AbbreviatedSeconds,s
 ,s,Studio.Toolbox.General.AbbreviatedMinutes,m
 ,m,Studio.Toolbox.General.SearchOptionAudioLength,Sound Length
 ,Sound Length,Studio.Toolbox.AssetConfigAnimation.FilterID,Filter ID
 ,Filter ID,Studio.Toolbox.Audio.SoundEffect.Category.Helicopter,Helicopter
 ,Helicopter,Studio.Toolbox.AssetUploadResult.CreatorDashboardMessage,Once your asset is approved you can place it on sale and configure it on your {creatorDashboardLink}.
A message displayed to the user after asset upload success informing them that they can configure and put assets on sale in the Creator Dashboard web interface a link to it.,Once your asset is approved you can place it on sale and configure it on your {creatorDashboardLink}.,Studio.Toolbox.Audio.SoundEffect.Category.battle,Battle
 ,Battle,Studio.Toolbox.AssetConfigAnimation.InvalidAnimationID,Invalid Animation ID
 ,Invalid Animation ID,Studio.Toolbox.AssetPreview.PluginNotice,This plugin was created by a third party. Roblox does not guarantee its safety or quality.
 ,This plugin was created by a third party. Roblox does not guarantee its safety or quality.,Studio.Toolbox.Audio.SoundEffect.Category.Acoustic guitar,Acoustic guitar
 ,Acoustic guitar,"Studio.Toolbox.Audio.SoundEffect.Category.Rowboat, canoe, kayak","Rowboat, canoe, kayak"
 ,"Rowboat, canoe, kayak",Studio.Toolbox.ScriptWarning.InstructionText,Please review the scripts to prevent unwanted changes to your experience.
 ,Please review the scripts to prevent unwanted changes to your experience.,Studio.Toolbox.InsertTool.DialogText,Put this tool into the StarterPack?
StarterPack is a Roblox API term that should not be translated.,Put this tool into the StarterPack?,Studio.Toolbox.HomeView.SeeAll,See All
 ,See All,Studio.Toolbox.Audio.SoundEffect.Category.cartoon,Cartoon
 ,Cartoon,Studio.Toolbox.HomeView.TheEssentials,The Essentials
 ,The Essentials,Studio.Toolbox.HomeView.trending,Trending
 ,Trending,Studio.Toolbox.HomeView.TopSearches,Top Searches
 ,Top Searches,Studio.Toolbox.Audio.SoundEffect.Category.chops,Chops
 ,Chops,Studio.Toolbox.Audio.SoundEffect.Category.Crow,Crow
 ,Crow,Studio.Toolbox.AudioView.Artist,Artist
 ,Artist,Studio.Toolbox.AudioView.Length,Length
 ,Length,Studio.Toolbox.Audio.SoundEffect.Category.motorcycles,Motorcycles
 ,Motorcycles,Studio.Toolbox.Audio.SoundEffect.Category.swishes,Swishes
 ,Swishes,Studio.Toolbox.AudioView.Duration,Duration
 ,Duration,Studio.Toolbox.Audio.SoundEffect.Category.artillery,Artillery
 ,Artillery,Studio.Toolbox.AudioView.Category,Category
 ,Category,Studio.Toolbox.Audio.SoundEffect.Category.Hum,Hum
 ,Hum,Studio.Toolbox.Audio.SoundEffect.Category.hum,Hum
 ,Hum,Studio.Toolbox.GrantAssetPermission.Failure,Failed to grant Universe permission to use asset {assetId:int}
 ,Failed to grant Universe permission to use asset {assetId:int},Studio.Toolbox.Audio.SoundEffect.Category.Mandolin,Mandolin
 ,Mandolin,Studio.Toolbox.Audio.SoundEffect.Category.Trumpet,Trumpet
 ,Trumpet,Studio.Toolbox.GrantAssetPermission.Information,Name: {assetName}
ID: {assetId:int},Type: {assetType}, ,Name: {assetName}
ID: {assetId:int},Type: {assetType},Studio.Toolbox.Audio.SoundEffect.Category.Drum,Drum
 ,Drum,Studio.Toolbox.GrantAssetPermission.GrantButton,Grant
 ,Grant,Studio.Toolbox.Audio.FindTracks,Find Tracks by {creatorName}
 ,Find Tracks by {creatorName},Studio.Toolbox.Audio.Music.Genre.children,Children
 ,Children,Studio.Toolbox.Audio.Music.Genre.electronica,Electronica
 ,Electronica,Studio.Toolbox.Audio.SoundEffect.Category.Electronica,Electronica
 ,Electronica,Studio.Toolbox.Audio.Music.Genre.folk-contemporary,Folk Contemporary
 ,Folk Contemporary,Studio.Toolbox.Audio.Music.Genre.funk-soul-r-b,"Funk, Soul, R&B"
 ,"Funk, Soul, R&B",Studio.Toolbox.Audio.SoundEffect.Category.impacts,Impacts
 ,Impacts,Studio.Toolbox.Audio.Music.Genre.hip-hop,Hip-Hop
 ,Hip-Hop,Studio.Toolbox.Audio.Music.Genre.jazz,Jazz
 ,Jazz,Studio.Toolbox.Audio.SoundEffect.Category.Jazz,Jazz
 ,Jazz,Studio.Toolbox.Audio.SoundEffect.Category.burning,Burning
 ,Burning,Studio.Toolbox.Audio.SoundEffect.Category.rope,Rope
 ,Rope,Studio.Toolbox.Audio.Music.Genre.kitsch-retro,Kitsch & Retro
 ,Kitsch & Retro,Studio.Toolbox.Audio.Music.Genre.latin,Latin
 ,Latin,Studio.Toolbox.Audio.SoundEffect.Category.Laughter,Laughter
 ,Laughter,Studio.Toolbox.Audio.SoundEffect.Category.laughter,Laughter
 ,Laughter,Studio.Toolbox.Audio.SoundEffect.Category.tonalities,Tonalities
 ,Tonalities,Studio.Toolbox.Audio.Music.Genre.marches-military,Marches & Military
 ,Marches & Military,Studio.Toolbox.Audio.SoundEffect.Category.modern-cars,Modern Cars
 ,Modern Cars,Studio.Toolbox.Audio.SoundEffect.Category.footsteps,Footsteps
 ,Footsteps,Studio.Toolbox.Audio.Music.Genre.pop,Pop
 ,Pop,"Studio.Toolbox.Audio.SoundEffect.Category.Outside, rural or natural","Outside, rural or natural"
 ,"Outside, rural or natural",Studio.Toolbox.Audio.SoundEffect.Category.Mantra,Mantra
 ,Mantra,Studio.Toolbox.Audio.SoundEffect.Category.boats,Boats
 ,Boats,Studio.Toolbox.Audio.Music.Genre.religious,Religious
 ,Religious,Studio.Toolbox.Audio.Music.Genre.scores-orchestral,Scores & Orchestral
 ,Scores & Orchestral,Studio.Toolbox.Audio.SoundEffect,Sound Effect
 ,Sound Effect,Studio.Toolbox.Audio.SoundEffect.Category.acid,Acid
 ,Acid,Studio.Toolbox.Audio.SoundEffect.Category.air,Air
 ,Air,Studio.Toolbox.Audio.SoundEffect.Category.Snort,Snort
 ,Snort,Studio.Toolbox.Audio.SoundEffect.Category.alien,Alien
 ,Alien,Studio.Toolbox.Audio.SoundEffect.Category.Buzz,Buzz
 ,Buzz,Studio.Toolbox.Audio.SoundEffect.Category.Cupboard open or close,Cupboard open or close
 ,Cupboard open or close,Studio.Toolbox.Audio.SoundEffect.Category.ambience,Ambience
 ,Ambience,Studio.Toolbox.Audio.SoundEffect.Category.amphibians,Amphibians
 ,Amphibians,Studio.Toolbox.Audio.SoundEffect.Category.rocks,Rocks
 ,Rocks,Studio.Toolbox.Audio.SoundEffect.Category.answering-machine,Answering Machine
 ,Answering Machine,Studio.Toolbox.Audio.SoundEffect.Category.Applause,Applause
 ,Applause,Studio.Toolbox.Audio.SoundEffect.Category.applause,Applause
 ,Applause,Studio.Toolbox.Audio.SoundEffect.Category.Funk,Funk
 ,Funk,Studio.Toolbox.Audio.SoundEffect.Category.arrows,Arrows
 ,Arrows,Studio.Toolbox.Audio.SoundEffect.Category.Turkey,Turkey
 ,Turkey,Studio.Toolbox.Audio.SoundEffect.Category.buses,Buses
 ,Buses,Studio.Toolbox.Audio.SoundEffect.Category.babies,Babies
 ,Babies,Studio.Toolbox.Audio.SoundEffect.Category.beeps,Beeps
 ,Beeps,Studio.Toolbox.Audio.SoundEffect.Category.bells,Bells
 ,Bells,Studio.Toolbox.Audio.SoundEffect.Category.Bicycle bell,Bicycle bell
 ,Bicycle bell,Studio.Toolbox.Audio.SoundEffect.Category.birds,Birds
 ,Birds,Studio.Toolbox.Audio.SoundEffect.Category.Howl,Howl
 ,Howl,Studio.Toolbox.Audio.SoundEffect.Category.blood,Blood
 ,Blood,Studio.Toolbox.Audio.SoundEffect.Category.Frog,Frog
 ,Frog,Studio.Toolbox.Audio.SoundEffect.Category.blow,Blow
 ,Blow,Studio.Toolbox.Audio.SoundEffect.Category.clicks,Clicks
 ,Clicks,Studio.Toolbox.Audio.SoundEffect.Category.carts,Carts
 ,Carts,Studio.Toolbox.Audio.SoundEffect.Category.bubbles,Bubbles
 ,Bubbles,Studio.Toolbox.Audio.SoundEffect.Category.bullet-whiz,Bullet Whiz
 ,Bullet Whiz,Studio.Toolbox.Audio.SoundEffect.Category.chains,Chains
 ,Chains,Studio.Toolbox.Audio.SoundEffect.Category.chimes,Chimes
 ,Chimes,Studio.Toolbox.Audio.SoundEffect.Category.classic-cars,Classic Cars
 ,Classic Cars,Studio.Toolbox.Audio.SoundEffect.Category.clocks,Clocks
 ,Clocks,Studio.Toolbox.Audio.SoundEffect.Category.cooking,Cooking
 ,Cooking,Studio.Toolbox.Audio.SoundEffect.Category.creaks,Creaks
 ,Creaks,Studio.Toolbox.Audio.SoundEffect.Category.Lullaby,Lullaby
 ,Lullaby,Studio.Toolbox.Audio.SoundEffect.Category.dirt,Dirt
 ,Dirt,Studio.Toolbox.Audio.SoundEffect.Category.Clang,Clang
 ,Clang,Studio.Toolbox.Audio.SoundEffect.Category.doors,Doors
 ,Doors,Studio.Toolbox.Audio.SoundEffect.Category.drips,Drips
 ,Drips,Studio.Toolbox.Audio.SoundEffect.Category.Timpani,Timpani
 ,Timpani,Studio.Toolbox.Audio.SoundEffect.Category.Heavy metal,Heavy metal
 ,Heavy metal,Studio.Toolbox.Audio.SoundEffect.Category.earthquakes,Earthquakes
 ,Earthquakes,Studio.Toolbox.Audio.SoundEffect.Category.eating,Eating
 ,Eating,Studio.Toolbox.Audio.SoundEffect.Category.efforts,Efforts
 ,Efforts,"Studio.Toolbox.Audio.SoundEffect.Category.Splash, splatter","Splash, splatter"
 ,"Splash, splatter",Studio.Toolbox.Audio.SoundEffect.Category.energy,Energy
 ,Energy,Studio.Toolbox.Audio.SoundEffect.Category.hits,Hits
 ,Hits,Studio.Toolbox.Audio.SoundEffect.Category.rubber,Rubber
 ,Rubber,Studio.Toolbox.Audio.SoundEffect.Category.english,English
 ,English,Studio.Toolbox.Audio.SoundEffect.Category.exotic,Exotic
 ,Exotic,Studio.Toolbox.Audio.SoundEffect.Category.Stir,Stir
 ,Stir,Studio.Toolbox.Audio.SoundEffect.Category.Rhythm and blues,Rhythm and blues
 ,Rhythm and blues,Studio.Toolbox.Audio.SoundEffect.Category.farm,Farm
 ,Farm,Studio.Toolbox.Audio.SoundEffect.Category.farts,Farts
 ,Farts,Studio.Toolbox.Audio.SoundEffect.Category.foreign,Foreign
 ,Foreign,Studio.Toolbox.Audio.SoundEffect.Category.metal,Metal
 ,Metal,Studio.Toolbox.Audio.SoundEffect.Category.Power tool,Power tool
 ,Power tool,Studio.Toolbox.Audio.SoundEffect.Category.games,Games
 ,Games,Studio.Toolbox.Audio.SoundEffect.Category.Gears,Gears
 ,Gears,Studio.Toolbox.Audio.SoundEffect.Category.gears,Gears
 ,Gears,Studio.Toolbox.Audio.SoundEffect.Category.Ringtone,Ringtone
 ,Ringtone,Studio.Toolbox.Audio.SoundEffect.Category.Wind chime,Wind chime
 ,Wind chime,Studio.Toolbox.Audio.SoundEffect.Category.Civil defense siren,Civil defense siren
 ,Civil defense siren,Studio.Toolbox.Audio.SoundEffect.Category.ghosts,Ghosts
 ,Ghosts,Studio.Toolbox.Audio.SoundEffect.Category.gore,Gore
 ,Gore,Studio.Toolbox.Audio.SoundEffect.Category.hand,Hand
 ,Hand,Studio.Toolbox.Audio.SoundEffect.Category.Giggle,Giggle
 ,Giggle,Studio.Toolbox.Audio.SoundEffect.Category.Sonar,Sonar
 ,Sonar,Studio.Toolbox.Audio.SoundEffect.Category.Splinter,Splinter
 ,Splinter,Studio.Toolbox.Audio.SoundEffect.Category.handling,Handling
 ,Handling,Studio.Toolbox.Audio.SoundEffect.Category.Percussion,Percussion
 ,Percussion,Studio.Toolbox.Audio.SoundEffect.Category.heavy,Heavy
 ,Heavy,Studio.Toolbox.Audio.SoundEffect.Category.industrial,Industrial
 ,Industrial,Studio.Toolbox.Audio.SoundEffect.Category.jets,Jets
 ,Jets,Studio.Toolbox.Audio.SoundEffect.Category.reptiles,Reptiles
 ,Reptiles,Studio.Toolbox.Audio.SoundEffect.Category.Vibraphone,Vibraphone
 ,Vibraphone,Studio.Toolbox.Audio.SoundEffect.Category.jungle,Jungle
 ,Jungle,Studio.Toolbox.Audio.SoundEffect.Category.Croak,Croak
 ,Croak,Studio.Toolbox.Audio.SoundEffect.Category.lasers,Lasers
 ,Lasers,Studio.Toolbox.Audio.SoundEffect.Category.knives-swords,Knives & Swords
 ,Knives & Swords,Studio.Toolbox.Audio.SoundEffect.Category.land,Land
 ,Land,Studio.Toolbox.Audio.SoundEffect.Category.props,Props
 ,Props,Studio.Toolbox.Audio.SoundEffect.Category.Flute,Flute
 ,Flute,Studio.Toolbox.Audio.SoundEffect.Category.Ocean,Ocean
 ,Ocean,Studio.Toolbox.Audio.SoundEffect.Category.liquid-fx,Liquid FX
 ,Liquid FX,Studio.Toolbox.Audio.SoundEffect.Category.machine,Machine
 ,Machine,Studio.Toolbox.Audio.SoundEffect.Category.Siren,Siren
 ,Siren,Studio.Toolbox.Audio.SoundEffect.Category.microphone,Microphone
 ,Microphone,Studio.Toolbox.Audio.SoundEffect.Category.military,Military
 ,Military,"Studio.Toolbox.Audio.SoundEffect.Category.Bird vocalization, bird call, bird song","Bird vocalization, bird call, bird song"
 ,"Bird vocalization, bird call, bird song",Studio.Toolbox.Audio.SoundEffect.Category.motorboats,Motorboats
 ,Motorboats,Studio.Toolbox.Audio.SoundEffect.Category.motors,Motors
 ,Motors,Studio.Toolbox.Audio.SoundEffect.Category.Wheeze,Wheeze
 ,Wheeze,Studio.Toolbox.Audio.SoundEffect.Category.musical,Musical
 ,Musical,Studio.Toolbox.Audio.SoundEffect.Category.nautical,Nautical
 ,Nautical,Studio.Toolbox.Audio.SoundEffect.Category.paper,Paper
 ,Paper,Studio.Toolbox.Audio.SoundEffect.Category.Trombone,Trombone
 ,Trombone,Studio.Toolbox.Audio.SoundEffect.Category.Accordion,Accordion
 ,Accordion,Studio.Toolbox.Audio.SoundEffect.Category.pops,Pops
 ,Pops,Studio.Toolbox.Audio.SoundEffect.Category.Squawk,Squawk
 ,Squawk,Studio.Toolbox.Audio.SoundEffect.Category.warps,Warps
 ,Warps,Studio.Toolbox.Audio.SoundEffect.Category.phonographs,Phonographs
 ,Phonographs,Studio.Toolbox.Audio.SoundEffect.Category.vehicles,Vehicles
 ,Vehicles,Studio.Toolbox.Audio.SoundEffect.Category.pistols,Pistols
 ,Pistols,Studio.Toolbox.Audio.SoundEffect.Category.Change ringing (campanology),Change ringing (campanology)
 ,Change ringing (campanology),Studio.Toolbox.Audio.SoundEffect.Category.pottery,Pottery
 ,Pottery,Studio.Toolbox.Audio.SoundEffect.Category.Electronic organ,Electronic organ
 ,Electronic organ,Studio.Toolbox.Audio.SoundEffect.Category.pouring,Pouring
 ,Pouring,Studio.Toolbox.Audio.SoundEffect.Category.power,Power
 ,Power,Studio.Toolbox.Audio.SoundEffect.Category.public-places,Public Places
 ,Public Places,Studio.Toolbox.Audio.SoundEffect.Category.race-cars,Race Cars
 ,Race Cars,Studio.Toolbox.Audio.SoundEffect.Category.Radio,Radio
 ,Radio,Studio.Toolbox.Audio.SoundEffect.Category.radio,Radio
 ,Radio,Studio.Toolbox.Audio.SoundEffect.Category.ratchets,Ratchets
 ,Ratchets,Studio.Toolbox.Audio.SoundEffect.Category.Steelpan,Steelpan
 ,Steelpan,Studio.Toolbox.Audio.SoundEffect.Category.Drawer open or close,Drawer open or close
 ,Drawer open or close,Studio.Toolbox.Audio.SoundEffect.Category.ricochets,Ricochets
 ,Ricochets,Studio.Toolbox.Audio.SoundEffect.Category.rings,Rings
 ,Rings,Studio.Toolbox.Audio.SoundEffect.Category.House music,House music
 ,House music,Studio.Toolbox.Audio.SoundEffect.Category.rips,Rips
 ,Rips,Studio.Toolbox.Audio.SoundEffect.Category.rips-tears,Rips & Tears
 ,Rips & Tears,Studio.Toolbox.Audio.SoundEffect.Category.Throat clearing,Throat clearing
 ,Throat clearing,"Studio.Toolbox.Audio.SoundEffect.Category.Electric shaver, electric razor","Electric shaver, electric razor"
 ,"Electric shaver, electric razor",Studio.Toolbox.Audio.SoundEffect.Category.rollers,Rollers
 ,Rollers,Studio.Toolbox.Audio.SoundEffect.Category.scrapes,Scrapes
 ,Scrapes,Studio.Toolbox.Audio.SoundEffect.Category.rolling,Rolling
 ,Rolling,Studio.Toolbox.Audio.SoundEffect.Category.rowboats,Rowboats
 ,Rowboats,Studio.Toolbox.Audio.SoundEffect.Category.Toilet flush,Toilet flush
 ,Toilet flush,Studio.Toolbox.Audio.SoundEffect.Category.rumbles,Rumbles
 ,Rumbles,Studio.Toolbox.Audio.SoundEffect.Category.rural,Rural
 ,Rural,"Studio.Toolbox.Audio.SoundEffect.Category.Inside, small room","Inside, small room"
 ,"Inside, small room",Studio.Toolbox.Audio.SoundEffect.Category.sand,Sand
 ,Sand,Studio.Toolbox.Audio.SoundEffect.Category.scrapes-squeaks,Scrapes & Squeaks
 ,Scrapes & Squeaks,Studio.Toolbox.Audio.SoundEffect.Category.Meow,Meow
 ,Meow,Studio.Toolbox.Audio.SoundEffect.Category.screams,Screams
 ,Screams,Studio.Toolbox.Audio.SoundEffect.Category.user-interface,User Interface
 ,User Interface,Studio.Toolbox.Audio.SoundEffect.Category.ships,Ships
 ,Ships,"Studio.Toolbox.Audio.SoundEffect.Category.Domestic animals, pets","Domestic animals, pets"
 ,"Domestic animals, pets",Studio.Toolbox.Audio.SoundEffect.Category.shotguns,Shotguns
 ,Shotguns,Studio.Toolbox.Audio.SoundEffect.Category.suspension,Suspension
 ,Suspension,Studio.Toolbox.Audio.SoundEffect.Category.sneezes,Sneezes
 ,Sneezes,Studio.Toolbox.Audio.SoundEffect.Category.snow,Snow
 ,Snow,Studio.Toolbox.Audio.SoundEffect.Category.splashes,Splashes
 ,Splashes,Studio.Toolbox.Audio.SoundEffect.Category.Spray,Spray
 ,Spray,Studio.Toolbox.Audio.SoundEffect.Category.spray,Spray
 ,Spray,Studio.Toolbox.Audio.SoundEffect.Category.Static,Static
 ,Static,Studio.Toolbox.Audio.SoundEffect.Category.static,Static
 ,Static,Studio.Toolbox.Audio.SoundEffect.Category.Honk,Honk
 ,Honk,Studio.Toolbox.Audio.SoundEffect.Category.stings,Stings
 ,Stings,Studio.Toolbox.Audio.SoundEffect.Category.submarines,Submarines
 ,Submarines,Studio.Toolbox.Audio.SoundEffect.Category.subway,Subway
 ,Subway,Studio.Toolbox.Audio.SoundEffect.Category.Doorbell,Doorbell
 ,Doorbell,Studio.Toolbox.Audio.SoundEffect.Category.subwoofer,Subwoofer
 ,Subwoofer,Studio.Toolbox.Audio.SoundEffect.Category.surf,Surf
 ,Surf,Studio.Toolbox.Audio.SoundEffect.Category.switches,Switches
 ,Switches,Studio.Toolbox.Audio.SoundEffect.Category.Psychedelic rock,Psychedelic rock
 ,Psychedelic rock,Studio.Toolbox.Audio.SoundEffect.Category.sword,Sword
 ,Sword,Studio.Toolbox.Audio.SoundEffect.Category.tones,Tones
 ,Tones,Studio.Toolbox.Audio.SoundEffect.Category.television-fx,Television FX
 ,Television FX,Studio.Toolbox.Audio.SoundEffect.Category.Thunder,Thunder
 ,Thunder,Studio.Toolbox.Audio.SoundEffect.Category.thunder,Thunder
 ,Thunder,Studio.Toolbox.Audio.SoundEffect.Category.Tools,Tools
 ,Tools,Studio.Toolbox.Audio.SoundEffect.Category.tools,Tools
 ,Tools,Studio.Toolbox.Audio.SoundEffect.Category.Rapping,Rapping
 ,Rapping,Studio.Toolbox.Audio.SoundEffect.Category.traffic,Traffic
 ,Traffic,Studio.Toolbox.Audio.SoundEffect.Category.trains,Trains
 ,Trains,Studio.Toolbox.Audio.SoundEffect.Category.trucks,Trucks
 ,Trucks,Studio.Toolbox.Audio.SoundEffect.Category.turbines,Turbines
 ,Turbines,Studio.Toolbox.Audio.SoundEffect.Category.turbulent,Turbulent
 ,Turbulent,Studio.Toolbox.Audio.SoundEffect.Category.typewriters,Typewriters
 ,Typewriters,Studio.Toolbox.Audio.SoundEffect.Category.Truck,Truck
 ,Truck,Studio.Toolbox.Audio.SoundEffect.Category.underwater,Underwater
 ,Underwater,Studio.Toolbox.Audio.SoundEffect.Category.urban,Urban
 ,Urban,Studio.Toolbox.Audio.SoundEffect.Category.vacuums,Vacuums
 ,Vacuums,Studio.Toolbox.Audio.SoundEffect.Category.White noise,White noise
 ,White noise,"Studio.Toolbox.Audio.SoundEffect.Category.Livestock, farm animals, working animals","Livestock, farm animals, working animals"
 ,"Livestock, farm animals, working animals",Studio.Toolbox.Audio.SoundEffect.Category.walla,Walla
 ,Walla,Studio.Toolbox.Audio.SoundEffect.Category.Water,Water
 ,Water,Studio.Toolbox.Audio.SoundEffect.Category.water,Water
 ,Water,Studio.Toolbox.Audio.SoundEffect.Category.whips,Whips
 ,Whips,Studio.Toolbox.Audio.SoundEffect.Category.Soundtrack music,Soundtrack music
 ,Soundtrack music,Studio.Toolbox.Audio.SoundEffect.Category.whistles,Whistles
 ,Whistles,Studio.Toolbox.Audio.SoundEffect.Category.wild,Wild
 ,Wild,Studio.Toolbox.Audio.SoundEffect.Category.winds,Winds
 ,Winds,Studio.Toolbox.Audio.SoundEffect.Category.Wood,Wood
 ,Wood,Studio.Toolbox.Audio.SoundEffect.Category.wood,Wood
 ,Wood,Studio.Toolbox.Announcement.Description_08-09-2022, • Machine learning blocks more harmful assets<br />• Content from verified creators now highlighted by default
 , • Machine learning blocks more harmful assets<br />• Content from verified creators now highlighted by default,Studio.Toolbox.Announcement.Description_02-28-2023,"The Creator Marketplace is testing a new set of features, so you may see a change in search behaviors for models. Try out more complicated queries like “brick house with smoke coming out the chimney” or “skyscraper with blue glass” and see what you find!"
 ,"The Creator Marketplace is testing a new set of features, so you may see a change in search behaviors. Try out more complicated queries like “brick house with smoke coming out the chimney” or “skyscraper with blue glass” and see what you find!",Studio.Toolbox.Audio.SoundEffect.Category.Bicycle,Bicycle
 ,Bicycle,Studio.Toolbox.Announcement.LinkText_Default,Learn More
 ,Learn More,Studio.Toolbox.Audio.SoundEffect.Category.Speech,Speech
 ,Speech,Studio.Toolbox.Audio.SoundEffect.Category.Squeak,Squeak
 ,Squeak,Studio.Toolbox.Audio.SoundEffect.Category.Baby laughter,Baby laughter
 ,Baby laughter,"Studio.Toolbox.Audio.SoundEffect.Category.Child speech, kid speaking","Child speech, kid speaking"
 ,"Child speech, kid speaking",Studio.Toolbox.Audio.SoundEffect.Category.Conversation,Conversation
 ,Conversation,"Studio.Toolbox.Audio.SoundEffect.Category.Narration, monologue","Narration, monologue"
 ,"Narration, monologue",Studio.Toolbox.Audio.SoundEffect.Category.Scissors,Scissors
 ,Scissors,Studio.Toolbox.Audio.SoundEffect.Category.Babbling,Babbling
 ,Babbling,Studio.Toolbox.Audio.SoundEffect.Category.Shout,Shout
 ,Shout,Studio.Toolbox.Audio.SoundEffect.Category.Bellow,Bellow
 ,Bellow,Studio.Toolbox.Audio.SoundEffect.Category.Screaming,Screaming
 ,Screaming,Studio.Toolbox.Audio.SoundEffect.Category.Zing,Zing
 ,Zing,Studio.Toolbox.Audio.SoundEffect.Category.Whispering,Whispering
 ,Whispering,Studio.Toolbox.Audio.SoundEffect.Category.Belly laugh,Belly laugh
 ,Belly laugh,"Studio.Toolbox.Audio.SoundEffect.Category.Chuckle, chortle","Chuckle, chortle"
 ,"Chuckle, chortle","Studio.Toolbox.Audio.SoundEffect.Category.Crying, sobbing","Crying, sobbing"
 ,"Crying, sobbing",Studio.Toolbox.Audio.SoundEffect.Category.Yip,Yip
 ,Yip,"Studio.Toolbox.Audio.SoundEffect.Category.Wail, moan","Wail, moan"
 ,"Wail, moan",Studio.Toolbox.Audio.SoundEffect.Category.Motor vehicle (road),Motor vehicle (road)
 ,Motor vehicle (road),Studio.Toolbox.Audio.SoundEffect.Category.Sigh,Sigh
