Key,Context,Example,Source,en-us,ar-001,de-de,es-es,fr-fr,id-id,it-it,ja-jp,ko-kr,pl-pl,pt-br,ru-ru,th-th,tr-tr,vi-vn,zh-cjv,zh-cn,zh-tw
Studio.TerrainToolsV2.ImportError.ImportInProgress,,,An import operation is already in progress.,An import operation is already in progress.,,Ein Importvorgang läuft bereits.,La importación ya está en curso.,Une opération d'importation est déjà en cours.,Operasi impor lain sudah berlangsung.,È già in corso un'operazione di importazione.,インポート操作がすでに進行中です。,가져오기 작업이 이미 진행 중입니다.,,Uma operação de importação já está em progresso.,,การนำเข้าอยู่ในระหว่างดำเนินการ,Zaten devam eden bir içe aktarım işlemi var.,Một thao tác nhập đã được tiến hành.,导入操作正在进行中。,导入操作正在进行中。,匯入作業進行中。
Studio.TerrainToolsV2.ImportError.HeightmapImporterServiceCantFindTerrain,,,An internal error has occurred.,An internal error has occurred.,,Ein interner Fehler ist aufgetreten.,Se produjo un error interno.,Une erreur interne s'est produite.,Terjadi eror internal.,Si è verificato un errore interno.,内部エラーが発生しました。,내부 오류가 발생했습니다.,,Ocorreu um erro interno.,,เกิดข้อผิดพลาดภายใน,Dâhilî bir hata oluştu.,Đã xảy ra lỗi nội bộ.,发生内部错误。,发生内部错误。,發生內部錯誤。
Studio.TerrainToolsV2.ImportError.TerrainPreprocessNullptr,,,An internal error has occurred.,An internal error has occurred.,,Ein interner Fehler ist aufgetreten.,Se produjo un error interno.,Une erreur interne s'est produite.,Terjadi eror internal.,Si è verificato un errore interno.,内部エラーが発生しました。,내부 오류가 발생했습니다.,,Ocorreu um erro interno.,,เกิดข้อผิดพลาดภายใน,Dâhilî bir hata oluştu.,Đã xảy ra lỗi nội bộ.,发生内部错误。,发生内部错误。,發生內部錯誤。
Studio.TerrainToolsV2.ImportError.DataModelPreprocessNullptr,,,An internal error has occurred.,An internal error has occurred.,,Ein interner Fehler ist aufgetreten.,Se produjo un error interno.,Une erreur interne s'est produite.,Terjadi eror internal.,Si è verificato un errore interno.,内部エラーが発生しました。,내부 오류가 발생했습니다.,,Ocorreu um erro interno.,,เกิดข้อผิดพลาดภายใน,Dâhilî bir hata oluştu.,Đã xảy ra lỗi nội bộ.,发生内部错误。,发生内部错误。,發生內部錯誤。
Studio.TerrainToolsV2.ImportError.RegionExceedsMaxVoxelCount,,,Target region is too large.,Target region is too large.,,Zielregion ist zu groß.,La región meta es demasiado grande.,La région cible est trop vaste.,Wilayah target terlalu besar.,L'area target è troppo grande.,対象区域が広すぎます。,대상 영역이 너무 큽니다.,,A região alvo é grande demais.,,ภูมิภาคเป้าหมายมีขนาดใหญ่เกินไป,Hedef bölge çok büyük.,Khu vực đích quá lớn.,目标区域过大。,目标区域过大。,目標區域過大。
Studio.TerrainToolsV2.ImportError.RegionIsEmpty,,,Target region is empty.,Target region is empty.,,Zielregion ist leer.,La región meta está vacía.,La région cible est vide.,Wilayah target kosong.,L'area target è vuota.,対象区域が空です。,대상 영역이 비어 있습니다.,,A região alvo está vazia.,,ภูมิภาคเป้าหมายว่างเปล่า,Hedef bölge boş.,Khu vực đích trống.,目标区域为空。,目标区域为空。,目標區域空白。
Studio.TerrainToolsV2.ImportError.TerrainWorkerNullptr,,,An internal error has occurred.,An internal error has occurred.,,Ein interner Fehler ist aufgetreten.,Se produjo un error interno.,Une erreur interne s'est produite.,Terjadi eror internal.,Si è verificato un errore interno.,内部エラーが発生しました。,내부 오류가 발생했습니다.,,Ocorreu um erro interno.,,เกิดข้อผิดพลาดภายใน,Dâhilî bir hata oluştu.,Đã xảy ra lỗi nội bộ.,发生内部错误。,发生内部错误。,發生內部錯誤。
Studio.TerrainToolsV2.ImportError.TerrainWriteNullptr,,,An internal error has occurred.,An internal error has occurred.,,Ein interner Fehler ist aufgetreten.,Se produjo un error interno.,Une erreur interne s'est produite.,Terjadi eror internal.,Si è verificato un errore interno.,内部エラーが発生しました。,내부 오류가 발생했습니다.,,Ocorreu um erro interno.,,เกิดข้อผิดพลาดภายใน,Dâhilî bir hata oluştu.,Đã xảy ra lỗi nội bộ.,发生内部错误。,发生内部错误。,發生內部錯誤。
Studio.TerrainToolsV2.ImportError.DataModelWorkerNullptr,,,An internal error has occurred.,An internal error has occurred.,,Ein interner Fehler ist aufgetreten.,Se produjo un error interno.,Une erreur interne s'est produite.,Terjadi eror internal.,Si è verificato un errore interno.,内部エラーが発生しました。,내부 오류가 발생했습니다.,,Ocorreu um erro interno.,,เกิดข้อผิดพลาดภายใน,Dâhilî bir hata oluştu.,Đã xảy ra lỗi nội bộ.,发生内部错误。,发生内部错误。,發生內部錯誤。
Studio.TerrainToolsV2.ImportInfo.ChannelsWereDiscarded,,,"When you import a color image, the importer only reads the red channel to create a greyscale heightmap. The other channels have been discarded.","When you import a color image, the importer only reads the red channel to create a greyscale heightmap. The other channels have been discarded.",,"Wenn du ein Farbbild importierst, liest der Importer nur den roten Kanal, um eine heightmap in Graustufen zu erstellen. Die anderen Kanäle werden verworfen.","Cuando importas una imagen de color, el importador solo lee un canal rojo para crear heightmap con escala de grises. Se eliminaron los demás canales.","Lorsque tu importes une image couleur, l'importateur ne lit que le canal rouge pour créer une hauteur de carte en niveaux de gris. Les autres canaux ont été supprimés.","Saat mengimpor gambar berwarna, pengimpor hanya membaca channel merah untuk membuat heightmap skala abu-abu. Channel lainnya telah disingkirkan.","Quando importi un'immagine a colori, la funzione di importazione rileva solo il canale rosso per creare una heightmap in scala di grigi. Gli altri canali sono esclusi.",色彩画像をインポートする際、インポーターはグレースケール Heightmap を作成するために赤いチャンネルのみを読み取ります。他のチャンネルは破棄されました。,"컬러 이미지를 가져올 때, 가져오기 도구는 빨간색 채널만 읽어와 회색조 Heightmap을 생성합니다. 다른 채널은 무시됩니다.",,"Quando você importa uma imagem colorida, o importador lê somente o canal vermelho para criar um mapa de altura de escala de cinza. Os outros canais foram ignorados.",,เมื่อคุณนำเข้าภาพสี เครื่องมือนำเข้าจะอ่านเฉพาะช่องสีแดงเพื่อสร้างแผนที่ความสูงสเกลสีเทา และช่องอื่นๆ จะถูกยกเลิก,Bir renk görüntüsü içe aktardığında aktarıcı yalnızca kırmızı kanalını okuyarak gri tonlamalı bir yükseklik haritası oluşturur. Diğer kanallar yok sayılır.,"Khi bạn nhập một ảnh màu, trình nhập chỉ đọc kênh màu đỏ để tạo một heightmap theo thang độ xám. Các kênh khác đã bị loại bỏ.",当导入彩色图像时，导入程序只会读取红色通道以创建灰度 heightmap。其他通道将被忽略。,当导入彩色图像时，导入程序只会读取红色通道以创建灰度 heightmap。其他通道将被忽略。,匯入彩色圖像時，匯入器只會藉由紅色頻道建立灰階 Heightmap，其他頻道將會被捨棄。
Studio.TerrainToolsV2.ImportWarning.AspectRatio,,,"Image aspect ratio ({1}) is not compatible with Size values (X {2:int}, Z {3:int}). For best results, adjust the Size or import a new image.","Image aspect ratio ({1}) is not compatible with Size values (X {2:int}, Z {3:int}). For best results, adjust the Size or import a new image.",,"Das Bildseitenverhältnis ({1}) ist nicht mit den Größenwerten (X {2:int}, Z {3:int}) kompatibel. Die besten Ergebnisse erzielst du, wenn du die Größe anpasst oder ein neues Bild importierst.","La relación de aspecto de la imagen ({1}) no es compatible con los valores de Tamaño (X {2:int}, Z {3:int}). Para obtener mejores resultados, ajusta el Tamaño o importa una nueva imagen.","Le format d'image ({1}) n'est pas compatible avec les valeurs de taille (X {2:int}, Z {3:int}). Pour de meilleurs résultats, ajustez la Taille ou importez une nouvelle image.","Rasio aspek gambar ({1}) tidak kompatibel dengan nilai Ukuran (X {2:int}, Z {3:int}). Untuk hasil terbaik, sesuaikan Ukuran atau impor gambar baru.","La proporzione di aspetto dell'immagine ({1}) non è compatibile con i valori di dimensione (X {2:int}, Z{3:int}). Per ottenere risultati migliori, regola le dimensioni o importa una nuova immagine.","画像アスペクト比 ({1}) がサイズ値 (X {2:int}, Z {3:int})と互換性がありません。最善の結果を出すには、サイズ調整をするか新しい画像をインポートしてください。","이미지의 가로 세로 비율({1})(이)가 크기 값(X {2:int}, Z {3:int})와(과) 호환되지 않습니다. 최상의 결과를 얻으려면 크기를 조정하거나 새 이미지를 가져오세요.",,"A proporção da imagem ({1}) não é compatível com os valores de tamanho (X {2:int}, Z {3:int}). Para melhores resultados, ajuste o tamanho ou importe uma nova imagem.",,"อัตราส่วนภาพ ({1}) ไม่สามารถใช้ได้กับค่าขนาด (X {2:int}, Z {3:int}) เพื่อผลลัพธ์ที่ดีที่สุด โปรดปรับขนาดหรือนำเข้าภาพใหม่","Görüntü en boy oranı ({1}), boyut değerleriyle (X {2:int}, Z {3:int}) uyumsuz. Daha iyi bir sonuç için boyutu düzenlemeyi ya da yeni bir görüntü aktarmayı dene.","Tỷ lệ khung hình ({1}) không tương thích với các giá trị Kích Thước (X {2:int}, Z {3:int}). Để có kết quả tốt nhất, hãy điều chỉnh Kích Thước hoặc nhập một hình ảnh mới.",图像的高宽比（{1}）与 Size（尺寸）值（X {2:int}，Z {3:int}）不兼容。要获得最佳效果，请调整 Size 或导入新图像.,图像的高宽比（{1}）与 Size（尺寸）值（X {2:int}，Z {3:int}）不兼容。要获得最佳效果，请调整 Size 或导入新图像.,"圖像寬高比（{1}）與 Size 值（X {2:int}, Z {3:int}）不相容。為確保最佳效果，請調整 Size 或匯入新的圖像."
Studio.TerrainToolsV2.ImportWarning.ImageTooSmall,,,"Image resolution ({1:int}x{2:int}) is too low for the target Size values (X {3:int}, Z {4:int}). For best results, decrease the size or import a new Heightmap.","Image resolution ({1:int}x{2:int}) is too low for the target Size values (X {3:int}, Z {4:int}). For best results, decrease the size or import a new Heightmap.",,"Die Bildauflösung ({1:int}x{2:int}) ist zu niedrig für die Zielgrößenwerte (X {3:int}, Z {4:int}). Die besten Ergebnisse erzielst du, wenn du die Größe verringerst oder eine neue Heightmap importierst.","La resolución de la imagen ({1:int}x{2:int}) es demasiada baja para los valores meta de Tamaño (X {3:int}, Z {4:int}). Para obtener mejores resultados, disminuye el tamaño o importa un nuevo Heightmap.","La résolution de l'image ({1:int}x{2:int}) est trop faible pour les valeurs de la Taille de la cible (X {3:int}, Z {4:int}). Pour de meilleurs résultats, diminue la taille ou importez une nouvelle Heightmap.","Resolusi gambar ({1:int}x{2:int}) terlalu rendah untuk nilai Ukuran target (X {3:int}, Z {4:int}). Untuk hasil terbaik, kurangi ukuran atau impor Heightmap baru.","La risoluzione dell'immagine ({1:int}x{2:int}) è troppo bassa per i valori di dimensione desiderati (X {3:int}, Z {4:int}). Per ottenere risultati migliori, riduci le dimensioni o importa una nuova heightmap.","画像の解像度 ({1:int}x{2:int}) は、ターゲットサイズ値 (X {3:int}, Z {4:int}) には低すぎます。最善の結果を出すには、サイズを小さくするか、新しい Heightmap をインポートしてください。","이미지 해상도({1:int}x{2:int})가 대상 크기 값(X {3:int}, Z {4:int})에 비해 너무 낮습니다. 최상의 결과를 얻으려면 크기를 줄이거나 새 Heightmap을 가져오세요.",,"A proporção da imagem ({1:int}x{2:int}) é baixa demais para os valores de tamanho alvo (X {3:int}, Z {4:int}). Para melhores resultados, diminua o tamanho ou importe um novo mapa de altura.",,"ความละเอียดภาพ ({1:int}x{2:int}) ต่ำเกินไปสำหรับค่าขนาดเป้าหมาย (X {3:int}, Z {4:int}). เพื่อผลลัพธ์ที่ดีที่สุด โปรดลดขนาดหรือนำเข้า Heightmap ใหม่","Görüntü çözünürlüğü ({1:int}x{2:int}), hedefin boyut değerleri için (X {3:int}, Z {4:int}) çok düşük. Daha iyi bir sonuç için boyutu düşürmeyi ya da yeni bir yükseklik haritası aktarmayı dene.","Độ phân giải hình ảnh ({1:int}x{2:int}) quá thấp so với các giá trị Kích Thước mục tiêu (X {3:int}, Z {4:int}). Để có kết quả tốt nhất, hãy giảm kích thước hoặc nhập Heightmap mới.",图像的分辨率（{1:int}x{2:int}）与目标 Size（尺寸）值（X {3:int}，Z {4:int}）相比过小。要获得最佳效果，请缩小 Size 或导入新 Heightmap。,图像的分辨率（{1:int}x{2:int}）与目标 Size（尺寸）值（X {3:int}，Z {4:int}）相比过小。要获得最佳效果，请缩小 Size 或导入新 Heightmap。,"圖像解析度（{1:int}x{2:int}）對於目標 Size 值（X {3:int}, Z {4:int}）過低。為確保最佳效果，請縮小或匯入新的 Heightmap。"
Studio.TerrainToolsV2.SeaLevel.SeaLevelProgressTitle,,,Sea Level,Sea Level,,Meeresspiegel,Niv. del mar,N. de la mer,Permukaan Laut,Livello del mare,海面,해수면,,"Nível
do mar",,ระดับน้ำทะเล,Deniz Seviyesi,Mực Nước Biển,海平面,海平面,海平面
Studio.TerrainToolsV2.Replace.ReplaceProgressTitle,,,Replace Terrain,Replace Terrain,,Gelände ersetzen,Reemplazar terreno,Remplacer terrain,Ganti Medan,Sostituisci terreno,地形を置き換え,지형 교체,,Substituir terreno,,แทนที่ภูมิประเทศ,Araziyi Değiştir,Thay thế Địa hình,替换地形,替换地形,取代地形
Studio.TerrainToolsV2.Replace.Replacing,,,Replacing voxels...,Replacing voxels...,,Voxel werden ersetzt ...,Reemplazando vóxeles...,Remplacer les voxels...,Mengganti voksel...,Sostituzione voxel...,ボクセルを置き換え中...,복셀 교체 중...,,Substituindo voxels...,,กำลังแทนที่ว็อกเซล...,Vokseller değiştiriliyor...,Đang thay thế voxel...,替换体素...,替换体素...,正在取代體素……
Studio.TerrainToolsV2.Warning.NoColormapProvided,,,No colormap was provided.,No colormap was provided.,,Es wurde keine Colormap bereitgestellt.,No se ha proporcionado colormap.,Aucune carte de couleurs n'a été fournie.,Tidak ada colormap yang disediakan.,Non è stata fornita nessuna colormap.,Colormap が提供されていません。,Colormap이 제공되지 않았습니다.,,Não foi fornecido um colormap.,,ไม่มีแผนที่สีที่ระบุไว้,Renk haritası sağlanmadı.,Không có colormap nào được cung cấp.,未提供 colormap 。,未提供 colormap 。,未提供 Colormap。
Studio.TerrainToolsV2.Warning.VolumeTooLarge,,,Terrain volume is too large.,Terrain volume is too large.,,Geländevolumen ist zu groß.,El volumen del terreno es demasiado grande.,Le volume du terrain est trop important.,Volume medan terlalu besar.,Il volume del terreno è troppo grande.,地形の量が多すぎます。,지형이 너무 큽니다.,,O volume do terreno é largo demais.,,ปริมาณภูมิประเทศมีขนาดใหญ่เกินไป.,Arazi hacmi çok büyük.,Khối lượng địa hình quá lớn.,地形体积过大。,地形体积过大。,地形體積過大。
Studio.TerrainToolsV2.Action.LearnMore,,,Learn more,Learn more,,Mehr erfahren,Aprende más,En apprendre plus,Pelajari selengkapnya,Maggiori informazioni,もっと詳しく,더 알아보기,,Saiba mais,,เรียนรู้เพิ่มเติม,Daha fazla bilgi edin,Tìm hiểu thêm,了解更多,了解更多,了解更多
Studio.TerrainToolsV2.ColormapCallout.Title,,,Colormaps,Colormaps,,Colormaps,Colormaps,Colormap,Colormap,Colormap,Colormap,Colormap,,Colormaps,,แผนที่สี,Renk Haritaları,Colormap,Colormaps,Colormaps,Colormap
Studio.TerrainToolsV2.ColormapCallout.Description,,,Colormaps convert image colors to terrain materials using Roblox Studio's color key.,Colormaps convert image colors to terrain materials using Roblox Studio's color key.,,Colormaps konvertieren Bildfarben in Geländematerialien mit dem Farbschlüssel von Roblox Studio.,Colormaps convierte los colores de una imagen en materiales de terreno a través de la clave de color de Roblox Studio.,Colormaps convertit les couleurs des images en matériaux de terrain en utilisant la clé de couleur de Roblox Studio.,Colormap mengonversi warna gambar menjadi material medan menggunakan kunci warna Roblox Studio.,Le colormap convertono i colori delle immagini in materiali del terreno utilizzando la chiave cromatica di Roblox Studio.,Colormaps は Roblox Studio の色彩キーを使って画像の色を地形素材に変換します。,Colormaps는 Roblox Studio의 색상 키를 사용하여 이미지 색상을 지형 재질로 변환합니다.,,Colormaps convertem cores de imagens para materiais de terrenos usando a chave de cores do Roblox Studio.,,แผนทีสีจะแปลงสีภาพเป็นวัสดุภูมิประเทศโดยใช้กุญแจสีของ Roblox Studio,"Renk haritaları, görüntü renklerini Roblox Studio'nun renk anahtarını kullanarak arazi malzemelerine dönüştürür.",Colormap chuyển đổi màu sắc của hình ảnh thành vật liệu địa hình bằng khóa màu của Roblox Studio.,Colormaps 用 Roblox Studio 的色彩键将图像颜色转换为地形材质。,Colormaps 用 Roblox Studio 的色彩键将图像颜色转换为地形材质。,Colormap 會使用 Roblox Studio 的色彩鍵將圖像顏色轉換成地形材質。
Studio.TerrainToolsV2.Generate.Starting,,,Starting...,Starting...,,Startet ...,Iniciando...,En commençant...,Memulai...,Avviamento...,開始中...,시작 중...,,Iniciando...,,กำลังเปิด...,Başlatılıyor...,Đang bắt đầu...,正在启动……,正在启动……,正在開始……
Studio.TerrainToolsV2.Generate.Preprocessing,,,Preprocessing...,Preprocessing...,,Wird vorbereitet ...,Preprocesando...,Pré-traitement...,Prapemrosesan...,Pre-elaborazione...,処理中...,사전 처리 중...,,Pré-processando...,,กำลังประมวลผล...,Ön işleme sürüyor...,Đang xử lý sơ bộ...,正在预处理……,正在预处理……,正在預處理……
Studio.TerrainToolsV2.Generate.ReadingColormap,,,Reading Colormap...,Reading Colormap...,,Colormap wird gelesen ...,Leyendo Colormap...,Lecture Colormap...,Membaca Colormap...,Lettura colormap...,Colormap を読み取り中...,Colormap 읽는 중...,,Lendo colormap...,,กำลังอ่านแผนที่สี...,Renk haritası okunuyor...,Đang đọc Colormap...,正在读取 ColorMap……,正在读取 ColorMap……,正在讀取 Colormap ……
Studio.TerrainToolsV2.Generate.AssigningColormap,,,Assigning Colormap...,Assigning Colormap...,,Colormap wird zugewiesen ...,Asignando Colormap...,Affectation de Colormap...,Menetapkan Colormap...,Assegnazione colormap...,Colormap を割り当て中...,Colormap 할당 중...,,Aplicando colormap...,,กำลังกำหนดแผนที่สี...,Renk haritası atanıyor...,Đang gán Colormap...,正在分配 ColorMap……,正在分配 ColorMap……,正在指派 Colormap ……
Studio.TerrainToolsV2.Generate.Sampling,,,Sampling...,Sampling...,,Sampling ...,Muestreo...,Échantillon...,Melakukan sampling...,Campionamento...,サンプリング中...,샘플링 중...,,Fazendo amostragem...,,กำลังสุ่มตัวอย่าง...,Örnekleniyor...,Đang lấy mẫu...,正在采样……,正在采样……,正在抽樣……
Studio.TerrainToolsV2.ImportWarning.MainTextColormapRGBOutOfRange,,,Colormap RGB values are out of range.,Colormap RGB values are out of range.,,Die RGB-Werte der Colormap liegen außerhalb des Bereichs.,Los valores RGB de Colormap están fuera de rango.,Les valeurs RGB de Colormap sont hors de portée.,Nilai RGB Colormap berada di luar jangkauan.,I valori RGB della colormap non rientrano nell'intervallo previsto.,Colormap RGB 値が範囲外です。,Colormap RGB 값이 범위를 벗어났습니다.,,Os valores RGB do colormap estão fora da faixa.,,ค่า RGB แผนที่สีอยู่นอกช่วงระยะ,Renk haritasının RGB değerleri aralığın dışında.,Giá trị RGB của Colormap nằm ngoài phạm vi.,Colormap RGB 值超出范围。,Colormap RGB 值超出范围。,Colormap RGB 值在範圍外。
Studio.TerrainToolsV2.ImportWarning.SubTextColormapRGBOutOfRange,,,The imported colormap contains RGB values that do not match the Colormap Index. The generated materials might not be correct. Please ensure you’re using the sRGB colorspace for best results.,The imported colormap contains RGB values that do not match the Colormap Index. The generated materials might not be correct. Please ensure you’re using the sRGB colorspace for best results.,,"Die importierte Colormap enthält RGB-Werte, die nicht mit dem Colormap-Index übereinstimmen. Die generierten Materialien sind möglicherweise nicht korrekt. Bitte stelle sicher, dass du den sRGB-Farbraum verwendest, um optimale Ergebnisse zu erzielen.",El Colormap importado contiene valores RGB que no coinciden con el índice de Colormap. Los materiales generados podrían no ser correctos. Asegúrate de que estás utilizando el espacio de color sRGB para obtener los mejores resultados.,La carte de couleurs importée contient des valeurs RVB qui ne correspondent pas à l'index Colormap. Les matériaux générés peuvent ne pas être corrects. Assure-toi que tu utilises l'espace de couleurs sRGB pour obtenir les meilleurs résultats.,Colormap yang diimpor berisi nilai RGB yang tidak sesuai dengan Indeks Colormap. Material yang dibuat mungkin tidak sesuai. Pastikan kamu menggunakan colorspace sRGB untuk hasil terbaik.,"La colormap importata contiene valori RGB che non corrispondono all'index della colormap. I materiali generati potrebbero non essere corretti. Per ottenere risultati ottimali, utilizza lo spazio dei colori sRGB.",RGB 値を含むインポート済み Colormap が Colormap インデックスと合致しません。作成済みの素材が不正かもしれません。最善の結果を出すには、 sRGB カラースペースを使っているか確認してください。　,가져온 Colormap에 Colormap 인덱스와 일치하지 않는 RGB 값이 포함되어 있습니다. 생성된 재질이 올바르지 않을 수 있습니다. 최상의 결과를 얻으려면 sRGB 색 공간을 사용하고 있는지 확인하세요.,,O colormap importado contém valores RGB que não correspondem ao índice do colormap. Os materiais gerados podem não estar corretos. Verifique se está usando um espaço de cor sRGB para melhores resultados.,,แผนที่สีที่นำเข้ามีค่า RGB ที่ไม่ตรงกับดัชนีแผนที่สี วัสดุที่สร้างขึ้นมาอาจไม่ถูกต้อง โปรดตรวจสอบให้แน่ใจว่าได้ใช้ปริภูมิสี sRGB เพื่อผลลัพธ์ที่ดีที่สุด,İçe aktarılan renk haritasında Renk Haritası Dizini ile eşleşmeyen RGB değerleri bulunuyor. Oluşturulan malzemeler doğru olmayabilir. Daha iyi bir sonuç için lütfen sRGB renk alanı kullandığından emin ol.,Colormap đã nhập chứa các giá trị RGB không khớp với Chỉ Số Colormap. Các vật liệu được tạo có thể không chính xác. Vui lòng đảm bảo bạn đang sử dụng colorspace sRGB để đạt kết quả tốt nhất.,导入的 colormap 包含不符合 Colormap 索引的 RGB 值。生成的材质可能不正确。请确保你使用的是 sRGB 色域以获得最佳效果。,导入的 colormap 包含不符合 Colormap 索引的 RGB 值。生成的材质可能不正确。请确保你使用的是 sRGB 色域以获得最佳效果。,匯入的 Colormap 包含不符合 Colormap 索引的 RGB 值。生成的材質可能不正確。為確保最佳效果，請確認您正在使用 sRGB 色彩空間。 
Studio.TerrainToolsV2.ImportWarning.ColorMapOutOfRangeIconTooltip,,,The imported colormap contains RGB values that do not match the Colormap Index.,The imported colormap contains RGB values that do not match the Colormap Index.,,"Die importierte Colormap enthält RGB-Werte, die nicht mit dem Colormap-Index übereinstimmen.",El Colormap importado contiene valores RGB que no coinciden con el índice Colormap.,La carte de couleurs importée contient des valeurs RVB qui ne correspondent pas à l'indice Colormap.,Colormap yang diimpor berisi nilai RGB yang tidak sesuai dengan Indeks Colormap.,La colormap importata contiene valori RGB che non corrispondono all'index della colormap.,RGB 値を含むインポート済み Colormap が Colormap インデックスと合致しません。,가져온 Colormap에 Colormap 인덱스와 일치하지 않는 RGB 값이 포함되어 있습니다.,,O colormap importado contém valores RGB que não correspondem ao índice do colormap.,,แผนที่สีที่นำเข้ามาค่า RGB ที่ไม่ตรงกับดัชนีแผนที่สี,İçe aktarılan renk haritasında Renk Haritası Dizini ile eşleşmeyen RGB değerleri bulunuyor.,Colormap được nhập chứa các giá trị RGB không khớp với Chỉ Số Colormap.,导入的 colormap 包含不符合 Colormap 索引的 RGB 值。,导入的 colormap 包含不符合 Colormap 索引的 RGB 值。,匯入的 Colormap 包含不符合 Colormap 索引的 RGB 值。
Studio.TerrainToolsV2.BrushSettings.IgnoreParts,,,Ignore Parts,Ignore Parts,,Teile ignorieren,Omitir piezas,Ignorer les parties,Abaikan Komponen,Ignora parti,パーツを無視,파트 무시,,Ignorar partes,,ละเว้นส่วนประกอบ,Parçaları yok say,Bỏ Qua Bộ Phận,忽略部件,忽略部件,忽略零件
Studio.TerrainToolsV2.BrushSettings.Manual,,,Manual,Manual,,Manuell,Manual,Manuel,Manual,Manuale,マニュアル,수동,,Manual,,ด้วยตัวเอง,Manuel,Thủ Công,手动,手动,手動
Studio.TerrainToolsV2.BrushSettings.Off,,,Off,Off,,Aus,Desact.,Désactivé,Mati,Disattivato,オフ,끄기,,Desligado,,ปิด,Kapalı,Tắt,关闭,关闭,關閉
Studio.TerrainToolsV2.BrushSettings.Apply,,,Apply,Apply,,Anwenden,Aplicar,Appliquer,Terapkan,Applica,適用,적용,,Aplicar,,ปรับใช้,Uygula,Áp Dụng,应用,应用,套用
Studio.TerrainToolsV2.BrushSettings.Edit,,,Edit,Edit,,Bearbeiten,Editar,Modifier,Edit,Modifica,編集,편집,,Editar,,แก้ไข,Düzenle,Chỉnh Sửa,编辑,编辑,編輯
Studio.TerrainToolsV2.BrushSettings.EditPlane,,,Edit Plane,Edit Plane,,Ebene bearbeiten,Editar plano,Modifier plan,Edit Plane,Modifica piano,平面を編集,평면 편집,,Editar plano,,แก้ไขระนาบ,Düzlemi düzenle,Chỉnh Sửa Mặt Phẳng,编辑平面,编辑平面,編輯平面
Studio.TerrainToolsV2.BrushSettings.Position,,,Position,Position,,Position,Posición,Position,Posisi,Posizione,位置,위치,,Posição,,ตำแหน่ง,Pozisyon,Vị Trí,位置,位置,位置
Studio.TerrainToolsV2.BrushSettings.Reset,,,Reset,Reset,,Zurücksetzen,Restablecer,Réinitialiser,Reset,Reimposta,リセット,재설정,,Reiniciar,,รีเซ็ต,Sıfırla,Đặt Lại,重置,重置,重置
Studio.TerrainToolsV2.BrushSettings.Rotation,,,Rotation,Rotation,,Drehung,Rotación,Rotation,Rotasi,Rotazione,回転,회전,,Rotação,,การหมุน,Döndürme,Xoay,旋转,旋转,旋轉
Studio.TerrainToolsV2.BrushSettings.EditPlaneTooltip,,,Ctrl+Shift+Space,Ctrl+Shift+Space,,Strg+Umschalt+Leerzeichen,Ctrl+Shift+Space,Ctrl+Maj+Espace,Ctrl+Shift+Spasi,Ctrl+Maiusc+Spazio,Ctrlキー+Shiftキー+スペースキー,Ctrl+Shift+Space,,Ctrl+Shift+Space,,Ctrl+Shift+Space,Ctrl+Shift+Boşluk,Ctrl+Shift+Space,Ctrl+Shift+空格键,Ctrl+Shift+空格键,Ctrl + Shift + 空白鍵
Studio.TerrainToolsV2.BrushSettings.SnapToVoxels,,,Snap to Voxels,Snap to Voxels,,Auf Voxel einrasten,Alinear a los vóxeles,Aligner sur les voxels,Snap ke Voksel,Aderisci ai voxel,ボクセルに装着,복셀에 맞추기,,Ajustar aos voxels,,Snap to Voxels,Voksellere tuttur,Gắn Vào Voxel,对齐至体素,对齐至体素,貼齊到體素
Studio.TerrainToolsV2.EditPlaneAction.StatusTip,,,Edit/apply plane when using plane lock in manual mode,Edit/apply plane when using plane lock in manual mode,,"Ebene bearbeiten/anwenden, wenn du die Ebenensperre im manuellen Modus verwendest",Edita o aplica plano cuando se utiliza el bloqueo de plano en modo Manual,Modifier/appliquer le plan lors de l'utilisation du verrouillage de plan en mode manuel,Edit/terapkan plane saat menggunakan kunci plane di mode manual,Modifica/applica piano quando utilizzi il blocco piano in modalità manuale,手動モードで平面ロックを使用するときに平面を編集または適用,수동 모드에서 평면 잠금을 사용할 때 평면 편집 또는 적용,,Editar/aplicar plano quando usar bloqueio de plano em modo manual,,แก้ไข/ปรับใช้ระนาบขณะที่ใช้การล็อคระนาบในโหมดกำหนดด้วยตัวเอง,Manuel modda düzlem kilidi kullanılırken düzlemi düzenle/uygula,Chỉnh sửa/áp dụng mặt phẳng khi sử dụng khóa mặt phẳng ở chế độ thủ công,在手动模式中启用平面锁定时编辑 / 应用平面,在手动模式中启用平面锁定时编辑 / 应用平面,在手動模式中使用平面鎖定時編輯或套用平面
Studio.TerrainToolsV2.EditPlaneAction.Text,,,Edit Plane,Edit Plane,,Ebene bearbeiten,Editar plano,Modifier plan,Edit Plane,Modifica piano,平面を編集,평면 편집,,Editar plano,,แก้ไขระนาบ,Düzlemi düzenle,Chỉnh Sửa Mặt Phẳng,编辑平面,编辑平面,編輯平面
Studio.TerrainToolsV2.Action.Dismiss,,,Dismiss,Dismiss,,Verwerfen,Descartar,Ignorer,Tutup,Ignora,しない,해제,,Descartar,,ปิด,Kapat,Bỏ qua,清除,清除,清除
