Key,Source,de-de,en-us,es-es,fr-fr,it-it,ja-jp,ko-kr,pt-br,ru-ru,zh-cjv,zh-cn,zh-tw
Studio.GameSettings.General.ScriptCollabWarning,Warning: The Team Create server needs to restart before this feature is disabled. The server will automatically restart once all editors have left the session. Any unsaved drafts will no longer be accessible until Collaborative Editing is re-enabled., ,Warning: The Team Create server needs to restart before this feature is disabled. The server will automatically restart once all editors have left the session. Any unsaved drafts will no longer be accessible until Collaborative Editing is re-enabled.,Advertencia: El servidor de Creación en equipo debe reiniciarse antes de desactivar esta función. El servidor se reiniciará automáticamente cuando todos los editores hayan abandonado la sesión. Los borradores no guardados no serán accesibles hasta que se vuelva a activar la edición colaborativa.,Avertissement : Le serveur Team Create doit être redémarré avant que cette fonction ne soit désactivée. Le serveur redémarre automatiquement lorsque tous les rédacteurs ont quitté la session. Les brouillons non sauvegardés ne seront plus accessibles jusqu'à ce que la fonction Collaborative Editing soit réactivée.,Attenzione: il server Creazione di squadra deve essere riavviato prima che questa funzione venga disabilitata. Il server si riavvierà automaticamente quando tutti i collaboratori avranno abbandonato la sessione. Le bozze non salvate non saranno più accessibili fino a quando la scrittura collaborativa non verrà riabilitata.,警告: チーム制作サーバーは、この機能を無効化できようにする前に再起動する必要があります。サーバーは、すべてのエディタがセッションから退出したら、自動的に再起動します。すべての未保存の下書きは共同編集が再有効化されるまでアクセスできません。,"경고: 이 기능을 비활성화하기 전에 팀 제작 서버를 다시 시작해야 합니다. 모든 편집자가 세션을 종료하면 서버가 자동으로 다시 시작됩니다. 공동 편집이 다시 활성화될 때까지, 저장되지 않은 초안에는 더 이상 액세스할 수 없습니다.",Aviso: O servidor da Criação em equipe precisa reiniciar para que esta funcionalidade seja desativada. O servidor reiniciará automaticamente quando todos os editores saírem da sessão. Qualquer rascunho não salvo não será mais acessível até que a edição colaborativa seja reativada., ,警告：停用此功能必须重启组队创作服务器。所有编辑者退出创作后，服务器会自动重启。共同编辑重新启用前将无法读取未保存的草稿。,警告：停用此功能必须重启组队创作服务器。所有编辑者退出创作后，服务器会自动重启。共同编辑重新启用前将无法读取未保存的草稿。,警告：停用此功能前必須重新啟動團隊創作伺服器。所有編輯者退出作業後，伺服器將會自動重新啟動。重新啟用共同編輯前將無法存取為儲存的草稿。
Studio.GameSettings.General.TitleGravity,Gravity, ,Gravity,Gravedad,Gravité,Gravità,重力,중력,Gravidade,Гравитация,重力,重力,重力
Studio.GameSettings.AccessPermissions.NoAccessDescription,Cannot play or edit this game,Dieses Spiel kann nicht gespielt oder bearbeitet werden,Cannot play or edit this game,No se puede jugar a este juego o reproducirlo,Impossible de jouer ou de modifier ce jeu,Impossibile giocare o modificare questo gioco,このゲームをプレイしたり編集したりできません,이 게임을 플레이하거나 편집할 수 없음,Não pode jogar ou editar este jogo,Вы не можете воспроизводить или редактировать эту игру,无法玩此游戏，或对其进行编辑,无法玩此游戏，或对其进行编辑,無法遊玩或編輯此遊戲
Studio.GameSettings.Permissions.NoAccessDescription,Cannot play or edit this game, ,Cannot play or edit this game,No se puede jugar a este juego o editarlo,Impossible de jouer ou de modifier ce jeu,Impossibile giocare o modificare questo gioco,このゲームをプレイしたり編集したりできません,이 게임을 플레이하거나 편집할 수 없습니다,Não pode jogar ou editar este jogo, ,无法玩此游戏，或对其进行编辑,无法玩此游戏，或对其进行编辑,無法遊玩或編輯此遊戲
Studio.GameSettings.AccessPermissions.AdminDescription,"Can play, edit, and manage this game","Dieses Spiel kann gespielt, verwaltet und bearbeitet werden","Can play, edit, and manage this game","Puede jugar a este juego, editarlo y gestionarlo","Possible de jouer, de modifier et de gérer ce jeu","È possibile giocare, modificare e gestire questo gioco",このゲームをプレイして、編集と管理ができます,"이 게임을 플레이, 편집, 관리할 수 있음","Pode jogar, editar e gerenciar este jogo","Вы можете играть, редактировать и управлять этой игрой",可以玩此游戏，或对其进行编辑与管理,可以玩此游戏，或对其进行编辑与管理,可遊玩、編輯及管理此遊戲
Studio.GameSettings.Permissions.AdminDescription,"Can play, edit, and manage this game", ,"Can play, edit, and manage this game","Puede jugar a este juego, editarlo y gestionarlo","Possible de jouer, de modifier et de gérer ce jeu","È possibile giocare, modificare e gestire questo gioco",このゲームをプレイして、編集と管理ができます,"이 게임을 플레이, 편집, 관리할 수 있습니다","Pode jogar, editar e gerenciar este jogo", ,可以玩此游戏，或对其进行编辑与管理,可以玩此游戏，或对其进行编辑与管理,可遊玩、編輯及管理此遊戲
Studio.GameSettings.General.ButtonRetry,Retry, ,Retry,Reintentar,Réessayer,Riprova,再試行,다시 시도,Tentar novamente, ,重试,重试,重試
Studio.GameSettings.General.ErrorNameDescModerated,Filtered to %s, ,Filtered to %s,Moderado a %s,Filtré à %s,Filtrato per %s,%s にフィルタ済み,다음과 같이 검열됨: %s,Filtrado para %s,Фильтр: %s,过滤为 %s,过滤为 %s,已過濾為 %s
Studio.GameSettings.General.TitleScriptCollab,Enable Collaborative Editing, ,Enable Collaborative Editing,Activar la edición colaborativa,Permettre les modifications collectives,Abilita scrittura collaborativa,共同編集を有効化,공동 편집 활성화,Permitir edição colaborativa,Включить совместное редактирование,启用协作编辑,启用协作编辑,啟用共同編輯
Studio.GameSettings.General.TitleJump,Jump, ,Jump,Salto,Sauter,Salto,ジャンプ,점프,Pular,Прыжок,跳跃,跳跃,跳躍
Studio.GameSettings.General.ShutdownDialogHeader,Shutdown all servers, ,Shutdown all servers,Cerrar todos los servidores,Fermer tous les serveurs,Arresta tutti i server,すべてのサーバーをシャットダウン,모든 서버 종료,Desligar todos os servidores, ,关闭所有服务器,关闭所有服务器,關閉所有伺服器
Studio.GameSettings.General.TitleWalk,Walk, ,Walk,Caminata,Marcher,Camminata,歩行,걷기,Andar,Ходьба,行走,行走,步行
Studio.GameSettings.General.ButtonPublish,Publish, ,Publish,Publicar,Publier,Pubblica,公開,게시,Publicar, ,发布,发布,發布
Studio.GameSettings.General.TitleSlope,Slope, ,Slope,Pendiente,Pente,Inclinazione,傾斜,경사,Ladeira,Уклон,斜坡,斜坡,斜坡
Studio.GameSettings.General.TitleCollaborators,Collaborators, ,Collaborators,Colaboradores,Collaborateurs,Collaboratori,共同制作者,공동 작업자,Colaboradores,Участники совместной работы,协作者,协作者,合夥人
Studio.GameSettings.General.ScriptCollabDesc,Enable collaborative editing for scripts., ,Enable collaborative editing for scripts.,Activar la edición colaborativa para los scripts.,Activer les modifications en collaboration pour les scripts.,Abilita la scrittura collaborativa degli script.,スクリプトの共同編集を有効化。,스크립트에 대한 공동 편집을 활성화합니다.,Permitir edição colaborativa para scripts.,Включить совместное редактирование скриптов,启用脚本协作编辑。,启用脚本协作编辑。,啟用指令碼的共同編輯功能。
Studio.GameSettings.Monetization.UnsavedDevProduct,(Not Saved), ,(Not Saved),(sin guardar),(Non sauvegardé),(Non salvato),(未保存),(저장되지 않음),(Não salvo), ,（未保存）,（未保存）,（未儲存）
Studio.GameSettings.General.ErrorDevSubMaxPrice,Must be less than {maxRobuxAmount:int}, ,Must be less than {maxRobuxAmount:int},Debe ser inferior a {maxRobuxAmount:int},Doit être moins de {maxRobuxAmount:int},Deve essere inferiore a {maxRobuxAmount:int},{maxRobuxAmount:int} 以下であることが必須です,{maxRobuxAmount:int} 이하여야 합니다.,Deve ser menos que {maxRobuxAmount:int},Значение не должно превышать {maxRobuxAmount:int},必须少于 {maxRobuxAmount:int},必须少于 {maxRobuxAmount:int},必須小於 {maxRobuxAmount:int}
Studio.GameSettings.Places.EditPlace,Edit Place, ,Edit Place,Editar lugar,Modifier emplacement,Modifica località,プレースを編集,플레이스 편집,Editar local, ,编辑场景,编辑场景,編輯地點
Studio.GameSettings.General.ErrorImageRequired,You must provide an image, ,You must provide an image,Debes proporcionar una imagen,Tu dois fournir une image,Devi fornire un'immagine,画像を提供しなければなりません,이미지를 제공해야 합니다,Você deve fornecer uma imagem,Требуется изображение,必须提供一个图像,必须提供一个图像,必須提供圖像
Studio.GameSettings.OptInLocations.ErrorEmailNotEqual,The emails you have entered do not match. Please try again., ,The emails you have entered do not match. Please try again.,Los correos electrónicos que introduciste no coinciden. Inténtalo de nuevo.,Les emails que tu as saisis ne correspondent pas. Réessayer.,Le e-mail inserite non corrispondono. Riprova.,入力したメールアドレスが一致しません。もう一度お試しください。,입력하신 이메일이 일치하지 않습니다. 다시 시도하세요.,Os e-mails fornecidos não conferem. Tente novamente., ,你输入的邮件地址不一致。请重试。,你输入的邮件地址不一致。请重试。,輸入的電子郵件地址不符，請重新嘗試。
Studio.GameSettings.General.ScaleSliderLabel,{number}%, ,{number}%,{number}%,{number} %,{number}%,{number}%,{number}%,{number}%,{number}%,{number}%,{number}%,{number}%
Studio.GameSettings.General.ScaleSliderUnits,%, ,%,%,%,%,%,%,%,%,%,%,%
Studio.GameSettings.General.PublishingHintLinkExplanation, is required for changing Avatar game settings, , is required for changing Avatar game settings, para cambiar la configuración del avatar en el juego, exigé pour changer les paramètres du jeu de l'avatar, è necessario per modificare le impostazioni di gioco dell'avatar, がアバターゲーム設定の変更には必要です,은(는) 아바타 게임 설정을 변경하는 데 필요합니다, é necessário para mudar as configurações do avatar no jogo,требуется для изменения игровых настроек аватара,是更改虚拟形象游戏设置所必需的,是更改虚拟形象游戏设置所必需的,才可變更虛擬人偶遊戲設定
Studio.GameSettings.General.DevSubsNewHeader,New Subscription, ,New Subscription,Nueva suscripción,Nouvel abonnement,Nuovo abbonamento,新規サブスクリプション,새 구독,Nova assinatura,Новая подписка разработчика,新订阅,新订阅,新訂閱
Studio.GameSettings.General.DevSubsDiscontinuedHeader,Discontinued Developer Subscription, ,Discontinued Developer Subscription,Suscripción del desarrollador suspendida,Interruption de l'abonnement développeur,Abbonamento sviluppatore sospeso,失効済み開発者サブスクリプション,중단된 개발자 구독,Assinatura de desenvolvedor suspensa,Не продленная подписка разработчика,取消的开发者订阅,取消的开发者订阅,已取消的開發者訂閱
Studio.GameSettings.General.DevSubsDeleteAction,Delete, ,Delete,Eliminar,Supprimer,Elimina,削除,삭제,Apagar,Удалить,删除,删除,刪除
Studio.GameSettings.General.DevSubsDeleteConfirm,Delete, ,Delete,Eliminar,Supprimer,Elimina,削除,삭제,Excluir, ,删除,删除,刪除
Studio.GameSettings.General.GameDescriptionWasModerated,Game description was moderated, ,Game description was moderated,Se moderó la descripción del juego,La description de l'expérience a été modérée,La descrizione del gioco è stata moderata,ゲームの概要が内容規制されました,게임 설명이 검열되었습니다,A descrição do jogo foi moderada, ,游戏描述被过滤,游戏描述被过滤,遊戲描述已審核
Studio.GameSettings.OptInLocations.EmailAddress,Email address, ,Email address,Correo electrónico,Adresse e-mail,Indirizzo e-mail,メールアドレス,이메일 주소,Endereço de e-mail, ,电子邮件地址,电子邮件地址,電子郵件地址
Studio.GameSettings.General.WorldPresetsClassic,Classic, ,Classic,Clásico,Classique,Classico,定番,클래식,Clássico,Классический,经典,经典,經典
Studio.GameSettings.Security.EnableThirdPartyTeleports,Allow Third Party Teleports, ,Allow Third Party Teleports,Permitir teletransporte de terceros,Autoriser les téléports de tiers,Consenti teletrasporti di terzi,サードパーティのテレポートを許可,제삼자 텔레포트 허용,Permitir teleportes de terceiros, ,允许第三方传送,允许第三方传送,允許第三方傳送
Studio.GameSettings.General.WorldPresetsRealistic,Realistic, ,Realistic,Realístico,Réaliste,Realistico,リアル,리얼,Realista,Реалистичный,现实,现实,真實
Studio.GameSettings.General.WorldPresetsClassicToolTip,"Classic Roblox, heavier gravity, higher jump", ,"Classic Roblox, heavier gravity, higher jump","Roblox clásico, más gravedad, salto más alto","Roblox classique, gravité plus forte, saut plus haut","Preset tipico di Roblox, gravità più elevata, salto più alto",定番のRoblox、高い重力、もっと高いジャンプ,"전형적 Roblox, 무거운 중력, 높은 점프","Roblox clássico, gravidade mais pesada, pulo mais alto","Классика Roblox, гравитация выше, прыжки выше",经典 Roblox，重力加倍，跳得更高,经典 Roblox，重力加倍，跳得更高,經典 Roblox，重力和跳躍力增加
Studio.GameSettings.General.PublishTheGameToRoblox,Publish the game to Roblox, ,Publish the game to Roblox,Publicar el juego en Roblox,Publier le jeu sur Roblox,Pubblica il gioco su Roblox,ゲームをRobloxで公開,Roblox에 게임 게시,Publicar o jogo na Roblox,Опубликовать игру в Roblox,将游戏发布到 Roblox,将游戏发布到 Roblox,將遊戲發布到 Roblox
Studio.GameSettings.General.WorldPresetsRealisticToolTip,"Real world gravity, athletic human", ,"Real world gravity, athletic human","Gravedad del mundo real, humano atlético","Gravité du monde réel, humain athlétique","Gravità del mondo reale, atleticità umana",現実世界の重力、アスレチックな人間,"실제 중력, 근육질 사람","Gravidade do mundo real, humano atlético","Реалистичная гравитация, человек спортивного телосложения",真实世界重力，运动员级别体能,真实世界重力，运动员级别体能,真實世界重力、健壯人物
Studio.GameSettings.General.JumpPower,Jump Power:, ,Jump Power:,Potencia del salto:,Force du saut :,Potenza salto:,ジャンプ力:,점프력:,Força do pulo:,Сила прыжка:,跳跃强度：,跳跃强度：,跳躍力：
Studio.GameSettings.General.JumpDistance,Max Jump Distance:, ,Max Jump Distance:,Distancia máxima del salto:,Distance de saut maximale :,Distanza massima di salto:,最大ジャンプ距離:,최대 점프 거리:,Distância máxima do pulo:,Макс. длина прыжка:,最大跳跃距离：,最大跳跃距离：,最大跳躍距離：
Studio.GameSettings.General.WalkSpeed,Walk Speed:, ,Walk Speed:,Velocidad de la caminata:,Vitesse de marche :,Velocità camminata:,歩行スピード:,걷기 속도:,Velocidade de caminhada:,Скорость ходьбы:,行走速度：,行走速度：,步行速度：
Studio.GameSettings.General.SlopeAngle,Max Slope Angle:, ,Max Slope Angle:,Ángulo máximo de la pendiente:,Angle de pente maximum :,Angolo di inclinazione massimo:,最大傾斜角度:,최대 경사각:,Ângulo máximo de ladeira:,Макс. угол уклона:,最大斜坡角度：,最大斜坡角度：,最大斜坡角度：
Studio.GameSettings.OptInLocations.ApprovedChina,Live in China., ,Live in China.,Disponible en China.,Live en Chine.,Disponibile in Cina.,中国に在住。,이미 중국에서 사용 중입니다.,Ativo na China., ,在中国使用。,在中国使用。,已在中國使用中。
Studio.GameSettings.General.UnitsMeters,({number} meters), ,({number} meters),({number} metros),({number} mètre),({number} metri),({number} メートル),({number}미터),({number} metros),({number} м),（{number} 米）,（{number} 米）,（{number} 公尺）
Studio.GameSettings.AccessPermissions.CollaboratorSearchbarDefaultText,Search by username, ,Search by username,Buscar por nombre de usuario,Recherche par nom d'utilisateur,Cerca per nome utente,ユーザーネームでサーチ,사용자 이름으로 검색,Buscar por nome de usuário,Искать по имени пользователя или названию группы,按用户名搜索,按用户名搜索,以使用者名稱搜尋
Studio.GameSettings.Permissions.CollaboratorSearchbarDefaultText,Search by username, ,Search by username,Buscar por nombre de usuario,Recherche par nom d'utilisateur,Cerca per nome utente,ユーザーネームでサーチ,사용자 이름으로 검색,Busca por usuário, ,按用户名搜索,按用户名搜索,以使用者名稱搜尋
Studio.GameSettings.General.UnitsMetersPerSecond,({number} meters/second), ,({number} meters/second),({number} metros/segundo),({number} mètre/seconde),({number} metri/secondo),({number} メートル/秒),({number}미터/초),({number} metros/segundo),({number} м/сек),（{number} 米/秒）,（{number} 米/秒）,（{number} 公尺每秒）
Studio.GameSettings.AccessPermissions.UsersCollaboratorType,Users, ,Users,Usuarios,Utilisateurs,Utenti,ユーザー,사용자,Usuários,Пользователи,用户,用户,使用者
Studio.GameSettings.Permissions.UsersCollaboratorType,Users, ,Users,Usuarios,Utilisateurs,Utenti,ユーザー,사용자,Usuários, ,用户,用户,使用者
Studio.GameSettings.AccessPermissions.GroupsCollaboratorType,Groups, ,Groups,Grupos,Groupes,Gruppi,グループ,그룹,Grupos,Группы,群组,群组,群組
Studio.GameSettings.Permissions.GroupsCollaboratorType,Groups, ,Groups,Grupos,Groupes,Gruppi,グループ,그룹,Grupos, ,群组,群组,群組
Studio.GameSettings.General.LearnMoreLink,Click here to learn more!, ,Click here to learn more!,Haz clic aquí para aprender más.,Cliquer ici pour en savoir plus !,Clicca qui per saperne di più!,詳しくは、こちらをクリック！,여기를 클릭해 더 자세히 알아보세요!,Clique aqui para saber mais!, ,点按此处了解更多！,点按此处了解更多！,點擊此處了解更多！
Studio.GameSettings.General.VoiceChatLink,Click here to learn more!, ,Click here to learn more!,Haz clic aquí para aprender más.,Clique ici pour en savoir plus !,Clicca qui per saperne di più!,詳しくは、こちらをクリック！,여기를 클릭해 더 자세히 알아보세요!,Clique aqui para saber mais!, ,点此了解更多！,点此了解更多！,點擊此處了解更多！
Studio.GameSettings.AccessPermissions.MyFriendsCollaborator,My Friends, ,My Friends,Mis amigos,Mes amis,I miei amici,自分の友達,내 친구,Meus amigos,Мои друзья,我的好友,我的好友,我的好友
Studio.GameSettings.Permissions.MyFriendsCollaborator,My Friends, ,My Friends,Mis amigos,Mes amis,I miei amici,自分の友達,내 친구,Meus amigos, ,我的好友,我的好友,我的好友
Studio.GameSettings.AccessPermissions.CollaboratorSearchbarTooManyText1,You cannot add more than {maxNumCollaborators:int} collaborators, ,You cannot add more than {maxNumCollaborators:int} collaborators,No puedes añadir más de {maxNumCollaborators:int} colaboradores,Tu ne peux pas ajouter plus de {maxNumCollaborators:int} collaborateurs,Non puoi aggiungere più di {maxNumCollaborators:int} collaboratori,共同制作者は {maxNumCollaborators:int} 人以上、追加できません,공동 작업자는 최대 {maxNumCollaborators:int}명까지만 추가할 수 있습니다.,Você não pode adicionar mais do que {maxNumCollaborators:int} colaboradores,Можно добавить не более {maxNumCollaborators:int} участников,无法添加 {maxNumCollaborators:int} 位以上的协作者,无法添加 {maxNumCollaborators:int} 位以上的协作者,無法增加超過 {maxNumCollaborators:int} 名合夥人
Studio.GameSettings.Permissions.CollaboratorSearchbarTooManyText1,You cannot add more than {maxNumCollaborators:int} collaborators, ,You cannot add more than {maxNumCollaborators:int} collaborators,No puedes añadir más de {maxNumCollaborators:int} colaboradores,Tu ne peux pas ajouter plus de {maxNumCollaborators:int} collaborateurs,Non puoi aggiungere più di {maxNumCollaborators:int} collaboratori,共同制作者は {maxNumCollaborators:int} 人以上、追加できません,공동 작업자는 최대 {maxNumCollaborators:int}명까지만 추가할 수 있습니다.,Você não pode adicionar mais do que {maxNumCollaborators:int} colaboradores, ,无法添加 {maxNumCollaborators:int} 位以上的协作者,无法添加 {maxNumCollaborators:int} 位以上的协作者,無法增加超過 {maxNumCollaborators:int} 名合夥人
Studio.GameSettings.AccessPermissions.TeamCreateWarning,"To add collaborators, turn on Team Create", ,"To add collaborators, turn on Team Create","Para añadir colaboradores, activa Creación en equipo","Pour ajouter des collaborateurs, mettre sur Créer équipe","Per aggiungere collaboratori, attiva Creazione di squadra",共同制作者を追加するには、チーム制作機能をオンにする,공동 작업자를 추가하려면 팀 제작을 활성화하세요,"Para adicionar colaboradores, habilite a criação em equipe",Для добавления включите совместную разработку,要添加协作者，请打开“组队创作”,要添加协作者，请打开“组队创作”,若要增加合夥人，請開啟團隊創作
Studio.GameSettings.Permissions.TeamCreateWarning,"To add collaborators, turn on Team Create", ,"To add collaborators, turn on Team Create","Para añadir colaboradores, activa Creación en equipo","Pour ajouter des collaborateurs, mettre sur Créer équipe","Per aggiungere collaboratori, attiva Creazione di squadra",共同制作者を追加するには、チーム制作機能をオンにする,공동 작업자를 추가하려면 팀 제작을 활성화하세요,"Para adicionar colaboradores, ative a Criação em equipe", ,要添加协作者，请打开“组队创作”,要添加协作者，请打开“组队创作”,若要增加合夥人，請開啟團隊創作
Studio.GameSettings.DraftGames.PublishRequiredToActivatePlayability, to activate Playability options, , to activate Playability options, para activar las opciones de Jugabilidad, pour activer les options de capacité de jouer, per attivare le opzioni di giocabilità, ことでプレイヤビリティオプションを有効化, 플레이 가능 옵션 활성화, para ativar opções de Jogabilidade,для активации параметров играемости, 以激活“游戏受众”选项, 以激活“游戏受众”选项,才可啟用權限選項
Studio.GameSettings.AccessPermissions.DEPRECATED_CollaboratorSearchbarDefaultText,Search by user or group name, ,Search by user or group name,Buscar por usuario o nombre de grupo,Rechercher par utilisateur ou nom de groupe,Cerca per nome utente o per nome del gruppo,ユーザーかグループ名でサーチ,사용자 또는 그룹 이름으로 검색,Pesquisar por nome de usuário ou nome de grupo, ,按用户或群组名称搜索,按用户或群组名称搜索,以使用者名稱或群組名稱搜尋
Studio.GameSettings.Permissions.DEPRECATED_CollaboratorSearchbarDefaultText,Search by user or group name, ,Search by user or group name,Buscar por usuario o nombre de grupo,Rechercher par utilisateur ou nom de groupe,Cerca per nome utente o per nome del gruppo,ユーザーかグループ名でサーチ,사용자 또는 그룹 이름으로 검색,Pesquisar por nome de usuário ou nome de grupo, ,按用户或群组名称搜索,按用户或群组名称搜索,以使用者名稱或群組名稱搜尋
Studio.GameSettings.AccessPermissions.DEPRECATED_PermissionsUpdateMessage, We've updated our permission system!, , We've updated our permission system!, Hemos actualizado nuestro sistema de permisos., Nous avons mis à jour notre système d'autorisations !, Abbiamo aggiornato il nostro sistema di autorizzazioni!, 権限システムをアップデートしました！, 권한 시스템을 업데이트했습니다!, Atualizamos nosso sistema de permissões!, , 我们对权限系统进行了更新！, 我们对权限系统进行了更新！,我們更新了權限系統！
Studio.GameSettings.AccessPermissions.PermissionsUpdateMessage, We've updated our permission system!, , We've updated our permission system!, Hemos actualizado nuestro sistema de permisos., Nous avons mis à jour le système de permission !, Abbiamo aggiornato il nostro sistema di autorizzazioni!, 権限システムをアップデートしました！,권한 시스템을 업데이트했습니다!, Atualizamos nosso sistema de permissões!, , 我们对权限系统进行了更新！, 我们对权限系统进行了更新！,我們更新了權限系統！
Studio.GameSettings.Permissions.DEPRECATED_PermissionsUpdateMessage, We've updated our permission system!, , We've updated our permission system!, Hemos actualizado nuestro sistema de permisos., Nous avons mis à jour notre système d'autorisations !, Abbiamo aggiornato il nostro sistema di autorizzazioni!, 権限システムをアップデートしました！, 권한 시스템을 업데이트했습니다!, Atualizamos nosso sistema de permissões!, , 我们对权限系统进行了更新！, 我们对权限系统进行了更新！,我們更新了權限系統！
Studio.GameSettings.Permissions.PermissionsUpdateMessage, We've updated our permission system!, , We've updated our permission system!, Hemos actualizado nuestro sistema de permisos., Nous avons mis à jour le système de permission !, Abbiamo aggiornato il nostro sistema di autorizzazioni!, 権限システムをアップデートしました！, 권한 시스템을 업데이트했습니다!, Atualizamos nosso sistema de permissões!, , 我们对权限系统进行了更新！, 我们对权限系统进行了更新！,我們更新了權限系統！
Studio.GameSettings.AccessPermissions.UpdateHyperlinkText, Learn more, , Learn more, Aprende más, En apprendre plus, Maggiori informazioni, もっと詳しく, 더 알아보기, Saiba mais, , 了解更多, 了解更多,了解更多
Studio.GameSettings.General.SourceLanguageTitle,Source Language, ,Source Language,Idioma de origen,Langue source,Lingua di origine,ソース言語,소스 언어,Idioma fonte, ,源语言,源语言,原始語言
Studio.GameSettings.General.AutoTextCaptureDesc,Automatically capture text from game UI while players play., ,Automatically capture text from game UI while players play.,Captura automáticamente el texto de la interfaz de usuario mientras los jugadores están jugando.,Capture automatique du texte dans l'interface utilisateur pendant que les joueurs sont en train de jouer.,Cattura automaticamente il testo dall'interfaccia di gioco mentre gli utenti giocano.,プレイヤーがプレイしている間、ゲームUIから自動的にテキスト抽出。,플레이어가 플레이하는 동안 게임 UI에서 텍스트를 자동으로 캡처합니다.,Captura texto automaticamente da interface de usuário enquanto os jogadores jogam., ,当玩家进行游戏时自动从游戏界面抓取文本。,当玩家进行游戏时自动从游戏界面抓取文本。,在玩家玩遊戲時自動從遊戲使用者介面擷取文字。
Studio.GameSettings.General.UseTranslatedContentDesc,Enable translated content in game., ,Enable translated content in game.,Activar contenido traducido en el juego.,Activer le contenu gratuit dans le jeu.,Abilita i contenuti tradotti nel gioco.,ゲーム内で翻訳済みコンテンツを有効化。,번역된 콘텐츠를 게임에서 활성화합니다.,Ativar conteúdo traduzido no jogo., ,在游戏中启用已翻译的内容。,在游戏中启用已翻译的内容。,在遊戲內啟用已翻譯內容。
Studio.GameSettings.General.AutoTranslationOnlyAvailableForEnMessage,Automatic translation is unavailable for current source language., ,Automatic translation is unavailable for current source language.,La traducción automática no está disponible para ese idioma de origen.,La traduction automatique n'est pas disponible pour la langue source en cours.,La traduzione automatica non è disponibile per la lingua di origine in uso.,自動翻訳は現在のソース言語には利用できません。,해당 소스 언어에는 자동 번역이 제공되지 않습니다.,A tradução automática não está disponível para o idioma-fonte atual., ,当前源语言无法使用自动翻译。,当前源语言无法使用自动翻译。,目前原始語言無法使用自動翻譯。
Studio.GameSettings.Monetization.TotalVIPServers,Total: {totalVipServers:int}, ,Total: {totalVipServers:int},Total: {totalVipServers:int},Total : {totalVipServers:int},Totale: {totalVipServers:int},合計: {totalVipServers:int},총계: {totalVipServers:int},Total: {totalVipServers:int}, ,服务器数：{totalVipServers:int},服务器数：{totalVipServers:int},伺服器數：{totalVipServers:int}
Studio.GameSettings.General.LocalizationSettingsNonLinkText, to further manage the cloud localization table for this game., , to further manage the cloud localization table for this game., para seguir gestionando la tabla de localización en la nube para este juego., pour gérer davantage le tableau de localization cloud pour ce jeu., per gestire la tabella di localizzazione del cloud di questo gioco., でこのゲームのクラウド多言語化テーブルをさらに管理する。, 이 게임의 클라우드 로컬라이제이션 테이블을 추가로 관리할 수 있습니다., para o gerenciamento avançado da tabela de localização na nuvem para este jogo., , 进一步管理此游戏的云本地化表格。, 进一步管理此游戏的云本地化表格。,才可進一步管理此遊戲的雲端在地化表格。
Studio.GameSettings.General.LocalizationSettingsPublishMessageNonLinkText, to activate Localization options., , to activate Localization options., para activar las opciones de localización., pour activer les options de localization., per attivare le opzioni di localizzazione., で多言語化オプションを有効化。, 그러면 로컬라이제이션 옵션을 활성화할 수 있습니다., para ativar as opções de localização., , 方可启用本地化选项。, 方可启用本地化选项。,才可啟用在地化選項。
Studio.GameSettings.General.CategoryPlaces,Places, ,Places,Lugares,Emplacements,Località,プレース,플레이스,Locais, ,场景,场景,地點
Studio.GameSettings.General.ButtonView,View, ,View,Ver,Visualiser,Visualizza,表示,보기,Ver, ,视图,视图,檢視
Studio.GameSettings.General.UnitsMeters1,({1} meters), ,({1} meters),({1} metros),({1} mètres),({1} metri),({1} メートル),({1}미터),({1} metros), ,（{1} 米）,（{1} 米）,（{1} 公尺）
Studio.GameSettings.Security.EnableThirdPartyPurchases,Allow Third Party Sales, ,Allow Third Party Sales,Permitir ventas de terceros,Autoriser les ventes aux tiers,Consenti vendite di terzi,サードパーティの販売を許可,제삼자 판매 허용,Permitir vendas de terceiros, ,允许第三方销售,允许第三方销售,允許第三方買賣
Studio.GameSettings.Places.PlaceName,Place Name, ,Place Name,Nombre del lugar,Nom de l'emplacement,Nome della località,プレース名,플레이스 이름,Nome do local, ,场景名称,场景名称,地點名稱
Studio.GameSettings.Places.MaxPlayers,Max Players, ,Max Players,Máx. de jugadores,Max Joueurs,Giocatori max,最大プレイヤー数,최대 플레이어 수,Máximo de jogadores, ,玩家数量上限,玩家数量上限,玩家人數上限
Studio.GameSettings.Places.MaxPlayersSubText,Maximum number of players allowed in a single instance of the game., ,Maximum number of players allowed in a single instance of the game.,Número máximo de jugadores que se permite en una instancia única de juego.,Nombre maximum de joueurs permis dans une seule instance de jeu.,Numero massimo di giocatori consentito in una singola istanza del gioco.,1つのゲームインスタンスで許可されている最大プレイヤー数。,하나의 게임 인스턴스에서 허용되는 최대 플레이어 수.,Número máximo de jogadores permitidos em uma única instância do jogo., ,游戏的每个实例中所允许的玩家数量上限。,游戏的每个实例中所允许的玩家数量上限。,每一個遊戲個體允許的玩家人數上限。
