Key,Context,Source,en-us
Studio.App.BetaFeatures.AICOTermsAndConditions,"terms and conditions for being able to use ai-assisted scripting","Roblox provides the Code Generator tool (the ""Tool"") as an option to [enhance and support your creativity in Studio]. TO USE THE TOOL, YOU MUST ACCEPT AND AGREE TO THE BELOW. IF YOU DO NOT AGREE, YOU MUST NOT USE THE TOOL.
As reminder, the Tool is part of the ""Services"" as defined in the Roblox Terms of Use (the ""Terms""). Accordingly, your use of the Services is subject to the Terms, including the Creator Terms and the Roblox Community Standards, and, among other things, you must (i) use the Tool in a lawful manner and in compliance with all applicable laws, (ii) not reverse engineer, disassemble, decompile, or otherwise attempt to derive or gain access to the Tool; and (iii) use the Tool in a manner that does not infringe or attempt to infringe, misappropriate or otherwise violate any rights of Roblox or any other person or entity.
Due to its nature, the Tool may generate incorrect, misleading, offensive, or other information that is not useful for your purposes and that may be the same, similar, or different among users. The Tool is not intended to provide factual information or advice. ACCORDINGLY, YOUR USE OF THE TOOL IS AT YOUR OWN RISK, AND THE TOOL IS PROVIDED ""AS IS"" AND WITHOUT CONDITION, WARRANTY, GUARANTEE OR REPRESENTATION OF ANY KIND, EXPRESS OR IMPLIED (INCLUDING WITHOUT LIMITATION, ANY WARRANTY OF MERCHANTABILITY, FITNESS FOR A PARTICULAR PURPOSE, TITLE, NON-INFRINGEMENT, OR ERROR-FREE OR UNINTERRUPTED USE OF THE SERVICE). ROBLOX MAKES NO WARRANTY ABOUT CONTENT OR INFORMATION ACCESSIBLE THROUGH OR FROM THE TOOL, AND EXPRESSSLY DISCLAIMS THAT ANY DATA, CONTENT OR INFORMATION RESULTING FROM OR RELATED TO YOUR USE OF THE TOOL IS ACCURATE OR CAN OR SHOULD BE RELIED UPON BY YOU FOR ANY PURPOSE.
The model is trained on no private developer data and uses only public marketplace assets.","Roblox provides the Code Generator tool (the ""Tool"") as an option to [enhance and support your creativity in Studio]. TO USE THE TOOL, YOU MUST ACCEPT AND AGREE TO THE BELOW. IF YOU DO NOT AGREE, YOU MUST NOT USE THE TOOL.
As reminder, the Tool is part of the ""Services"" as defined in the Roblox Terms of Use (the ""Terms""). Accordingly, your use of the Services is subject to the Terms, including the Creator Terms and the Roblox Community Standards, and, among other things, you must (i) use the Tool in a lawful manner and in compliance with all applicable laws, (ii) not reverse engineer, disassemble, decompile, or otherwise attempt to derive or gain access to the Tool; and (iii) use the Tool in a manner that does not infringe or attempt to infringe, misappropriate or otherwise violate any rights of Roblox or any other person or entity.
Due to its nature, the Tool may generate incorrect, misleading, offensive, or other information that is not useful for your purposes and that may be the same, similar, or different among users. The Tool is not intended to provide factual information or advice. ACCORDINGLY, YOUR USE OF THE TOOL IS AT YOUR OWN RISK, AND THE TOOL IS PROVIDED ""AS IS"" AND WITHOUT CONDITION, WARRANTY, GUARANTEE OR REPRESENTATION OF ANY KIND, EXPRESS OR IMPLIED (INCLUDING WITHOUT LIMITATION, ANY WARRANTY OF MERCHANTABILITY, FITNESS FOR A PARTICULAR PURPOSE, TITLE, NON-INFRINGEMENT, OR ERROR-FREE OR UNINTERRUPTED USE OF THE SERVICE). ROBLOX MAKES NO WARRANTY ABOUT CONTENT OR INFORMATION ACCESSIBLE THROUGH OR FROM THE TOOL, AND EXPRESSSLY DISCLAIMS THAT ANY DATA, CONTENT OR INFORMATION RESULTING FROM OR RELATED TO YOUR USE OF THE TOOL IS ACCURATE OR CAN OR SHOULD BE RELIED UPON BY YOU FOR ANY PURPOSE.
The model is trained on no private developer data and uses only public marketplace assets."
Studio.App.BetaFeatures.AICOTitle,,"AI-Powered Code Completion","AI-Powered Code Completion"
Studio.App.BetaFeatures.AcceleratedCollisionPipelineDescription,,"Enable Accelerated Collision Detection which improves collision performance for large assemblies.","Enable Accelerated Collision Detection which improves collision performance for large assemblies."
Studio.App.BetaFeatures.AcceleratedCollisionPipelineTitle,,"Accelerated Collision Pipeline","Accelerated Collision Pipeline"
Studio.App.BetaFeatures.AccessPermissionsDescription,,"Add any community, user, or role as a collaborator or tester for your game through Game Settings","Add any community, user, or role as a collaborator or tester for your game through Game Settings"
Studio.App.BetaFeatures.AccessPermissionsTitle,,"Game Access Permissions","Game Access Permissions"
Studio.App.BetaFeatures.AccessoryToolBetaDescription,,"Use Accessory Fitting Tool to edit caged clothing items as well as rigid accessories.","Use Accessory Fitting Tool to edit caged clothing items as well as rigid accessories."
Studio.App.BetaFeatures.AccessoryToolBetaTitle,,"Accessory Fitting Tool","Accessory Fitting Tool"
Studio.App.BetaFeatures.AcousticsSimulationApiDescription,,"Enables the physical simulation of the environment's audio acoustics, including elements like occlusion, diffraction, and reverberation.","Enables the physical simulation of the environment's audio acoustics, including elements like occlusion, diffraction, and reverberation."
Studio.App.BetaFeatures.AcousticsSimulationApiTitle,,"Acoustics Simulation","Acoustics Simulation"
Studio.App.BetaFeatures.AdaptiveTimesteppingDescription,,"Adaptively take larger timesteps for individual solver islands when possible.","Adaptively take larger timesteps for individual solver islands when possible."
Studio.App.BetaFeatures.AdaptiveTimesteppingTitle,,"Adaptive timestepping","Adaptive timestepping"
Studio.App.BetaFeatures.AerodynamicsDescription,,"This beta feature allows creators to incorporate aerodynamic forces on parts and their assemblies. Once enabled, creators will have access to the workspace enum 'FluidForces' allowing them to opt-into this new force model via toggling it to 'Experimental'. This feature also exposes the workspace property 'AirDensity', and the BasePart property 'EnableFluidForces' in the Studio UI.","This beta feature allows creators to incorporate aerodynamic forces on parts and their assemblies. Once enabled, creators will have access to the workspace enum 'FluidForces' allowing them to opt-into this new force model via toggling it to 'Experimental'. This feature also exposes the workspace property 'AirDensity', and the BasePart property 'EnableFluidForces' in the Studio UI."
Studio.App.BetaFeatures.AerodynamicsTitle,,"Aerodynamics","Aerodynamics"
Studio.App.BetaFeatures.AlignToolImprovementsDescription,,"Show the Align Tool in the “Model” tab, and enable UI improvements so all controls are usable at narrow widths.","Show the Align Tool in the “Model” tab, and enable UI improvements so all controls are usable at narrow widths."
Studio.App.BetaFeatures.AlignToolImprovementsTitle,,"Align Tool Improvements","Align Tool Improvements"
Studio.App.BetaFeatures.AnimationCompositorDescription,,"Enables the new Lua based Animation APIs and the frameworks surrounding them. With this new feature, you can now define richer composition of clip-based and procedural animations using the new Lua Animation Library, and use the new ""Compositor Debugger"" plugin. Opting into the beta will also upgrade the default Animate script with a refactored version that uses this new system and adds new default procedural behaviors.","Enables the new Lua based Animation APIs and the frameworks surrounding them. With this new feature, you can now define richer composition of clip-based and procedural animations using the new Lua Animation Library, and use the new ""Compositor Debugger"" plugin. Opting into the beta will also upgrade the default Animate script with a refactored version that uses this new system and adds new default procedural behaviors."
Studio.App.BetaFeatures.AnimationCompositorTitle,,"Animation Compositor","Animation Compositor"
Studio.App.BetaFeatures.AnimationEditorDescription,,"Enables the new Beta version of the Animation Editor.","Enables the new Beta version of the Animation Editor."
Studio.App.BetaFeatures.AnimationEditorTitle,,"Animation Editor Beta","Animation Editor Beta"
Studio.App.BetaFeatures.AssetImporterDescription,,"Enable the new smart, unified Avatar and Mesh Importer","Enable the new smart, unified Avatar and Mesh Importer"
Studio.App.BetaFeatures.AssetImporterTitle,,"New Mesh Importer","New Mesh Importer"
Studio.App.BetaFeatures.AssetManagerDescription,,"Manage your assets in a brand new widget, with new features. This replaces the Game Explorer.","Manage your assets in a brand new widget, with new features. This replaces the Game Explorer."
Studio.App.BetaFeatures.AssetManagerRevampedDescription,"Description for the Revamped Asset Manager beta.","Use the revamped Asset Manager to browse, search, and work with assets.","Use the revamped Asset Manager to browse, search, and work with assets."
Studio.App.BetaFeatures.AssetManagerRevampedTitle,"Title for the Revamped Asset Manager beta","Revamped Asset Manager","Revamped Asset Manager"
Studio.App.BetaFeatures.AssetManagerTitle,,"Asset Manager","Asset Manager"
Studio.App.BetaFeatures.AssetManageritle,,"Asset Manager","Asset Manager"
Studio.App.BetaFeatures.AssistantLabDescription,,"Preview next-generation Assistant features, including new UI and advanced AI models. Opt-in anytime and switch back to default Assistant features as needed.","Preview next-generation Assistant features, including new UI and advanced AI models. Opt-in anytime and switch back to default Assistant features as needed."
Studio.App.BetaFeatures.AssistantLabTitle,,"Assistant Lab","Assistant Lab"
Studio.App.BetaFeatures.AsyncPublishDescription,,"Keep working in Studio as we publish in the background","Keep working in Studio as we publish in the background"
Studio.App.BetaFeatures.AsyncPublishTitle,,"Async Publish Beta","Async Publish Beta"
Studio.App.BetaFeatures.AttributesUIDescription,,"Customize instances with your own data","Customize instances with your own data"
Studio.App.BetaFeatures.AttributesUITitle,,"Attributes Beta","Attributes Beta"
Studio.App.BetaFeatures.AudioVolumetricSoundsDescription,,"Enables Sound Instances that are children of Cylinder, Block, and Ball parts to emit audio from every point on the surface of the part, rather than only the center.","Enables Sound Instances that are children of Cylinder, Block, and Ball parts to emit audio from every point on the surface of the part, rather than only the center."
Studio.App.BetaFeatures.AudioVolumetricSoundsTitle,,"Volumetric Sounds","Volumetric Sounds"
Studio.App.BetaFeatures.AudioWiringApiDescription,,"Enables new instances for customizing, processing, and routing sounds or voices within the engine","Enables new instances for customizing, processing, and routing sounds or voices within the engine"
Studio.App.BetaFeatures.AudioWiringApiTitle,,"New Audio API","New Audio API"
Studio.App.BetaFeatures.AutoEnrollmentToggle,,"Enroll in Beta Channel","Enroll in Beta Channel"
Studio.App.BetaFeatures.AutoEnrollmentToggleLabel,,"Auto-Enable Upcoming Features","Auto-Enable Upcoming Features"
Studio.App.BetaFeatures.AutoEnrollmentToggleTooltip,,"New Beta Features Will Automatically Be Activated","New Beta Features Will Automatically Be Activated"
Studio.App.BetaFeatures.AutoReconnectDescription,,"Automatically reconnect to your Team Create place in Studio when coming back from disconnections or computer waking up from sleep.","Automatically reconnect to your Team Create place in Studio when coming back from disconnections or computer waking up from sleep."
Studio.App.BetaFeatures.AutoReconnectTitle,,"Reconnect automatically to Team Create","Reconnect automatically to Team Create"
Studio.App.BetaFeatures.AutoSetupDescription,,"Enables automated creation of avatars from single-mesh 3D models of humanoid-like bodies. Marketplace submission of auto-setup created avatars is enabled in this version.","Enables automated creation of avatars from single-mesh 3D models of humanoid-like bodies. Marketplace submission of auto-setup created avatars is enabled in this version."
Studio.App.BetaFeatures.AutoSetupTermsAndConditions,"Terms and conditions for being able to use Avatar Auto-Setup","Please view the Terms and Conditions at the link below:

https://en.help.roblox.com/hc/articles/20121392440212","Please view the Terms and Conditions at the link below:

https://en.help.roblox.com/hc/articles/20121392440212"
Studio.App.BetaFeatures.AutoSetupTitle,,"Avatar Auto-Setup Beta","Avatar Auto-Setup Beta"
Studio.App.BetaFeatures.AutoSkinTransferBetaDescription,,"Enables the auto-skinning property on the WrapDeformer’s WrapLayer instances which allows deformation of accessories based on the skinning information of the character it’s attached to.","Enables the auto-skinning property on the WrapDeformer’s WrapLayer instances which allows deformation of accessories based on the skinning information of the character it’s attached to."
Studio.App.BetaFeatures.AutoSkinTransferBetaTitle,,"Automatic Skinning Transfer","Automatic Skinning Transfer"
Studio.App.BetaFeatures.AutoUpdateDescription,,"Adds an option to automatically update a package when a newer package is available","Adds an option to automatically update a package when a newer package is available"
Studio.App.BetaFeatures.AutoUpdateTitle,,"Auto Update on Packages","Auto Update on Packages"
Studio.App.BetaFeatures.AutomaticSizeDescription,,"UI object property that automatically sizes objects based on their child content.","UI object property that automatically sizes objects based on their child content."
Studio.App.BetaFeatures.AutomaticSizeTitle,,"Automatic Size Beta","Automatic Size Beta"
Studio.App.BetaFeatures.AvatarJointUpgradeDescription,,"Adds ragdoll constraints into avatars. Also replaces Motor6Ds with AnimationConstraints, which play animations either kinematically or with physical simulation.","Adds ragdoll constraints into avatars. Also replaces Motor6Ds with AnimationConstraints, which play animations either kinematically or with physical simulation."
Studio.App.BetaFeatures.AvatarJointUpgradeTitle,,"Avatar Joint Upgrade","Avatar Joint Upgrade"
Studio.App.BetaFeatures.AvatarLoadingBetaDescription,,"Improves the ordering of events fired when avatars are loaded to be more consistent and easier for developers to use","Improves the ordering of events fired when avatars are loaded to be more consistent and easier for developers to use"
