Key,Context,Example,Source,en-us
Studio.ReflectionMetadata.ReflectionMetadata.InstanceFindFirstAncestorOfClass,,,Returns the first ancestor of this Instance with a ClassName equal to 'className'.  The function will return nil if no Instance is found.,Returns the first ancestor of this Instance with a ClassName equal to 'className'.  The function will return nil if no Instance is found.
Studio.ReflectionMetadata.ReflectionMetadata.InstanceFindFirstAncestorWhichIsA,,,Returns the first ancestor of this Instance that :IsA(className).  The function will return nil if no Instance is found.,Returns the first ancestor of this Instance that :IsA(className).  The function will return nil if no Instance is found.
Studio.ReflectionMetadata.ReflectionMetadata.InstanceFindFirstChild,,,Returns the first child of this Instance that matches the first argument 'name'.  The second argument 'recursive' is an optional boolean (defaults to false) that will force the call to traverse down thru all of this Instance's descendants until it finds an object with a name that matches the 'name' argument.  The function will return nil if no Instance is found.,Returns the first child of this Instance that matches the first argument 'name'.  The second argument 'recursive' is an optional boolean (defaults to false) that will force the call to traverse down thru all of this Instance's descendants until it finds an object with a name that matches the 'name' argument.  The function will return nil if no Instance is found.
Studio.ReflectionMetadata.ReflectionMetadata.InstanceFindFirstChildOfClass,,,Returns the first child of this Instance that with a ClassName equal to 'className'.  The function will return nil if no Instance is found.,Returns the first child of this Instance that with a ClassName equal to 'className'.  The function will return nil if no Instance is found.
Studio.ReflectionMetadata.ReflectionMetadata.InstanceFindFirstChildWhichIsA,,,Returns the first child of this Instance that :IsA(className).  The second argument 'recursive' is an optional boolean (defaults to false) that will force the call to traverse down thru all of this Instance's descendants until it finds an object with a name that matches the 'className' argument.  The function will return nil if no Instance is found.,Returns the first child of this Instance that :IsA(className).  The second argument 'recursive' is an optional boolean (defaults to false) that will force the call to traverse down thru all of this Instance's descendants until it finds an object with a name that matches the 'className' argument.  The function will return nil if no Instance is found.
Studio.ReflectionMetadata.ReflectionMetadata.InstanceGetChildren,,,Returns a read-only table of this Object's children,Returns a read-only table of this Object's children
Studio.ReflectionMetadata.ReflectionMetadata.InstanceGetDebugId,,,This function is for internal testing. Don't use in production code,This function is for internal testing. Don't use in production code
Studio.ReflectionMetadata.ReflectionMetadata.InstanceGetDescendants,,,"Returns an array containing all of the descendants of the instance. Returns in preorder traversal, or in other words, where the parents come before their children, depth first.","Returns an array containing all of the descendants of the instance. Returns in preorder traversal, or in other words, where the parents come before their children, depth first."
Studio.ReflectionMetadata.ReflectionMetadata.InstanceGetFullName,,,Returns a string that shows the path from the root node (DataModel) to this Instance.  This string does not include the root node (DataModel).,Returns a string that shows the path from the root node (DataModel) to this Instance.  This string does not include the root node (DataModel).
Studio.ReflectionMetadata.ReflectionMetadata.InstanceIsA,,,"Returns a boolean if this Instance is of type 'className' or a is a subclass of type 'className'.  If 'className' is not a valid class type in ROBLOX, this function will always return false.  <a href='http://wiki.roblox.com/index.php/IsA' target='_blank'>More info</a>","Returns a boolean if this Instance is of type 'className' or a is a subclass of type 'className'.  If 'className' is not a valid class type in ROBLOX, this function will always return false.  <a href='http://wiki.roblox.com/index.php/IsA' target='_blank'>More info</a>"
Studio.ReflectionMetadata.ReflectionMetadata.InstanceLCchildren,,,Use GetChildren() instead,Use GetChildren() instead
Studio.ReflectionMetadata.ReflectionMetadata.InstanceLCclone,,,Use Clone() instead,Use Clone() instead
Studio.ReflectionMetadata.ReflectionMetadata.InstanceLCfindFirstChild,,,Use FindFirstChild() instead,Use FindFirstChild() instead
Studio.ReflectionMetadata.ReflectionMetadata.InstanceLCgetChildren,,,Use GetChildren() instead,Use GetChildren() instead
Studio.ReflectionMetadata.ReflectionMetadata.InstanceLCisA,,,Use IsA() instead,Use IsA() instead
Studio.ReflectionMetadata.ReflectionMetadata.InstanceLCremove,,,Use Remove() instead,Use Remove() instead
Studio.ReflectionMetadata.ReflectionMetadata.InstanceParent,,,The Instance that is directly above this Instance in the tree.,The Instance that is directly above this Instance in the tree.
Studio.ReflectionMetadata.ReflectionMetadata.InstanceRemove,,,"Deprecated. Use ClearAllChildren() to get rid of all child objects, or Destroy() to invalidate this object and its descendants","Deprecated. Use ClearAllChildren() to get rid of all child objects, or Destroy() to invalidate this object and its descendants"
Studio.ReflectionMetadata.ReflectionMetadata.IntConstrainedValue,,,Stores an int value in it's Value member.  Value is clamped to be in range of Min and MaxValue. Useful to share int information across multiple scripts.,Stores an int value in it's Value member.  Value is clamped to be in range of Min and MaxValue. Useful to share int information across multiple scripts.
Studio.ReflectionMetadata.ReflectionMetadata.IntConstrainedValueMaxValue,,,"The maximum we allow this Value to be set.  If Value is set higher than this, it automatically gets adjusted to MaxValue","The maximum we allow this Value to be set.  If Value is set higher than this, it automatically gets adjusted to MaxValue"
Studio.ReflectionMetadata.ReflectionMetadata.IntConstrainedValueMinValue,,,"The minimum we allow this Value to be set.  If Value is set lower than this, it automatically gets adjusted to MinValue","The minimum we allow this Value to be set.  If Value is set lower than this, it automatically gets adjusted to MinValue"
Studio.ReflectionMetadata.ReflectionMetadata.IntValue,,,Stores a int value in it's Value member. Useful to share int information across multiple scripts.,Stores a int value in it's Value member. Useful to share int information across multiple scripts.
Studio.ReflectionMetadata.ReflectionMetadata.JointInstanceActive,,,"Read-only boolean, true if the joint is active in world. Rigid joints may be inactive if they are redundant or form cycles.","Read-only boolean, true if the joint is active in world. Rigid joints may be inactive if they are redundant or form cycles."
Studio.ReflectionMetadata.ReflectionMetadata.Keyframe,,,One keyframe of an animation,One keyframe of an animation
Studio.ReflectionMetadata.ReflectionMetadata.KeyframeMarker,,,Represents when an event should be fired in an animation,Represents when an event should be fired in an animation
Studio.ReflectionMetadata.ReflectionMetadata.LayerCollector,,,"The base class of ScreenGui, BillboardGui, and SurfaceGui.","The base class of ScreenGui, BillboardGui, and SurfaceGui."
Studio.ReflectionMetadata.ReflectionMetadata.Light,,,Parent of all light objects,Parent of all light objects
Studio.ReflectionMetadata.ReflectionMetadata.Lighting,,,Responsible for all lighting aspects of the world (affects how things are rendered).,Responsible for all lighting aspects of the world (affects how things are rendered).
Studio.ReflectionMetadata.ReflectionMetadata.LightingAmbient,,,The hue of the global lighting.  Changing this changes the color tint of all objects in the Workspace.,The hue of the global lighting.  Changing this changes the color tint of all objects in the Workspace.
Studio.ReflectionMetadata.ReflectionMetadata.LightingBrightness,,,"How much global light each Part in the Workspace receives. Standard range is 0 to 2 (0 being little light), but can be increased all the way to 10 (colors start to be appear very different at this value).","How much global light each Part in the Workspace receives. Standard range is 0 to 2 (0 being little light), but can be increased all the way to 10 (colors start to be appear very different at this value)."
Studio.ReflectionMetadata.ReflectionMetadata.LightingColorShift_Bottom,,,The hue of global lighting on the bottom surfaces of an object.,The hue of global lighting on the bottom surfaces of an object.
Studio.ReflectionMetadata.ReflectionMetadata.LightingColorShift_Top,,,The hue of global lighting on the top surfaces of an object.,The hue of global lighting on the top surfaces of an object.
Studio.ReflectionMetadata.ReflectionMetadata.LightingEnvironmentDiffuseScale,,,Sets scale [0-1] of Diffuse Environment Lighting to add to Ambient.,Sets scale [0-1] of Diffuse Environment Lighting to add to Ambient.
Studio.ReflectionMetadata.ReflectionMetadata.LightingEnvironmentSpecularScale,,,Sets scale [0-1] of Specular Environment Lighting to add to Ambient.,Sets scale [0-1] of Specular Environment Lighting to add to Ambient.
Studio.ReflectionMetadata.ReflectionMetadata.LightingExposureCompensation,,,Exposure compensation amount. Applies a bias to the exposure level prior to the tonemap step. +1 indicates twice as much exposure and -1 means half as much exposure.,Exposure compensation amount. Applies a bias to the exposure level prior to the tonemap step. +1 indicates twice as much exposure and -1 means half as much exposure.
Studio.ReflectionMetadata.ReflectionMetadata.LightingFogColor,,,"A Color3 value that changes the hue of the atmosphere, mixed with the sky color.","A Color3 value that changes the hue of the atmosphere, mixed with the sky color."
Studio.ReflectionMetadata.ReflectionMetadata.LightingFogEnd,,,The distance at which fog completely blocks your vision. This distance is relative to the camera position. Units are in studs,The distance at which fog completely blocks your vision. This distance is relative to the camera position. Units are in studs
Studio.ReflectionMetadata.ReflectionMetadata.LightingFogStart,,,The distance at which the fog gradient begins. This distance is relative to the camera position. Units are in studs.,The distance at which the fog gradient begins. This distance is relative to the camera position. Units are in studs.
Studio.ReflectionMetadata.ReflectionMetadata.LightingGeographicLatitude,,,The latitude position the level is placed at.  This affects sun position. <a href='http://wiki.roblox.com/index.php/GeographicLatitude' target='_blank'>More info</a>,The latitude position the level is placed at.  This affects sun position. <a href='http://wiki.roblox.com/index.php/GeographicLatitude' target='_blank'>More info</a>
Studio.ReflectionMetadata.ReflectionMetadata.LightingGetMinutesAfterMidnight,,,"The number of minutes that the current time is past midnight.  If currently at midnight, returns 0.  Will return decimal values if not at an exact minute.","The number of minutes that the current time is past midnight.  If currently at midnight, returns 0.  Will return decimal values if not at an exact minute."
Studio.ReflectionMetadata.ReflectionMetadata.LightingGetMoonDirection,,,"Returns the lookVector (Vector3) of the moon. If this lookVector was used in a CFrame, the Part would face the moon.","Returns the lookVector (Vector3) of the moon. If this lookVector was used in a CFrame, the Part would face the moon."
Studio.ReflectionMetadata.ReflectionMetadata.LightingGetMoonPhase,,,Currently always returns 0.75. MoonPhase cannot be edited.,Currently always returns 0.75. MoonPhase cannot be edited.
Studio.ReflectionMetadata.ReflectionMetadata.LightingGetSunDirection,,,"Returns the lookVector (Vector3) of the sun. If this lookVector was used in a CFrame, the Part would face the sun.","Returns the lookVector (Vector3) of the sun. If this lookVector was used in a CFrame, the Part would face the sun."
Studio.ReflectionMetadata.ReflectionMetadata.LightingGlobalShadows,,,Flag enabling shadows from sun and moon in the place,Flag enabling shadows from sun and moon in the place
Studio.ReflectionMetadata.ReflectionMetadata.LightingLightingChanged,,,"Fired whenever a property of Lighting is changed, or a skybox or atmosphere is added or removed. Skyboxes are of type 'Sky' these and 'Atmosphere' should be parented directly to lighting.","Fired whenever a property of Lighting is changed, or a skybox or atmosphere is added or removed. Skyboxes are of type 'Sky' these and 'Atmosphere' should be parented directly to lighting."
Studio.ReflectionMetadata.ReflectionMetadata.LightingOutdoorAmbient,,,"Effective ambient value for outdoors, effectively shadow color outdoors (requires GlobalShadows enabled)","Effective ambient value for outdoors, effectively shadow color outdoors (requires GlobalShadows enabled)"
Studio.ReflectionMetadata.ReflectionMetadata.LightingOutlines,,,Flag enabling or disabling outlines on parts and terrain,Flag enabling or disabling outlines on parts and terrain
Studio.ReflectionMetadata.ReflectionMetadata.LightingSetMinutesAfterMidnight,,,Sets the time to be a certain number of minutes after midnight.  This works with integer and decimal values.,Sets the time to be a certain number of minutes after midnight.  This works with integer and decimal values.
Studio.ReflectionMetadata.ReflectionMetadata.LightingShadowColor,,,"Color the shadows appear as. Shadows are drawn mostly for characters, but depending on the lighting will also show for Parts in the Workspace.  Rendering settings can also affect if shadows are drawn.","Color the shadows appear as. Shadows are drawn mostly for characters, but depending on the lighting will also show for Parts in the Workspace.  Rendering settings can also affect if shadows are drawn."
Studio.ReflectionMetadata.ReflectionMetadata.LightingShadowSoftness,,,This property controls how blurry the shadows are.,This property controls how blurry the shadows are.
Studio.ReflectionMetadata.ReflectionMetadata.LightingTimeOfDay,,,"A string that represent the current time of day. Time is in 24-hour clock format ""XX::YY:ZZ"", where X is hour, Y is minute, and Z is seconds.","A string that represent the current time of day. Time is in 24-hour clock format ""XX::YY:ZZ"", where X is hour, Y is minute, and Z is seconds."
Studio.ReflectionMetadata.ReflectionMetadata.LineHandleAdornment,,,The LineHandleAdornment is a line that can be adorned to a BasePart.,The LineHandleAdornment is a line that can be adorned to a BasePart.
Studio.ReflectionMetadata.ReflectionMetadata.LocalScript,,,"A script that runs on clients, NOT servers.  LocalScripts can only run when parented under one of the following:1) A player's Backpack.2) A player's Character model.3) A player's PlayerGui.4) A player's PlayerScripts.5) The ReplicatedFirst service.","A script that runs on clients, NOT servers.  LocalScripts can only run when parented under one of the following:1) A player's Backpack.2) A player's Character model.3) A player's PlayerGui.4) A player's PlayerScripts.5) The ReplicatedFirst service."
Studio.ReflectionMetadata.ReflectionMetadata.LocalizationServiceGetLocaleId,,,"Gets the system's LocaleId (Ex: ""en-US"").","Gets the system's LocaleId (Ex: ""en-US"")."
Studio.ReflectionMetadata.ReflectionMetadata.LocalizationServicePreferredLanguage,,,Gets the system's preferred language (A Language enum).,Gets the system's preferred language (A Language enum).
Studio.ReflectionMetadata.ReflectionMetadata.LocalizationTable,,,A database of strings used in the game and their translations.,A database of strings used in the game and their translations.
Studio.ReflectionMetadata.ReflectionMetadata.LuaSourceContainerCurrentEditor,,,The name of the player who is currently editing the script in Team Create.,The name of the player who is currently editing the script in Team Create.
Studio.ReflectionMetadata.ReflectionMetadata.MarketplaceServiceGetProductInfo,,,"Takes one argument ""assetId"" which should be a number of an asset on www.roblox.com.  Returns a table containing the product information (if this process fails, returns an empty table).","Takes one argument ""assetId"" which should be a number of an asset on www.roblox.com.  Returns a table containing the product information (if this process fails, returns an empty table)."
Studio.ReflectionMetadata.ReflectionMetadata.MarketplaceServicePlayerOwnsAsset,,,"Checks to see if 'Player' owns the product associated with 'assetId'. Returns true if the player owns it, false otherwise. This call will produce a warning if called on a guest player.","Checks to see if 'Player' owns the product associated with 'assetId'. Returns true if the player owns it, false otherwise. This call will produce a warning if called on a guest player."
Studio.ReflectionMetadata.ReflectionMetadata.MarketplaceServiceProcessReceipt,,,"Callback that is executed for pending Developer Product receipts.<p>If this function does not return Enum.ProductPurchaseDecision.PurchaseGranted, then you will not be granted the money for the purchase!</p><p>The callback will be invoked with a table, containing the following informational fields:</p><ul><li>PlayerId: int64 - the id of the player making the purchase.</li><li>PlaceIdWherePurchased: int64:  - the specific place where the purchase was made.</li><li>PurchaseId: string - a unique identifier for the purchase, should be used to prevent granting an item multiple times for one purchase.</li><li>ProductId: int64 - the id of the purchased product.</li><li>CurrencyType: CurrencyType - the type of currency used (Tix, Robux).</li><li>CurrencySpent: int - the amount of currency spent on the product for this purchase.</li></ul>","Callback that is executed for pending Developer Product receipts.<p>If this function does not return Enum.ProductPurchaseDecision.PurchaseGranted, then you will not be granted the money for the purchase!</p><p>The callback will be invoked with a table, containing the following informational fields:</p><ul><li>PlayerId: int64 - the id of the player making the purchase.</li><li>PlaceIdWherePurchased: int64:  - the specific place where the purchase was made.</li><li>PurchaseId: string - a unique identifier for the purchase, should be used to prevent granting an item multiple times for one purchase.</li><li>ProductId: int64 - the id of the purchased product.</li><li>CurrencyType: CurrencyType - the type of currency used (Tix, Robux).</li><li>CurrencySpent: int - the amount of currency spent on the product for this purchase.</li></ul>"
Studio.ReflectionMetadata.ReflectionMetadata.MarketplaceServicePromptPurchase,,,"Will prompt 'player' to purchase the item associated with 'assetId'.  'equipIfPurchased' is an optional argument that will give the item to the player immediately if they buy it (only applies to gear).  'currencyType' is also optional and will attempt to prompt the user with a specified currency if the product can be purchased with this currency, otherwise we use the default currency of the product.","Will prompt 'player' to purchase the item associated with 'assetId'.  'equipIfPurchased' is an optional argument that will give the item to the player immediately if they buy it (only applies to gear).  'currencyType' is also optional and will attempt to prompt the user with a specified currency if the product can be purchased with this currency, otherwise we use the default currency of the product."
Studio.ReflectionMetadata.ReflectionMetadata.MarketplaceServicePromptPurchaseFinished,,,"Fired when a 'player' dismisses a purchase dialog for 'assetId'.  If the player purchased the item 'isPurchased' will be true, otherwise it will be false. This call will produce a warning if called on a guest player.","Fired when a 'player' dismisses a purchase dialog for 'assetId'.  If the player purchased the item 'isPurchased' will be true, otherwise it will be false. This call will produce a warning if called on a guest player."
Studio.ReflectionMetadata.ReflectionMetadata.MeshPart,,,A MeshPart is a physically simulatable mesh,A MeshPart is a physically simulatable mesh
Studio.ReflectionMetadata.ReflectionMetadata.Model,,,"A construct used to group Parts and other objects together, also allows manipulation of multiple objects.","A construct used to group Parts and other objects together, also allows manipulation of multiple objects."
Studio.ReflectionMetadata.ReflectionMetadata.ModelBreakJoints,,,Breaks all surface joints contained within,Breaks all surface joints contained within
Studio.ReflectionMetadata.ReflectionMetadata.ModelGetModelCFrame,,,"Returns a CFrame that has position of the centroid of all Parts in the Model.  The rotation matrix is either the rotation matrix of the user-defined PrimaryPart, or if not specified then  a part in the Model chosen by the engine.","Returns a CFrame that has position of the centroid of all Parts in the Model.  The rotation matrix is either the rotation matrix of the user-defined PrimaryPart, or if not specified then  a part in the Model chosen by the engine."
Studio.ReflectionMetadata.ReflectionMetadata.ModelGetModelSize,,,Returns a Vector3 that is union of the extents of all Parts in the model.,Returns a Vector3 that is union of the extents of all Parts in the model.
Studio.ReflectionMetadata.ReflectionMetadata.ModelGetPrimaryPartCFrame,,,"Returns the cframe of the Model.PrimaryPart. If PrimaryPart is nil, then this function will throw an error.","Returns the cframe of the Model.PrimaryPart. If PrimaryPart is nil, then this function will throw an error."
Studio.ReflectionMetadata.ReflectionMetadata.ModelLCmakeJoints,,,Use MakeJoints() instead,Use MakeJoints() instead
Studio.ReflectionMetadata.ReflectionMetadata.ModelLCmove,,,Use MoveTo() instead,Use MoveTo() instead
Studio.ReflectionMetadata.ReflectionMetadata.ModelLevelOfDetail,,,Automatically generate impostor meshes to be rendered outside of streaming radius.,Automatically generate impostor meshes to be rendered outside of streaming radius.
Studio.ReflectionMetadata.ReflectionMetadata.ModelMakeJoints,,,"Creates the appropriate SurfaceJoints between all touching Parts contrained within the model. Technically, this function calls MakeJoints() on all Parts inside the model.","Creates the appropriate SurfaceJoints between all touching Parts contrained within the model. Technically, this function calls MakeJoints() on all Parts inside the model."
Studio.ReflectionMetadata.ReflectionMetadata.ModelMoveTo,,,"Moves the centroid of the Model to the specified location, respecting all relative distances between parts in the model.","Moves the centroid of the Model to the specified location, respecting all relative distances between parts in the model."
Studio.ReflectionMetadata.ReflectionMetadata.ModelPrimaryPart,,,A Part that serves as a reference for the Model's CFrame. Used in conjunction with GetModelPrimaryPartCFrame and SetModelPrimaryPartCFrame. Use this to rotate/translate all Parts relative to the PrimaryPart.,A Part that serves as a reference for the Model's CFrame. Used in conjunction with GetModelPrimaryPartCFrame and SetModelPrimaryPartCFrame. Use this to rotate/translate all Parts relative to the PrimaryPart.
Studio.ReflectionMetadata.ReflectionMetadata.ModelResetOrientationToIdentity,,,"Rotates all parts in the model to the orientation that was set using SetIdentityOrientation().  If this function has never been called, rotation is reset to GetModelCFrame()'s rotation.","Rotates all parts in the model to the orientation that was set using SetIdentityOrientation().  If this function has never been called, rotation is reset to GetModelCFrame()'s rotation."
Studio.ReflectionMetadata.ReflectionMetadata.ModelSetIdentityOrientation,,,Takes the current rotation matrix of the model and stores it as the model's identity matrix. The rotation is applied when ResetOrientationToIdentity() is called.,Takes the current rotation matrix of the model and stores it as the model's identity matrix. The rotation is applied when ResetOrientationToIdentity() is called.
Studio.ReflectionMetadata.ReflectionMetadata.ModelSetPrimaryPartCFrame,,,"Sets the cframe of the Model.PrimaryPart. If PrimaryPart is nil, then this function will throw an error. This also sets the cframe of all descendant Parts relative to the cframe change to PrimaryPart.","Sets the cframe of the Model.PrimaryPart. If PrimaryPart is nil, then this function will throw an error. This also sets the cframe of all descendant Parts relative to the cframe change to PrimaryPart."
Studio.ReflectionMetadata.ReflectionMetadata.ModelTranslateBy,,,"Similar to MoveTo(), except instead of moving to an explicit location, we use the model's current CFrame location and offset it.","Similar to MoveTo(), except instead of moving to an explicit location, we use the model's current CFrame location and offset it."
Studio.ReflectionMetadata.ReflectionMetadata.ModuleScript,,,A script fragment. Only runs when another script uses require() on it.,A script fragment. Only runs when another script uses require() on it.
Studio.ReflectionMetadata.ReflectionMetadata.Motor6D,,,The Motor6D object is used to make movable joints between two Parts.,The Motor6D object is used to make movable joints between two Parts.
Studio.ReflectionMetadata.ReflectionMetadata.Mouse,,,Used to receive input from the user. Actually tracks mouse events and keyboard events.,Used to receive input from the user. Actually tracks mouse events and keyboard events.
Studio.ReflectionMetadata.ReflectionMetadata.MouseButton1Down,,,"Fired when the first button (usually the left, but could be another) on the mouse is depressed.","Fired when the first button (usually the left, but could be another) on the mouse is depressed."
Studio.ReflectionMetadata.ReflectionMetadata.MouseButton1Up,,,"Fired when the first button (usually the left, but could be another) on the mouse is release.","Fired when the first button (usually the left, but could be another) on the mouse is release."
Studio.ReflectionMetadata.ReflectionMetadata.MouseButton2Down,,,This event is currently non-operational.,This event is currently non-operational.
Studio.ReflectionMetadata.ReflectionMetadata.MouseButton2Up,,,This event is currently non-operational.,This event is currently non-operational.
Studio.ReflectionMetadata.ReflectionMetadata.MouseHit,,,"The CoordinateFrame of where the Mouse ray is currently hitting a 3D object in the Workspace.  If the mouse is not over any 3D objects in the Workspace, this property is nil.","The CoordinateFrame of where the Mouse ray is currently hitting a 3D object in the Workspace.  If the mouse is not over any 3D objects in the Workspace, this property is nil."
Studio.ReflectionMetadata.ReflectionMetadata.MouseIcon,,,"The current Texture of the Mouse Icon. Stored as a string, for more information on how to format the string <a href='http://wiki.roblox.com/index.php/Content' target='_blank'>go here</a>","The current Texture of the Mouse Icon. Stored as a string, for more information on how to format the string <a href='http://wiki.roblox.com/index.php/Content' target='_blank'>go here</a>"
Studio.ReflectionMetadata.ReflectionMetadata.MouseIdle,,,"Fired constantly when the mouse is not firing any other event (i.e. the mouse isn't moving, nor any buttons being pressed or depressed).","Fired constantly when the mouse is not firing any other event (i.e. the mouse isn't moving, nor any buttons being pressed or depressed)."
Studio.ReflectionMetadata.ReflectionMetadata.MouseKeyDown,,,"Fired when a user presses a key on the keyboard. Argument is a string representation of the key.  If the key has no string representation (such as space), the string passed in is the keycode for that character. Keycodes are currently in ASCII.","Fired when a user presses a key on the keyboard. Argument is a string representation of the key.  If the key has no string representation (such as space), the string passed in is the keycode for that character. Keycodes are currently in ASCII."
Studio.ReflectionMetadata.ReflectionMetadata.MouseKeyUp,,,"Fired when a user releases a key on the keyboard. Argument is a string representation of the key.  If the key has no string representation (such as space), the string passed in is the keycode for that character. Keycodes are currently in ASCII.","Fired when a user releases a key on the keyboard. Argument is a string representation of the key.  If the key has no string representation (such as space), the string passed in is the keycode for that character. Keycodes are currently in ASCII."
Studio.ReflectionMetadata.ReflectionMetadata.MouseMove,,,Fired when the mouse X or Y member changes.,Fired when the mouse X or Y member changes.
Studio.ReflectionMetadata.ReflectionMetadata.MouseOrigin,,,The CoordinateFrame of where the Mouse is when the mouse is not clicking.  This CoordinateFrame will be very close to the Camera.CoordinateFrame.,The CoordinateFrame of where the Mouse is when the mouse is not clicking.  This CoordinateFrame will be very close to the Camera.CoordinateFrame.
Studio.ReflectionMetadata.ReflectionMetadata.MouseTarget,,,"The Part the mouse is currently over. If the mouse is not currently over any object (on the skybox, for example) this property is nil.","The Part the mouse is currently over. If the mouse is not currently over any object (on the skybox, for example) this property is nil."
Studio.ReflectionMetadata.ReflectionMetadata.MouseTargetFilter,,,"A Part or Model that the Mouse will ignore when trying to find the Target, TargetSurface and Hit.","A Part or Model that the Mouse will ignore when trying to find the Target, TargetSurface and Hit."
Studio.ReflectionMetadata.ReflectionMetadata.MouseTargetSurface,,,"The NormalId (Top, Left, Down, etc.) of the face of the part the Mouse is currently over.","The NormalId (Top, Left, Down, etc.) of the face of the part the Mouse is currently over."
Studio.ReflectionMetadata.ReflectionMetadata.MouseUnitRay,,,The Unit Ray from where the mouse is (Origin) to the current Mouse.Target.,The Unit Ray from where the mouse is (Origin) to the current Mouse.Target.
Studio.ReflectionMetadata.ReflectionMetadata.MouseViewSizeX,,,The viewport's (game window) width in pixels.,The viewport's (game window) width in pixels.
Studio.ReflectionMetadata.ReflectionMetadata.MouseViewSizeY,,,The viewport's (game window) height in pixels.,The viewport's (game window) height in pixels.
Studio.ReflectionMetadata.ReflectionMetadata.MouseWheelBackward,,,This event is currently non-operational.,This event is currently non-operational.
Studio.ReflectionMetadata.ReflectionMetadata.MouseWheelForward,,,This event is currently non-operational.,This event is currently non-operational.
Studio.ReflectionMetadata.ReflectionMetadata.MouseX,,,The absolute pixel position of the Mouse along the x-axis of the viewport (game window). Values start at 0 on the left hand side of the screen and increase to the right.,The absolute pixel position of the Mouse along the x-axis of the viewport (game window). Values start at 0 on the left hand side of the screen and increase to the right.
Studio.ReflectionMetadata.ReflectionMetadata.MouseY,,,The absolute pixel position of the Mouse along the y-axis of the viewport (game window). Values start at 0 on the top of the screen and increase to the bottom.,The absolute pixel position of the Mouse along the y-axis of the viewport (game window). Values start at 0 on the top of the screen and increase to the bottom.
Studio.ReflectionMetadata.ReflectionMetadata.NegateOperation,,,A NegateOperation can be used to create holes in other parts,A NegateOperation can be used to create holes in other parts
Studio.ReflectionMetadata.ReflectionMetadata.NegateOperationUsePartColor,,,Override the colors of the mesh with the part color.,Override the colors of the mesh with the part color.
Studio.ReflectionMetadata.ReflectionMetadata.NoCollisionConstraintEnabled,,,"If true Part0 and Part1 will not collide, if false the parts will collide.","If true Part0 and Part1 will not collide, if false the parts will collide."
Studio.ReflectionMetadata.ReflectionMetadata.OrderedDataStore,,,A type of DataStore where values must be positive integers. This makes OrderedDataStore suitable for leaderboard related scripting where you are required to order large amounts of data efficiently.,A type of DataStore where values must be positive integers. This makes OrderedDataStore suitable for leaderboard related scripting where you are required to order large amounts of data efficiently.
Studio.ReflectionMetadata.ReflectionMetadata.OrderedDataStoreGetSortedAsync,,,"Returns a DataStorePages object. The length of each page is determined by pageSize, and the order is determined by isAscending. minValue and maxValue are optional parameters which will filter the result.","Returns a DataStorePages object. The length of each page is determined by pageSize, and the order is determined by isAscending. minValue and maxValue are optional parameters which will filter the result."
Studio.ReflectionMetadata.ReflectionMetadata.PVInstanceCoordinateFrame,,,Deprecated. Use CFrame instead,Deprecated. Use CFrame instead
Studio.ReflectionMetadata.ReflectionMetadata.PackageLinkStatus,,,Current status of the Package,Current status of the Package
Studio.ReflectionMetadata.ReflectionMetadata.ParallelRampPart,,,A ParallelRamp Part,A ParallelRamp Part
Studio.ReflectionMetadata.ReflectionMetadata.Part,,,A plastic building block - the fundamental component of ROBLOX,A plastic building block - the fundamental component of ROBLOX
Studio.ReflectionMetadata.ReflectionMetadata.PartPairLasso,,,A visual line drawn representation between two parts.,A visual line drawn representation between two parts.
Studio.ReflectionMetadata.ReflectionMetadata.ParticleEmitter,,,A generic particle system.,A generic particle system.
Studio.ReflectionMetadata.ReflectionMetadata.ParticleEmitterLightInfluence,,,"Specifies the amount of influence lighting has on the particle emmitter. A value of 0 is unlit, 1 is fully lit. Fractional values blend from unlit to lit.","Specifies the amount of influence lighting has on the particle emmitter. A value of 0 is unlit, 1 is fully lit. Fractional values blend from unlit to lit."
Studio.ReflectionMetadata.ReflectionMetadata.PitchShiftSoundEffect,,,A Pitch Shifting audio effect that can be applied to a Sound or SoundGroup.,A Pitch Shifting audio effect that can be applied to a Sound or SoundGroup.
Studio.ReflectionMetadata.ReflectionMetadata.Platform,,,"Equivalent to a seat, except that the character stands up rather than sits down.","Equivalent to a seat, except that the character stands up rather than sits down."
Studio.ReflectionMetadata.ReflectionMetadata.PlayerCameraMode,,,An enum that describes how a Player's camera is allowed to behave. <a href='http://wiki.roblox.com/index.php/CameraMode' target='_blank'>More info</a>.,An enum that describes how a Player's camera is allowed to behave. <a href='http://wiki.roblox.com/index.php/CameraMode' target='_blank'>More info</a>.
Studio.ReflectionMetadata.ReflectionMetadata.PlayerDataReady,,,"Read-only. If true, this Player's persistent data can be loaded, false otherwise. <a href='http://wiki.roblox.com/index.php/ROBLOX_Scripting_How_To:_Data_Persistence' target='_blank'>Info on Data Persistence</a>.","Read-only. If true, this Player's persistent data can be loaded, false otherwise. <a href='http://wiki.roblox.com/index.php/ROBLOX_Scripting_How_To:_Data_Persistence' target='_blank'>Info on Data Persistence</a>."
Studio.ReflectionMetadata.ReflectionMetadata.PlayerGui,,,A container instance that syncs data between a single player and the server.  ScreenGui objects that are placed in this container will be shown to the Player parent only,A container instance that syncs data between a single player and the server.  ScreenGui objects that are placed in this container will be shown to the Player parent only
