Studio.App.PropertyItems.ThisPropertyHasBeenOverridden,"Tooltip that displays if a certain Instance's property is being overridden by another Instance(s), but when Studio is unaware of what the other Instance(s) is/are.",This property has been overridden,This property has been overridden
Studio.App.PropertyItems.UnableToLoadTerrainIcon1,Error message that appears in the Studio output window if Studio cannot locate a terrian icon. The argument is the supposed path to said icon.,Unable to load terrain icon %1,Unable to load terrain icon %1
Studio.App.PropertyItems.UnableToPublishMeshPart1,Error message that displays in the output widget when the Studio backend rejects an uploaded MeshPart. The parameter is the reason for the rejection.,Unable to publish MeshPart: %1,Unable to publish MeshPart: %1
Studio.App.PropertyItems.UnsupportedFiletype,One of the issues that could be encountered when uploading a texture.,Unsupported filetype,Unsupported filetype
Studio.App.PropertyItems.UpdatingMesh,Message which displays in the bottom left of the screen when a MeshPart's mesh is being updated,Updating mesh...,Updating mesh...
Studio.App.PropertyItems.YouMustLogInToCreateMeshes,Body of error message shown to users to try to import meshes while not logged in.,You must log in to create meshes.,You must log in to create meshes.
Studio.App.PropertyTooltip.AutoClosingBrackets,,Automatically insert a closing bracket following an opening bracket.,Automatically insert a closing bracket following an opening bracket.
Studio.App.PropertyTooltip.AutoClosingQuotes,,Automatically insert a closing quotation following an opening quotation.,Automatically insert a closing quotation following an opening quotation.
Studio.App.PropertyTooltip.AutoIndentRule,,Off: No automatic indentation. Relative: Auto-indent relative to the current line. Absolute: Auto-indent globally.,Off: No automatic indentation. Relative: Auto-indent relative to the current line. Absolute: Auto-indent globally.
Studio.App.PropertyTooltip.EnableAutocomplete,,Enable code suggestions to show up while typing.,Enable code suggestions to show up while typing.
Studio.App.PropertyTooltip.Font,,"Change the text font family, typeface, and size.","Change the text font family, typeface, and size."
Studio.App.PropertyTooltip.FormatOnPaste,,Automatically format the code after pasting.,Automatically format the code after pasting.
Studio.App.PropertyTooltip.FormatOnType,,Automatically format the code after typing.,Automatically format the code after typing.
Studio.App.PropertyTooltip.IndentUsingSpaces,,Prefer indent with spaces over tabs. This will affect Auto Indent and pressing Tab behavior.,Prefer indent with spaces over tabs. This will affect Auto Indent and pressing Tab behavior.
Studio.App.PropertyTooltip.Rulers,,Vertical lines drawn at the specified column numbers. These can be used as a guide to code length limits.,Vertical lines drawn at the specified column numbers. These can be used as a guide to code length limits.
Studio.App.PropertyTooltip.ShowWhitespace,,Visibly display spaces and tabs.,Visibly display spaces and tabs.
Studio.App.PropertyTooltip.SkipClosingBracketsAndQuotes,,Skip over a closing bracket/quote instead of inserting another.,Skip over a closing bracket/quote instead of inserting another.
Studio.App.PropertyTooltip.TabWidth,,"The width of a tab, measured in number of spaces. Value can only be between 1 and 8.","The width of a tab, measured in number of spaces. Value can only be between 1 and 8."
Studio.App.PropertyTooltip.TextWrapping,,Wrap the line of text below when the line character limit has been reached.,Wrap the line of text below when the line character limit has been reached.
Studio.App.QDebuggerClient.Breakpoint,,Breakpoint,Breakpoint
Studio.App.QDebuggerClient.BreakpointLocationFmt2,,"Location: %1, line %2","Location: %1, line %2"
Studio.App.QDebuggerClient.ConditionText,,Condition,Condition
Studio.App.QDebuggerClient.EnableBreakpoint,,Enable Breakpoint,Enable Breakpoint
Studio.App.QDebuggerClient.InvalidBreakpointMessage,,The breakpoint will not currently be hit.,The breakpoint will not currently be hit.
Studio.App.QDebuggerClient.InvalidText,,Invalid,Invalid
Studio.App.QDebuggerClient.WatchExpression,,Watch Expression:,Watch Expression:
Studio.App.QDebuggerClient.WatchWindowTitle,,Watch,Watch
Studio.App.QtUtilities.DisabledDuringTesting,,Disabled during testing,Disabled during testing
Studio.App.QtUtilities.DontAskMeAgain,,Don't ask me again,Don't ask me again
Studio.App.QuickOpenDialog.Actions,,Actions,Actions
Studio.App.QuickOpenDialog.Instance,,Instance,Instance
Studio.App.QuickOpenDialog.MatchCase,,Match Case,Match Case
Studio.App.QuickOpenDialog.MoreSettings,,More Settings,More Settings
Studio.App.QuickOpenDialog.Recent,,Recent,Recent
Studio.App.QuickOpenDialog.RegularExpr,,Regular Expression,Regular Expression
Studio.App.QuickOpenDialog.ScriptOnly,,Script Only,Script Only
Studio.App.QuickOpenDialog.SearchScriptContent,,Search Script Content,Search Script Content
Studio.App.QuickOpenDialog.ShowMore,,Show More,Show More
Studio.App.QuickOpenDialog.SpaceAsWildcard,,Space as Wildcard,Space as Wildcard
Studio.App.RBXMainWindow.15StudGrid,,1/5 Stud Grid,1/5 Stud Grid
Studio.App.RBXMainWindow.3DGrid,,3D Grid,3D Grid
Studio.App.RBXMainWindow.AboutRobloxStudio,,About Roblox Studio,About Roblox Studio
Studio.App.RBXMainWindow.ActiveInstancesInOutputWindow,,Displays Roblox Studio Active Instances in Output Window,Displays Roblox Studio Active Instances in Output Window
Studio.App.RBXMainWindow.AddNewlineAbove,,Insert Newline Above,Insert Newline Above
Studio.App.RBXMainWindow.AddNewlineAboveToolTip,,Insert a newline above the current line,Insert a newline above the current line
Studio.App.RBXMainWindow.AddNewlineBelow,,Insert Newline Below,Insert Newline Below
Studio.App.RBXMainWindow.AddNewlineBelowToolTip,,Insert a newline below the current line,Insert a newline below the current line
Studio.App.RBXMainWindow.AddRemoveAndModifyTerrain,,"Add, remove, and modify terrain","Add, remove, and modify terrain"
Studio.App.RBXMainWindow.AddUIElements,,Add UI elements,Add UI elements
Studio.App.RBXMainWindow.AddWatch,,Add Watch,Add Watch
Studio.App.RBXMainWindow.Anchor,,Anchor,Anchor
Studio.App.RBXMainWindow.AnchorObjects,,Anchor objects,Anchor objects
Studio.App.RBXMainWindow.AnchorPreventMoving,,Anchor - prevent moving,Anchor - prevent moving
Studio.App.RBXMainWindow.ApplyEdits,,Apply Edits,Apply Edits
Studio.App.RBXMainWindow.ArrowTool,,Arrow Tool,Arrow Tool
Studio.App.RBXMainWindow.AssetManager,,Asset Manager,Asset Manager
Studio.App.RBXMainWindow.AxisWidget,,Axis Widget,Axis Widget
Studio.App.RBXMainWindow.BasicObjects,,Basic Objects,Basic Objects
Studio.App.RBXMainWindow.BreakAllExceptionsDebugger,,Break all exceptions into debugger,Break all exceptions into debugger
Studio.App.RBXMainWindow.BulkImport,,Bulk Import,Bulk Import
Studio.App.RBXMainWindow.CalibratePhysicalSizeScaling,,Calibrate Physical Size scaling for your screen,Calibrate Physical Size scaling for your screen
Studio.App.RBXMainWindow.CalibrateScalingElps,,Calibrate scaling...,Calibrate scaling...
Studio.App.RBXMainWindow.CantSaveAndReloadLua,,The original plugin was a .lua file.  The plugin in its current form cannot be saved out as a single lua file.,The original plugin was a .lua file.  The plugin in its current form cannot be saved out as a single lua file.
Studio.App.RBXMainWindow.CantSaveAndReloadLuaTitle,,Cannot Save And Reload,Cannot Save And Reload
Studio.App.RBXMainWindow.CantSaveEmptyPlugin,,The plugin you are trying to save would have no contents.  You cannot save an empty plugin.,The plugin you are trying to save would have no contents.  You cannot save an empty plugin.
Studio.App.RBXMainWindow.CantSaveEmptyPluginTitle,,Cannot Save Empty Plugin,Cannot Save Empty Plugin
Studio.App.RBXMainWindow.CheckNetworkAndUserAuthentication,,"Feature not available in offline mode.
Please check internet connection and restart Roblox.","Feature not available in offline mode.
Please check internet connection and restart Roblox."
Studio.App.RBXMainWindow.CleansUpClientsAndServers,,Cleans up all clients and servers,Cleans up all clients and servers
Studio.App.RBXMainWindow.ClearOutputWindow,,Clear Output Window,Clear Output Window
Studio.App.RBXMainWindow.ClearSelection,,Clear selection,Clear selection
Studio.App.RBXMainWindow.ClearStats,,Clear Stats,Clear Stats
Studio.App.RBXMainWindow.ClearTheCurrentSelection,,Clear the current selection,Clear the current selection
Studio.App.RBXMainWindow.CloseAllScripts,,Close All Scripts,Close All Scripts
Studio.App.RBXMainWindow.CloseInstanceDefaultEditorTooltip,,Close the window.,Close the window.
Studio.App.RBXMainWindow.CollapseAll,,Collapse All,Collapse All
Studio.App.RBXMainWindow.CollapseAllDiffResults,,Collapse all diff results,Collapse all diff results
Studio.App.RBXMainWindow.CollapseAllFolds,,Collapse All Folds,Collapse All Folds
Studio.App.RBXMainWindow.CollapsesAllFolds,,Collapses all folds,Collapses all folds
Studio.App.RBXMainWindow.CollisionCheck,,Collision Check,Collision Check
Studio.App.RBXMainWindow.Command,,Command,Command
Studio.App.RBXMainWindow.CommandBar,,Command Bar,Command Bar
Studio.App.RBXMainWindow.ConditionElps,,Condition...,Condition...
Studio.App.RBXMainWindow.ConnectorsOnSurface,,Connectors on Surface,Connectors on Surface
Studio.App.RBXMainWindow.ConstraintCheck,,Constraint Check,Constraint Check
Studio.App.RBXMainWindow.ConvertToPackageElps,,Convert to Package...,Convert to Package...
Studio.App.RBXMainWindow.CopyTheSelectionAndPutItOn,,Copy the selection and put it on the Clipboard,Copy the selection and put it on the Clipboard
Studio.App.RBXMainWindow.CreateANewDocument,,Create a new document,Create a new document
Studio.App.RBXMainWindow.CreateLocalPluginFromScriptElps,,Create a local plugin from this script...,Create a local plugin from this script...
Studio.App.RBXMainWindow.CreatePluginFromScript,,Create a local plugin from this script,Create a local plugin from this script
Studio.App.RBXMainWindow.CustomizeElps,,Customize...,Customize...
Studio.App.RBXMainWindow.CustomizeQuickAccess,,Customize Quick Access,Customize Quick Access
Studio.App.RBXMainWindow.CustomizeShortcutsElps,,Customize Shortcuts...,Customize Shortcuts...
Studio.App.RBXMainWindow.CutSelectionToClipboard,,Cut the selection and put it on the Clipboard,Cut the selection and put it on the Clipboard
Studio.App.RBXMainWindow.Debugger,,Debugger,Debugger
Studio.App.RBXMainWindow.DeleteBreakpoint,,Delete Breakpoint,Delete Breakpoint
Studio.App.RBXMainWindow.DeleteContextDependentBreakpoint,,Delete Contextual Breakpoint,Delete Contextual Breakpoint
Studio.App.RBXMainWindow.DeleteToStartOfLine,,Delete to start of line,Delete to start of line
Studio.App.RBXMainWindow.DeleteToStartOfLineToolTip,,Delete to the start of the current line,Delete to the start of the current line
Studio.App.RBXMainWindow.DiffNext,,Diff Next,Diff Next
Studio.App.RBXMainWindow.DiffPrevious,,Diff Previous,Diff Previous
Studio.App.RBXMainWindow.DisableBreakpoint,,Disable Breakpoint,Disable Breakpoint
Studio.App.RBXMainWindow.DisablesRotateSnapping,,Disables the rotate grid snapping,Disables the rotate grid snapping
Studio.App.RBXMainWindow.DisablesTheDragGridSnapping,,Disables the drag grid snapping,Disables the drag grid snapping
Studio.App.RBXMainWindow.DownloadACopyElps,,Download a Copy...,Download a Copy...
Studio.App.RBXMainWindow.DownloadActiveDocument,,Download a copy of the active document,Download a copy of the active document
Studio.App.RBXMainWindow.Drafts,,Drafts,Drafts
Studio.App.RBXMainWindow.Drag,,Drag,Drag
Studio.App.RBXMainWindow.DraggerModeGeometric,,Geometric,Geometric
Studio.App.RBXMainWindow.DraggerModeLabel,,Mode:,Mode:
Studio.App.RBXMainWindow.DraggerModePhysical,,Physical,Physical
Studio.App.RBXMainWindow.Dropper,,Dropper,Dropper
Studio.App.RBXMainWindow.Dummy,,dummy,dummy
Studio.App.RBXMainWindow.Duplicate,,Duplicate,Duplicate
Studio.App.RBXMainWindow.DuplicatesCurrentSelection,,Duplicates current selection,Duplicates current selection
Studio.App.RBXMainWindow.EditBreakpointCondition,,Edit Breakpoint Condition,Edit Breakpoint Condition
Studio.App.RBXMainWindow.Editor,,Editor,Editor
Studio.App.RBXMainWindow.EmulateAMobileDevice,,Emulate a mobile device ,Emulate a mobile device 
Studio.App.RBXMainWindow.EmulateDevice,,Emulate Device,Emulate Device
Studio.App.RBXMainWindow.EnableDisableAllBreakpoints,,Enable/Disable All Breakpoints,Enable/Disable All Breakpoints
Studio.App.RBXMainWindow.EnableDisableUninstallPlugins,,"Enable, Disable, and Uninstall Plugins","Enable, Disable, and Uninstall Plugins"
Studio.App.RBXMainWindow.EnabledFullScreenMode,,Enabled Full Screen mode,Enabled Full Screen mode
Studio.App.RBXMainWindow.EraseTheSelection,,Erase the selection,Erase the selection
Studio.App.RBXMainWindow.Escape,,Escape,Escape
Studio.App.RBXMainWindow.ExceptionsInDebugger,,Break unhandled exceptions into debugger,Break unhandled exceptions into debugger
Studio.App.RBXMainWindow.ExecuteScript,,Execute Script,Execute Script
Studio.App.RBXMainWindow.ExecuteScriptElps,,Execute Script...,Execute Script...
Studio.App.RBXMainWindow.ExpandAll,,Expand All,Expand All
Studio.App.RBXMainWindow.ExpandAllDiffResults,,Expand all diff results,Expand all diff results
Studio.App.RBXMainWindow.ExpandAllFolds,,Expand All Folds,Expand All Folds
Studio.App.RBXMainWindow.ExpandsAllFolds,,Expands all folds,Expands all folds
Studio.App.RBXMainWindow.Explorer,,Explorer,Explorer
Studio.App.RBXMainWindow.ExplorerFilter,,Explorer Filter,Explorer Filter
Studio.App.RBXMainWindow.ExportAsObj,,Export as Obj,Export as Obj
Studio.App.RBXMainWindow.ExportSelection,,Export Selection,Export Selection
Studio.App.RBXMainWindow.ExportSelectionElps,,Export Selection...,Export Selection...
Studio.App.RBXMainWindow.FilterScriptFunctions,,Filter script functions,Filter script functions
Studio.App.RBXMainWindow.FindElps,,Find...,Find...
Studio.App.RBXMainWindow.FindNext,,Find Next,Find Next
Studio.App.RBXMainWindow.FindPrevious,,Find Previous,Find Previous
Studio.App.RBXMainWindow.FindPreviousItem,,Find previous item,Find previous item
Studio.App.RBXMainWindow.FindResults,,Find Results,Find Results
Studio.App.RBXMainWindow.FindResultsWindow,,Find results window,Find results window
Studio.App.RBXMainWindow.Format,,Format,Format
Studio.App.RBXMainWindow.FormatDocument,,Format Document,Format Document
Studio.App.RBXMainWindow.FormatDocumentElps,,Format Document...,Format Document...
Studio.App.RBXMainWindow.FormatSelectedRangeOfDocument,,Format selected range of document,Format selected range of document
Studio.App.RBXMainWindow.FormatSelection,,Format Selection,Format Selection
Studio.App.RBXMainWindow.FormatWholeDocument,,Format whole document,Format whole document
Studio.App.RBXMainWindow.FullScreen,,Full Screen,Full Screen
Studio.App.RBXMainWindow.Game,,Game,Game
Studio.App.RBXMainWindow.GameExplorer,,Game Explorer,Game Explorer
Studio.App.RBXMainWindow.GameSettings,,Game Settings...,Game Settings...
Studio.App.RBXMainWindow.GetLatestForSelectedPackages,,Get Latest For Selected Packages,Get Latest For Selected Packages
Studio.App.RBXMainWindow.GetLatestPackage,,Get Latest Package,Get Latest Package
Studio.App.RBXMainWindow.GlueSurface,,Glue Surface,Glue Surface
Studio.App.RBXMainWindow.GoToDeclaration,,Go to declaration,Go to declaration
Studio.App.RBXMainWindow.GoToLine,,Go to line,Go to line
Studio.App.RBXMainWindow.GoToLineElps,,Go to line...,Go to line...
Studio.App.RBXMainWindow.GoToNextDiffHunk,,Go to next diff hunk,Go to next diff hunk
Studio.App.RBXMainWindow.GoToNextScriptLocation,,Go to next script location,Go to next script location
Studio.App.RBXMainWindow.GoToPreviousDiffHunk,,Go to previous diff hunk,Go to previous diff hunk
Studio.App.RBXMainWindow.GoToPreviousScriptLocation,,Go to previous script location,Go to previous script location
Studio.App.RBXMainWindow.GoToScriptError,,Go to Script Error,Go to Script Error
Studio.App.RBXMainWindow.GridMaterial,,Grid Material,Grid Material
Studio.App.RBXMainWindow.GridOff,,Grid Off,Grid Off
Studio.App.RBXMainWindow.GridSize16Studs,,Grid Size - 16 Studs,Grid Size - 16 Studs
Studio.App.RBXMainWindow.GridSize2Studs,,Grid Size - 2 studs,Grid Size - 2 studs
Studio.App.RBXMainWindow.GridSize4Studs,,Grid Size - 4 Studs,Grid Size - 4 Studs
Studio.App.RBXMainWindow.Group,,Group,Group
Studio.App.RBXMainWindow.GroupPartsOrModels,,Group parts or models,Group parts or models
Studio.App.RBXMainWindow.HingeOnSurface,,Hinge on Surface,Hinge on Surface
Studio.App.RBXMainWindow.IndentSelection,,Indent,Indent
Studio.App.RBXMainWindow.IndentSelectionToolTip,,Indent selected line(s),Indent selected line(s)
Studio.App.RBXMainWindow.IndentsOnSurface,,Indents on Surface,Indents on Surface
Studio.App.RBXMainWindow.InsertBasicObjects,,Insert Basic Objects,Insert Basic Objects
Studio.App.RBXMainWindow.InsertBreakpoint,,Insert Breakpoint,Insert Breakpoint
Studio.App.RBXMainWindow.InsertClipboardContents,,Insert Clipboard contents,Insert Clipboard contents
Studio.App.RBXMainWindow.InsertContextDependentBreakpoint,,Insert Contextual Breakpoint,Insert Contextual Breakpoint
Studio.App.RBXMainWindow.InsertFromFileElps,,Insert from File...,Insert from File...
Studio.App.RBXMainWindow.InsertModels,,Insert Models,Insert Models
Studio.App.RBXMainWindow.InsertObject,,Insert Object,Insert Object
Studio.App.RBXMainWindow.InsertObjectAction,,Insert Object...,Insert Object...
Studio.App.RBXMainWindow.InsertObjectsFromWeb,,Insert Objects from Web,Insert Objects from Web
Studio.App.RBXMainWindow.InsertObjectsWidgetExplorer,,Open insert objects widget in explorer,Open insert objects widget in explorer
Studio.App.RBXMainWindow.InsertObjectsWidgetMenu,,Open insert object menu,Open insert object menu
Studio.App.RBXMainWindow.InsertPart,,Insert Part,Insert Part
Studio.App.RBXMainWindow.InsertServices,,Insert Services.,Insert Services.
Studio.App.RBXMainWindow.InstanceDefaultsEditor,,Instance Defaults Editor,Instance Defaults Editor
Studio.App.RBXMainWindow.InstanceDump,,Instance Dump,Instance Dump
Studio.App.RBXMainWindow.JoinSurfacesCheck,,Join Surfaces Check,Join Surfaces Check
Studio.App.RBXMainWindow.JumpsToFunction,,Jumps to the function after filter,Jumps to the function after filter
Studio.App.RBXMainWindow.JumpsToVariable,,Jumps to the declaration of the variable,Jumps to the declaration of the variable
Studio.App.RBXMainWindow.LaunchSoloMode,,Launch Studio in Solo Player Mode,Launch Studio in Solo Player Mode
Studio.App.RBXMainWindow.LaunchStudioInPlayerMode,,Launch Studio in Player Mode,Launch Studio in Player Mode
Studio.App.RBXMainWindow.LaunchStudioInServerMode,,Launch Studio in Server Mode,Launch Studio in Server Mode
Studio.App.RBXMainWindow.LoadFromCSVElps,,Load from CSV...,Load from CSV...
Studio.App.RBXMainWindow.LoadLocalizationTableEntriesFromCSV,,Load LocalizationTable entries from a CSV file,Load LocalizationTable entries from a CSV file
Studio.App.RBXMainWindow.LoadLocalizationTableFromCSV,,Load LocalizationTable from CSV file...,Load LocalizationTable from CSV file...
Studio.App.RBXMainWindow.LockObjects,,Lock objects,Lock objects
Studio.App.RBXMainWindow.LockPreventSelection,,Lock - prevent selection,Lock - prevent selection
Studio.App.RBXMainWindow.ManageDevicesElps,,Manage Devices...,Manage Devices...
Studio.App.RBXMainWindow.ManageEmulatedDevices,,Manage emulated devices,Manage emulated devices
Studio.App.RBXMainWindow.ManagePlugins,,Manage Plugins,Manage Plugins
Studio.App.RBXMainWindow.ModelElps,,Model...,Model...
Studio.App.RBXMainWindow.MotorOnSurface,,Motor on Surface,Motor on Surface
Studio.App.RBXMainWindow.MoveDown,,Move Down,Move Down
Studio.App.RBXMainWindow.MoveEdit,,Move - Edit,Move - Edit
Studio.App.RBXMainWindow.MoveLinesDown,,Move Lines Down,Move Lines Down
Studio.App.RBXMainWindow.MoveLinesDownToolTip,,Move selected line(s) downwards,Move selected line(s) downwards
Studio.App.RBXMainWindow.MoveLinesUp,,Move Lines Up,Move Lines Up
Studio.App.RBXMainWindow.MoveLinesUpToolTip,,Move selected line(s) upwards,Move selected line(s) upwards
Studio.App.RBXMainWindow.MoveObjectsDown,,Move objects down,Move objects down
Studio.App.RBXMainWindow.MoveObjectsUp,,Move objects up,Move objects up
Studio.App.RBXMainWindow.MoveParts,,Move Parts,Move Parts
Studio.App.RBXMainWindow.MoveToggle,,Move - Toggle,Move - Toggle
Studio.App.RBXMainWindow.MoveTool,,Move Tool,Move Tool
Studio.App.RBXMainWindow.MoveUp,,Move Up,Move Up
Studio.App.RBXMainWindow.MoveUpBrick,,Move Up Brick,Move Up Brick
Studio.App.RBXMainWindow.Negate,,Negate,Negate
Studio.App.RBXMainWindow.NegateSelection,,Negate Selection,Negate Selection
Studio.App.RBXMainWindow.NetworkSimulator,,Network Simulator,Network Simulator
Studio.App.RBXMainWindow.NetworkStats,,Network Stats,Network Stats
Studio.App.RBXMainWindow.Never,,Never,Never
Studio.App.RBXMainWindow.NeverBreakErrorsIntoDebugger,,Never break errors into debugger,Never break errors into debugger
Studio.App.RBXMainWindow.ObjectBrowser,,Object Browser,Object Browser
Studio.App.RBXMainWindow.OnAllExceptions,,On All Exceptions,On All Exceptions
Studio.App.RBXMainWindow.OnUnhandledExceptions,,On Unhandled Exceptions,On Unhandled Exceptions
Studio.App.RBXMainWindow.OneStudGrid,,One Stud Grid,One Stud Grid
Studio.App.RBXMainWindow.OnlineHelpElps,,Online Help...,Online Help...
Studio.App.RBXMainWindow.OpenARecentDocument,,Open a recent document,Open a recent document
Studio.App.RBXMainWindow.OpenAnExistingDocument,,Open an existing document,Open an existing document
Studio.App.RBXMainWindow.OpenAutoSaves,,Open Auto Saves,Open Auto Saves
Studio.App.RBXMainWindow.OpenAutoSavesFolder,,Open Auto Saves Folder,Open Auto Saves Folder
Studio.App.RBXMainWindow.OpenElps,,Open...,Open...
Studio.App.RBXMainWindow.OpenFlagEditor,,Open Flag Editor,Open Flag Editor
Studio.App.RBXMainWindow.OpenLocalizationFolder,,Open Localization Folder,Open Localization Folder
Studio.App.RBXMainWindow.OpenPluginsFolder,,Open Plugins Folder,Open Plugins Folder
Studio.App.RBXMainWindow.OpenPreviousTab,,Open Previous Tab,Open Previous Tab
Studio.App.RBXMainWindow.OpenRecent,,Open Recent,Open Recent
Studio.App.RBXMainWindow.OpenRecentElps,,Open Recent...,Open Recent...
Studio.App.RBXMainWindow.OpenSelectedScript,,Open selected script,Open selected script
Studio.App.RBXMainWindow.Output,,Output,Output
Studio.App.RBXMainWindow.OutputWindow,,Output Window,Output Window
Studio.App.RBXMainWindow.OutputWindowTitle,,Output - Network Simulator Enabled,Output - Network Simulator Enabled
Studio.App.RBXMainWindow.PanLeft,,Pan Left,Pan Left
Studio.App.RBXMainWindow.PanRight,,Pan Right,Pan Right
Studio.App.RBXMainWindow.PasteInto,,Paste Into,Paste Into
Studio.App.RBXMainWindow.PausesTheRun,,Pauses the run,Pauses the run
Studio.App.RBXMainWindow.Performance,,Performance,Performance
Studio.App.RBXMainWindow.PhysicsStats,,Physics Stats,Physics Stats
Studio.App.RBXMainWindow.PickColor,,Pick Color,Pick Color
Studio.App.RBXMainWindow.PicksUpAColorFromAPart,,Picks up a color from a part,Picks up a color from a part
Studio.App.RBXMainWindow.PlayHere,,Play Here,Play Here
Studio.App.RBXMainWindow.PlayInSoloMode,,Play in Solo Mode,Play in Solo Mode
Studio.App.RBXMainWindow.PlaySolo,,Play Solo,Play Solo
Studio.App.RBXMainWindow.PlaySoloCameraSpawn,,"Start Play Solo, Spawning the Character from the Camera Position","Start Play Solo, Spawning the Character from the Camera Position"
Studio.App.RBXMainWindow.Properties,,Properties,Properties
Studio.App.RBXMainWindow.PropertyFilter,,Property Filter,Property Filter
Studio.App.RBXMainWindow.PublishActiveDocumentToRoblox,,Publish Active Document to Roblox,Publish Active Document to Roblox
Studio.App.RBXMainWindow.PublishActiveDocumentToRobloxAs,,Publish Active Document to Roblox As,Publish Active Document to Roblox As
Studio.App.RBXMainWindow.PublishAllToRoblox,,"Publish all places, developer products, and other parts of your game to Roblox","Publish all places, developer products, and other parts of your game to Roblox"
Studio.App.RBXMainWindow.PublishAsPluginElps,,Publish as Plugin...,Publish as Plugin...
Studio.App.RBXMainWindow.PublishChangesToPackage,,Publish Changes to Package,Publish Changes to Package
Studio.App.RBXMainWindow.PublishSelectionToRobloxAsPlugin,,Publish the Selection to Roblox as a Plugin,Publish the Selection to Roblox as a Plugin
Studio.App.RBXMainWindow.PublishSelectionToRobloxElps,,Save to Roblox...,Save to Roblox...
Studio.App.RBXMainWindow.PublishTheSelectionToRoblox,,Publish the Selection to Roblox,Publish the Selection to Roblox
Studio.App.RBXMainWindow.PublishToRoblox,,Publish to Roblox,Publish to Roblox
Studio.App.RBXMainWindow.PublishToRobloxAsElps,,Publish to Roblox As...,Publish to Roblox As...
Studio.App.RBXMainWindow.QuickFindScript,,Type to quickly open another script,Type to quickly open another script
Studio.App.RBXMainWindow.QuickFindScriptUseCtrlP,,"This Dialog is deprecated, please use Quick Open (Ctrl+P) instead","This Dialog is deprecated, please use Quick Open (Ctrl+P) instead"
Studio.App.RBXMainWindow.QuitApplication,,Quit the application; prompts to save documents,Quit the application; prompts to save documents
Studio.App.RBXMainWindow.RedoThePreviouslyUndo,,Redo the previously undone action,Redo the previously undone action
Studio.App.RBXMainWindow.ReloadPlugin,,Reload Plugin,Reload Plugin
Studio.App.RBXMainWindow.ReloadPluginTooltip,,Stop plugin execution. Reload from disk. Note this will lose any changes you may have made to the Plugin under Plugin Debug Service,Stop plugin execution. Reload from disk. Note this will lose any changes you may have made to the Plugin under Plugin Debug Service
Studio.App.RBXMainWindow.ReloadScript,,Reload Script,Reload Script
Studio.App.RBXMainWindow.Rename,,Rename,Rename
Studio.App.RBXMainWindow.RenamesSelectedObject,,Renames selected object,Renames selected object
Studio.App.RBXMainWindow.RenderStats,,Render Stats,Render Stats
Studio.App.RBXMainWindow.ReplaceElps,,Replace...,Replace...
Studio.App.RBXMainWindow.ResetAllInstanceDefaults,,Rest all instance defaults,Rest all instance defaults
Studio.App.RBXMainWindow.ResetAllInstanceDefaultsTooltip,,Rest all instance defaults,Rest all instance defaults
Studio.App.RBXMainWindow.ResetDefaultInstanceProperties,,Reset Instance Defaults,Reset Instance Defaults
Studio.App.RBXMainWindow.ResetScriptZoom,,Reset Script Zoom,Reset Script Zoom
Studio.App.RBXMainWindow.ResetView,,Reset View,Reset View
Studio.App.RBXMainWindow.ResetWidgetToolbarPos,,Resets Widget and Toolbar position,Resets Widget and Toolbar position
Studio.App.RBXMainWindow.ResetsFontSize,,Resets font size,Resets font size
Studio.App.RBXMainWindow.ResizeCustomIncrement,,Sets the resize grid to a custom increment,Sets the resize grid to a custom increment
Studio.App.RBXMainWindow.ResizeObject,,Resize Object,Resize Object
Studio.App.RBXMainWindow.ResizeTool,,Resize Tool,Resize Tool
Studio.App.RBXMainWindow.ResumesExecution,,Resumes execution after pausing,Resumes execution after pausing
Studio.App.RBXMainWindow.RightMotor,,Right Motor,Right Motor
Studio.App.RBXMainWindow.RobloxStudio,,Roblox Studio,Roblox Studio
Studio.App.RBXMainWindow.Rotate,,Rotate,Rotate
Studio.App.RBXMainWindow.RotateCustomIncrement,,Sets the rotate grid to a custom increment,Sets the rotate grid to a custom increment
Studio.App.RBXMainWindow.RotateEdit,,Rotate - Edit,Rotate - Edit
Studio.App.RBXMainWindow.RotateObjects,,Rotate objects,Rotate objects
Studio.App.RBXMainWindow.RotateParts,,Rotate Parts,Rotate Parts
Studio.App.RBXMainWindow.RotateToggle,,Rotate - Toggle,Rotate - Toggle
Studio.App.RBXMainWindow.RotateTool,,Rotate Tool,Rotate Tool
Studio.App.RBXMainWindow.Run,,Run,Run
Studio.App.RBXMainWindow.SaveActiveDocumentToRoblox,,Save Active Document to Roblox,Save Active Document to Roblox
Studio.App.RBXMainWindow.SaveActiveDocumentToRobloxAs,,Save Active Document to Roblox As,Save Active Document to Roblox As
Studio.App.RBXMainWindow.SaveAndReloadAllPlugins,,Save and Reload All Plugins in Debugger,Save and Reload All Plugins in Debugger
Studio.App.RBXMainWindow.SaveAndReloadAllPluginsTooltip,,Save all plugins in debugger back to disk. Stop execution of those plugins. Reload them from disk.,Save all plugins in debugger back to disk. Stop execution of those plugins. Reload them from disk.
Studio.App.RBXMainWindow.SaveAndReloadPlugin,,Save and Reload Plugin,Save and Reload Plugin
Studio.App.RBXMainWindow.SaveAndReloadPluginTooltip,,Save plugin back to disk. Stop plugin execution. Reload from disk.,Save plugin back to disk. Stop plugin execution. Reload from disk.
