Key,Source,de-de,en-us,es-es,fr-fr,it-it,ja-jp,ko-kr,pt-br,ru-ru,zh-cjv,zh-cn,zh-tw
Studio.AnimationClipEditor.Toast.InvalidAnimation,Animation was not imported. You do not have ownership of animation with the selected ID., ,Animation was not imported. You do not have ownership of animation with the selected ID.,No se ha importado la animación. No eres el propietario de la animación con el ID seleccionado.,L'animation n'a pas été importée. Tu n’as pas propriétaire de l'animation avec l'identifiant sélectionné.,Animazione non importata. L'animazione con l'ID selezionato non è di tua proprietà.,アニメーションがインポートされませんでした。選択済みのIDにはアニメーションの所有権がありません。,애니메이션을 가져오지 못했습니다. 선택한 ID를 가진 애니메이션의 소유권이 없습니다.,A animação não foi importada. Você não é o proprietário(a) da animação com a ID selecionada., ,未能导入动画效果。当前开发者不具备该 ID 所指向动画效果的所有权。,未能导入动画效果。当前开发者不具备该 ID 所指向动画效果的所有权。,無法匯入動畫，您沒有與指定 ID 關聯的動畫的所有權。
Studio.AnimationClipEditor.EditorErrors.BigAnimation,"Animation is larger than 30 seconds. It cannot be edited, but you can play it back and export it.", ,"Animation is larger than 30 seconds. It cannot be edited, but you can play it back and export it.","La animación dura más de 30 segundos. No se puede editar, pero la puedes reproducir y exportar.",L'animation est supérieure à 30 secondes. Elle ne peut pas être modifiée mais tu peux la lire et l'exporter.,"L'animazione supera i 30 secondi. Non può essere modificata, ma puoi riprodurla ed esportarla.",アニメーションが30秒を超えています。編集はできませんが、再生して書き出しできます。,애니메이션의 길이가 30초를 초과합니다. 편집할 수는 없지만 재생하고 내보낼 수는 있습니다.,"A animação tem mais de 30 segundos. Ela não pode ser editada, mas você pode reproduzi-la e exportá-la.", ,动画长度超过 30 秒，无法被编辑，但可以播放和导出。,动画长度超过 30 秒，无法被编辑，但可以播放和导出。,動畫長度超過 30 秒。您不能進行編輯，但可以撥放並匯出。
Studio.AnimationClipEditor.Menu.Core,Core, ,Core,Núcleo,Noyau,Core,コア,코어,Núcleo, ,核心,核心,核心
Studio.AnimationClipEditor.Menu.Idle,Idle, ,Idle,Inactivo,Inactif,Inattivo,待機,빈둥대기,Inativo, ,待机,待机,閒置
Studio.AnimationClipEditor.Menu.Action,Action, ,Action,Acción,Action,Azione,動作,동작,Ação, ,动作,动作,動作
Studio.AnimationClipEditor.Title.NoAnimationExists_Migrated,"No animation exists for {rig}, please create one to start animating", ,"No animation exists for {rig}, please create one to start animating",No hay animaciones para {rig}. Crea una nueva para comenzar a animar,"Aucune animation existe pour {rig}, en créer une pour commencer une animation",Non esiste alcuna animazione per {rig}; creane una per iniziare ad animare,{rig} にアニメーションがありません。アニメ化を開始するには1つ作成してください,{rig}에 사용 가능한 애니메이션이 없습니다. 애니메이션화하려면 새로 만드세요,"Não há animações para {rig}, crie uma para começar a animar", ,不存在可用于 {rig} 的动画，请为其创建新的动画,不存在可用于 {rig} 的动画，请为其创建新的动画,沒有 {rig} 的動畫，請直接創作動畫
Studio.AnimationClipEditor.Title.CurrentDuration_Migrated,Current duration is {currentDuration} frames, ,Current duration is {currentDuration} frames,La duración actual es de {currentDuration} fotogramas,La durée actuelle est {currentDuration} images,La durata attuale è di {currentDuration} frame,現在の長さは {currentDuration} フレームです,현재 지속 시간은 {currentDuration} 프레임입니다,A duração atual é de {currentDuration} quadros, ,当前时长为 {currentDuration} 帧,当前时长为 {currentDuration} 帧,目前長度為 {currentDuration} 個影格
Studio.AnimationClipEditor.Title.DefaultAnimationName,Untitled Animation Clip, ,Untitled Animation Clip,Clip de animación sin título,Clip d'animation sans Clip,Clip dell'animazione senza titolo,題名のないアニメーションクリップ,제목 없는 애니메이션 클립,Clip de animação sem título, ,无标题动画片段,无标题动画片段,未命名動畫片段
Studio.AnimationClipEditor.Settings.ZYX,ZYX, ,ZYX,ZYX,ZYX,ZYX,ZYX,ZYX,ZYX,ZYX,ZYX,ZYX,ZYX
Studio.AnimationClipEditor.Title.ClickToRevealInput,Click to reveal value input, ,Click to reveal value input,Hacer clic para mostrar la entrada de valor,Cliquer pour afficher la valeur d'entrée,Clicca per rivelare input valore,クリックして値の入力を表示,클릭하여 입력 값 표시,Clique para mostrar a entrada do valor, ,点按来显示输入值,点按来显示输入值,點擊顯示輸入值
Studio.AnimationClipEditor.Settings.24FPS,24 fps, ,24 fps,24 fps,24 fps,24 fps,24 fps,24 fps,24 fps,24 fps,24 fps,24 fps,24 fps
Studio.AnimationClipEditor.Settings.60FPS,60 fps, ,60 fps,60 fps,60 fps,60 fps,60 fps,60 fps,60 fps,60 fps,60 fps,60 fps,60 fps
Studio.AnimationClipEditor.Settings.120FPS,120 fps, ,120 fps,120 fps,120 fps,120 fps,120 fps,120 fps,120 fps,120 fps,120 fps,120 fps,120 fps
Studio.AnimationClipEditor.Dialog.DeleteAllPrompt_Migrated,Do you want to delete all {name} from this animation?, ,Do you want to delete all {name} from this animation?,¿Quieres eliminar todos los {name} de esta animación?,Veux-tu annuler tous les "{name}" dans cette animation ?,Vuoi eliminare ogni {name} da questa animazione?,このアニメーションからすべての「{name}」を削除しますか？,이 애니메이션에서 모든 {name}을(를) 삭제할까요?,Apagar todos os {name} desta animação?, ,确定删除此动画中的所有 {name} 吗？,确定删除此动画中的所有 {name} 吗？,確定從此動畫刪除所有「{name}」？
Studio.AnimationClipEditor.Dialog.RenameAllPrompt_Migrated,Do you want to change all {name} to {newName}?, ,Do you want to change all {name} to {newName}?,¿Quieres cambiar todos los {name} a {newName}?,Veux--tu changer tous les "{name}" en "{newName}" ?,Vuoi cambiare ogni {name} in {newName}?,すべての 「{name}」 を 「{newName}」に変更しますか？,모든 {name}을(를) {newName}(으)로 변경할까요?,Mudar todos os {name} para {newName}?, ,确定将所有 {name} 更改为 {newName} 吗？,确定将所有 {name} 更改为 {newName} 吗？,確定將所有「{name}」改為「{newName}」？
Studio.AnimationClipEditor.Toast.Saved_Migrated,Saved animation {savedAnimName}, ,Saved animation {savedAnimName},Animación {savedAnimName} guardada,Animation sauvegardée {savedAnimName},Animazione {savedAnimName} salvata,保存済みアニメーション {savedAnimName},저장된 애니메이션 {savedAnimName},Animação salva {savedAnimName}, ,已保存动画 {savedAnimName},已保存动画 {savedAnimName},已儲存動畫 {savedAnimName}
Studio.AnimationClipEditor.Toast.Loaded_Migrated,Loaded animation {loadedAnimName}, ,Loaded animation {loadedAnimName},Animación {loadedAnimName} cargada,Animation chargée {loadedAnimName},Animazione {loadedAnimName} caricata,読み込み済みアニメーション {loadedAnimName},불러온 애니메이션 {loadedAnimName},Animação carregada {loadedAnimName}, ,已加载动画 {loadedAnimName},已加载动画 {loadedAnimName},已載入動畫 {loadedAnimName}
Studio.AnimationClipEditor.AnimationFromVideo.ModerationRejected,Your animation did not comply with our moderation rules. Please try a different video., ,Your animation did not comply with our moderation rules. Please try a different video.,Tu animación no cumplió con nuestras reglas de moderación. Prueba a usar un video diferente.,Ton animation ne respecte pas nos règles de modération. Essayer une autre vidéo.,La tua animazione non è stata conforme alle nostre regole di moderazione. Prova con un video diverso.,あなたのアニメーションは内容規制のルールを守っていません。別のビデオを試してください。,애니메이션이 검열 규정에 맞지 않습니다. 다른 비디오를 사용하세요.,"Sua animação não está de acordo com nossas regras de moderação. Por favor, tente um vídeo diferente.", , , ,您的動畫未通過審查，請嘗試其他影片。
Studio.AnimationClipEditor.RigErrors.MissingPart0_Migrated,The following Motor6Ds do not have a Part0 set: {entries}, ,The following Motor6Ds do not have a Part0 set: {entries},El siguiente Motor6Ds no tiene Part0 establecida: {entries},Le Motor6Ds suivant n'a pas un set Part0 : {entries},I seguenti Motor6D non hanno un Part0 impostato: {entries},以下の Motor6Ds は設定済みの Part0 がありません: {entries},다음 Motor6D에 Part0 세트가 없습니다: {entries},O seguinte Motor6Ds não possui uma Part0 definida: {entries}, ,以下 Motor6D 没有设置 Part0 ：{entries},以下 Motor6D 没有设置 Part0 ：{entries},以下 Motor6D 沒有設定 Part0：{entries}
Studio.AnimationClipEditor.Title.MinPBS,Minimum playback speed is 0.1x, ,Minimum playback speed is 0.1x,La velocidad mínima de reproducción es 0.1x,"La vitesse de lecture minimale est de 0,1x","Velocità di riproduzione minima: 0,1x",最大プレイバック速度は 0.1x,최소 재생 속도는 0.1배속입니다,A velocidade mínima de execução é 0.1x, ,最低播放速度为 0.1 倍,最低播放速度为 0.1 倍,最慢播放速度為 0.1x
Studio.AnimationClipEditor.RigErrors.MissingPart1_Migrated,The following Motor6Ds do not have a Part1 set: {entries}, ,The following Motor6Ds do not have a Part1 set: {entries},El siguiente Motor6Ds no tiene Part1 establecida: {entries},Le Motor6Ds n'a pas un set Part1 : {entries},I seguenti Motor6D non hanno un Part1 impostato: {entries},以下の Motor6Ds は設定済みの Part1 がありません: {entries},다음 Motor6D에 Part1 세트가 없습니다: {entries},O seguinte Motor6Ds não possui uma Part1 definida: {entries}, ,以下 Motor6D 没有设置 Part1 ：{entries},以下 Motor6D 没有设置 Part1 ：{entries},以下 Motor6D 沒有設定 Part1：{entries}
Studio.AnimationClipEditor.AnimationFromVideo.AgeRestricted,We're rolling this out slowly and unfortunately it's not available for you at this time. Please check back periodically to see if we have opened it up., ,We're rolling this out slowly and unfortunately it's not available for you at this time. Please check back periodically to see if we have opened it up.,Estamos lanzando esta función lentamente y por el momento no está disponible para ti. Vuelve aquí periódicamente para ver si está habilitada.,"Nous procédons à un déploiement lent et, malheureusement, il n'est pas disponible pour toi pour le moment. Vérifie périodiquement si nous l'avons ouvert.",Stiamo lanciando questo fuori lentamente e purtroppo non è disponibile per te in questo momento. Si prega di ricontrollare periodicamente per vedere se dispobibile.,当社は、ゆっくりとこれを運用し始めていますが、現在は利用できません。今後、公開されているかどうかを定期的に確認しに来てください。,이 기능은 서서히 배포 중이며 현재는 이용할 수 없습니다. 정기적으로 돌아와 이용 가능 여부를 확인하세요.,"Estamos lançando isto lentamente e, infelizmente, ainda não está disponível para você no momento. Volte aqui periodicamente para ver se já o abrimos.", , , ,我們還在慢慢推出此功能。很遺憾地，您目前還無法使用此功能；請不時回來查看您的使用權限。
Studio.AnimationClipEditor.FaceCapture.AgeRestrictedBody,We're rolling this out slowly and unfortunately it's not available for you at this time. Please check back periodically to see if we have opened it up., ,We're rolling this out slowly and unfortunately it's not available for you at this time. Please check back periodically to see if we have opened it up.,Estamos lanzando esta función lentamente y por el momento no está disponible para ti. Vuelve aquí periódicamente para ver si está habilitada.,"Nous procédons à un déploiement lent et, malheureusement, il n'est pas disponible pour toi pour le moment. Vérifie périodiquement si nous l'avons ouvert.",Stiamo lanciando questa funzione lentamente e purtroppo non è disponibile per te in questo momento. Si prega di ricontrollare periodicamente per vedere se disponibile.,当社は、段階的にこれを運用し始めていますが、現在は利用できません。今後、公開されているかどうかを定期的に確認しに来てください。,이 기능은 서서히 배포 중이며 현재는 이용할 수 없습니다. 정기적으로 돌아와 이용 가능 여부를 확인하세요.,"Estamos lançando isto lentamente e, infelizmente, ainda não está disponível para você no momento. Volte aqui periodicamente para ver se já o abrimos.", , , ,我們還在慢慢推出此功能。很遺憾地，您目前還無法使用此功能；請不時回來查看您的使用權限。
Studio.AnimationClipEditor.Menu.Mouth,Mouth, ,Mouth,Boca,Bouche,Bocca,口,입,Boca,Рот,嘴,嘴,嘴巴
Studio.AnimationClipEditor.ContextMenu.GenerateCurve,Generate Curve, ,Generate Curve,Generar curva,Générer une courbe,Genera curva,曲線を作成,커브 생성,Gerar curva, ,生成曲线,生成曲线,生成彎曲
Studio.AnimationClipEditor.Menu.Jaw,Jaw, ,Jaw,Mandíbula,Mâchoire,Mascella,あご,턱,Mandíbula,Челюсть,下巴,下巴,顎部
Studio.AnimationClipEditor.Title.CustomPlaybackSpeed,Custom Playback Speed, ,Custom Playback Speed,Velocidad de reproducción personalizada,Vitesse de lecture personnalisée,Velocità di riproduzione personalizzata,カスタムプレイバック速度,사용자 정의 재생 속도,Velocidade de execução personalizada, ,自定义播放速度,自定义播放速度,自訂播放速度
Studio.AnimationClipEditor.Menu.Brows,Brows, ,Brows,Cejas,Sourcils,Sopracciglia,眉毛,눈썹,Sobrancelhas,Брови,眉毛,眉毛,眉毛
Studio.AnimationClipEditor.Menu.Eyes,Eyes, ,Eyes,Ojos,Yeux,Occhi,目,눈,Olhos,Глаза,眼睛,眼睛,眼睛
Studio.AnimationClipEditor.Menu.AddAllFacs,Add All Facial Animation Controls, ,Add All Facial Animation Controls,Añadir todos los controles de animación facial,Ajouter tous les contrôles d'animation faciale,Aggiungi tutti i comandi per l'animazione facciale,すべての表情アニメーション操作を追加,모든 얼굴 애니메이션 제어 추가,Adicionar todos os controles de animação facial, ,添加所有面部动画控制,添加所有面部动画控制,新增所有臉部動畫控制選項
Studio.AnimationClipEditor.Toast.AnimationImportModelsDiffer,Model in FBX file differs from model selected in Editor. Import animation based on FBX model (recommended)?, ,Model in FBX file differs from model selected in Editor. Import animation based on FBX model (recommended)?,El modelo en el archivo FBX difiere del modelo seleccionado en el Editor. ¿Importar la animación basada en el modelo FBX (recomendado)?,Le modèle du fichier FBX diffère du modèle sélectionné dans l'éditeur. Importer une animation basée sur le modèle FBX (recommandé) ?,Il modello nel file FBX è diverso dal modello selezionato nell'editor. Importare l'animazione in base al modello FBX (scelta consigliata)?,FBX ファイル内のモデルはエディタで選択済みのモデルとは異なります。FBX モデルに基づいてアニメーションをインポート（推奨）しますか？,FBX 파일의 모델이 편집기에서 선택한 모델과 다릅니다. FBX 모델을 기반으로 애니메이션을 가져올까요(권장 사항임)?,O modelo no arquivo FBX difere do modelo selecionado no Editor. Importar a animação baseada no modelo FBX (recomendado)?, ,FBX 文件中的模型与编辑器中选择的模型不同。是否根据 FBX 模型导入动画（推荐）？,FBX 文件中的模型与编辑器中选择的模型不同。是否根据 FBX 模型导入动画（推荐）？,FBX 檔案的模型和編輯器裡選擇的模型不同。根據 FBX 模型匯入動畫？（推薦動作）
Studio.AnimationClipEditor.Toast.AnimationImportUseFBX,FBX, ,FBX,FBX,FBX,FBX,FBX,FBX,FBX,FBX,FBX,FBX,FBX
Studio.AnimationClipEditor.Toast.AnimationImportUseSelected,Selected, ,Selected,Seleccionado,Sélectionné,Selezionato,選択済み,선택됨,Selecionado, ,已选择,已选择,已選擇
Studio.AnimationClipEditor.Title.MaxPBS,Maximum playback speed is 10x, ,Maximum playback speed is 10x,La velocidad máxima de reproducción es 10x,"La vitesse de lecture maximale est de 0,1x",Velocità di riproduzione massima: 10x,最大プレイバック速度は 10x,최대 재생 속도는 10배속입니다,A velocidade máxima de execução é 10x, ,最高播放速度为 10 倍,最高播放速度为 10 倍,最快播放速讀為 10x
Studio.AnimationClipEditor.Settings.SnapDisabled,Disabled, ,Disabled,Desactivado,Désactivé,Disabilitato,無効化済み,비활성화됨,Desativado, ,已禁用,已禁用,已停用
Studio.AnimationClipEditor.Settings.025x,.25x, ,.25x,.25x,.25x,"0,25x",.25x,.25x,.25x,.25x,.25x,.25x,.25x
Studio.AnimationClipEditor.OptimizeKeyframes.Keyframes,Keyframes:, ,Keyframes:,Fotogramas clave:, ,Keyframes:,キーフレーム:,키프레임:,Keyframes:, , , ,關鍵格：
Studio.AnimationClipEditor.ReduceKeyframes.Keyframes,Keyframes:, ,Keyframes:,Fotogramas clave:,Images-clés :,Fotogrammi chiave:,キーフレーム:,키프레임:,Keyframes:, , , ,關鍵格：
Studio.AnimationClipEditor.Settings.05x,.5x, ,.5x,.5x,.5x,"0,5x",.5x,.5x,.5x,.5x,.5x,.5x,.5x
Studio.AnimationClipEditor.Settings.1x,1x, ,1x,1x,1x,1x,1x,1x,1x,1x,1x,1x,1x
Studio.AnimationClipEditor.Settings.2x,2x, ,2x,2x,2x,2x,2x,2x,2x,2x,2x,2x,2x
Studio.AnimationClipEditor.Settings.4x,4x, ,4x,4x,4x,4x,4x,4x,4x,4x,4x,4x,4x
Studio.AnimationClipEditor.Settings.SnapNone,None, ,None,Ninguno,Aucun,Nessuno,なし,없음,Nenhum, ,无,无,無
Studio.AnimationClipEditor.Menu.PublishToRoblox,Publish to Roblox, ,Publish to Roblox,Publicar en Roblox,Publier sur Roblox,Pubblica su Roblox,Robloxに公開,Roblox에 게시,Publicar na Roblox, ,发布至 Roblox,发布至 Roblox,發布到 Roblox
Studio.AnimationClipEditor.ContextMenu.ClearTrack,Clear Track, ,Clear Track,Eliminar marca,Éliminer la marque,Cancella traccia,トラックを消す,트랙 지우기,Limpar trilha, ,清除轨,清除轨,清除影軌
Studio.AnimationClipEditor.Dialog.PromotePrompt,This operation cannot be reverted and might cause issues with third party animation editors. Are you sure you want to proceed?, ,This operation cannot be reverted and might cause issues with third party animation editors. Are you sure you want to proceed?,Esta operación no se puede revertir y puede causar problemas con los editores de animación de terceros. ¿Quieres proceder?,Cette opération ne peut pas être annulée et peut causer des problèmes avec des éditeurs d'animation tiers. Es-tu sûr de vouloir continuer ?,Questa operazione è irreversibile e può creare problemi con gli editor di animazioni di terze parti. Vuoi davvero procedere?,この操作は、元に戻すことができず、これによってサードパーティのアニメーションエディタで問題を引き起こす可能性があります。続けてよろしいですか？,이 작업은 되돌릴 수 없으며 제삼자 애니메이션 편집기에 문제를 일으킬 수 있습니다. 그래도 계속할까요?,Esta operação não pode ser revertida e pode causar problemas com editores de animação de terceiros. Tem certeza de que deseja prosseguir?, ,此操作无法被撤销，且可能导致第三方动画编辑器出现问题。你确定要继续吗？,此操作无法被撤销，且可能导致第三方动画编辑器出现问题。你确定要继续吗？,此操作無法還原，並可能會影響第三方動畫編輯器。確定繼續？
Studio.AnimationClipEditor.Curves.LeftTangentLabel,L. Tangent:, ,L. Tangent:,Tangente izquierda:,L. Tangent:,L. Tangent:,左タンジェント:,왼쪽 접선:,Tangente E.:, , , ,左切線：
Studio.AnimationClipEditor.ContextMenu.InterpolationMode,Interpolation Mode, ,Interpolation Mode,Modo de interpolación,Mode d'interpolation,Modalità interpolazione,補間モード,보간 모드,Modo de interpolação, ,插值模式,插值模式,插值模式
Studio.AnimationClipEditor.Title.MaxPBSParam,Maximum playback speed is {speed}x, ,Maximum playback speed is {speed}x,La velocidad máxima de reproducción es {speed}x,La vitesse maximale de lecture est de {speed}x,Velocità di riproduzione massima: {speed}x,最大プレイバック速度は {speed}x,최고 재생 속도는 {speed}x입니다,A velocidade máxima de execução é {speed}x, ,最快播放速度为 {speed}x,最快播放速度为 {speed}x,最快播放速讀為 {speed}x
Studio.AnimationClipEditor.FaceCapture.TooltipCameraSettings,Camera Settings, ,Camera Settings,Configuración de la cámara,Paramètres de la caméra,Impostazioni Telecamera,カメラ設定,카메라 설정,Configurações de câmera, , , ,攝影機設定
Studio.AnimationClipEditor.Tooltip.Reverse,Preview the animation in reverse, ,Preview the animation in reverse,Previsualiza la animación al revés,Prévisualiser l'animation à l'envers,Anteprima dell'animazione in reverse,アニメーションを逆方向にプレビュー,애니메이션 거꾸로 미리 보기,Pré-visualizar a animação em reverso, ,倒带预览动画,倒带预览动画,倒帶預覽動畫
Studio.AnimationClipEditor.Tooltip.GoToFirstFrame,Move the scrubber to the first frame, ,Move the scrubber to the first frame,Mueve la barra de tiempo al primer fotograma,Déplacer la barre de temps à la première image,Sposta scrubber a primo frame,スクラバーを最初のフレームに移動,스크러버를 첫 번째 프레임으로 이동,Mover a barra de tempo para o primeiro quadro, ,将进度条移动至第一帧,将进度条移动至第一帧,將進度條移到第一個影格
Studio.AnimationClipEditor.Settings.EulerAngles,Euler Angles, ,Euler Angles,Ángulos Euler,Angles d'Euler,Angoli di Eulero,オイラー角度,오일러 각도,Ângulos de Euler, ,欧拉角,欧拉角,歐拉角
Studio.AnimationClipEditor.Tooltip.GoToLastFrame,Move the scrubber to the last frame, ,Move the scrubber to the last frame,Mueve la barra de tiempo al último fotograma,Déplacer la barre de temps à la dernière image,Sposta scrubber a ultimo frame,スクラバーを最後のフレームに移動,스크러버를 마지막 프레임으로 이동,Mover a barra de tempo para o último quadro, ,将进度条移动至最后一帧,将进度条移动至最后一帧,將進度條移到最後一個影格
Studio.AnimationClipEditor.Menu.CreateFromVideo,Live Animation Creator,Aus Video erstellen,Live Animation Creator,Creador de animaciones en vivo,Créateur d'animation Live,Creatore Animazione Live,ライブアニメーションクリエーター,라이브 애니메이션 제작기,Criador de animações vivas, ,即时动画创作器,即时动画创作器,即時動畫生成器
Studio.AnimationClipEditor.Menu.Action2,Action2, ,Action2,Action2,Action2,Azione2,Action2,Action2,Action2,Action2,Action2,Action2,Action2
Studio.AnimationClipEditor.Menu.Action3,Action3, ,Action3,Action3,Action3,Azione3,Action3,Action3,Action3,Action3,Action3,Action3,Action3
Studio.AnimationClipEditor.Menu.Action4,Action4, ,Action4,Action4,Action4,Azione4,Action4,Action4,Action4, ,Action4,Action4,Action4
Studio.AnimationClipEditor.ContextMenu.ZeroBothTangents,Set Both Tangents To Zero, ,Set Both Tangents To Zero,Establecer ambas tangentes en cero,Mettre les deux tangentes à zéro,Imposta entrambe le tangenti su zero,両方のタンジェントをゼロに設定,두 접선을 모두 0으로 설정,Definir ambas tangentes como zero, ,将两个切线都设置为零,将两个切线都设置为零,將兩個切線都設為 0
Studio.AnimationClipEditor.Curves.LeftTangentAuto,Left tangent: Auto, ,Left tangent: Auto,Tangente izquierda: Automática,Tangente de gauche : automatique,Tangente sinistra: automatica,左タンジェント: 自動,왼쪽 접선: 자동,Tangente esquerda: Automática, ,左切线：自动,左切线：自动,左切線：自動
Studio.AnimationClipEditor.Curves.LeftTangentValuePerSecond,Left tangent: {value}/s, ,Left tangent: {value}/s,Tangente izquierda: {value}/s,Tangente de gauche : {value}/s,Tangente sinistra: {value}/s,左タンジェント: {value}/秒,왼쪽 접선: {value}/초,Tangente esquerda: {value}/s, ,左切线：{value}/s,左切线：{value}/s,左切線：{value}/s
Studio.AnimationClipEditor.Curves.RightTangentAuto,Right tangent: Auto, ,Right tangent: Auto,Tangente derecha: Automática,Tangente de droite : automatique,Tangente destra: automatica,右タンジェント: 自動,오른쪽 접선: 자동,Tangente direita: Automática, ,右切线：自动,右切线：自动,右切線：自動
Studio.AnimationClipEditor.Curves.RightTangentValuePerSecond,Right tangent: {value}/s, ,Right tangent: {value}/s,Tangente derecha: {value}/s,Tangente de droite : {value}/s,Tangente destra: {value}/s,右タンジェント: {value}/秒,오른쪽 접선: {value}/초,Tangente direita: {value}/s, ,右切线：{value}/s,右切线：{value}/s,右切線：{value}/s
Studio.AnimationClipEditor.ContextMenu.ConvertToEulerAngles,Convert to Euler Angles, ,Convert to Euler Angles,Convertir a ángulos Euler,Convertir en angles d'Euler,Converti in angoli di Eulero,オイラー角度に変換,오일러 각도로 변환,Converter para ângulos de Euler, ,转换成欧拉角,转换成欧拉角,轉換成歐拉角
Studio.AnimationClipEditor.FaceControlsEditorButtonCallout.Title,Face Animation Editor, ,Face Animation Editor,Editor de animación facial,Éditeur d'animation de visage,Editor Animazioni Faccia,フェイスアニメーションエディタ,얼굴 애니메이션 편집기,Editor de animação facial, , , ,臉部動畫編輯器
Studio.AnimationClipEditor.Title.FaceControlsEditor,Face Animation Editor, ,Face Animation Editor,Editor de animación facial,Éditeur d'animation de visage,Editor Animazioni Faccia,フェイスアニメーションエディタ,얼굴 애니메이션 편집기,Editor de animação facial, ,面部动画编辑器,面部动画编辑器,臉部動畫編輯器
Studio.AnimationClipEditor.Title.FACE,Face Editor, ,Face Editor,Editor facial,Éditeur de visage,Editor Viso,顔エディタ,얼굴 편집기,Editor de rosto,Лицо,脸部编辑器,脸部编辑器,臉部編輯器
Studio.AnimationClipEditor.Title.Symmetry,Symmetry, ,Symmetry,Simetría,Symétrie,Simmetria,対称性,대칭,Simetria,Симметрия,对称度,对称度,對稱
Studio.AnimationClipEditor.Title.ShowValueInput,Show a value input for precise manipulation, ,Show a value input for precise manipulation,Mostrar una entrada de valor para la manipulación precisa,Afficher une valeur d'entrée pour une manipulation précise,Mostra un input valore per una manipolazione precisa,正確な動作のために値入力を表示,정밀 조작을 위해 입력 값 표시,Mostrar uma entrada de valor para manipulação precisa, ,显示输入值进行精确操作,显示输入值进行精确操作,顯示輸入值進行精準操作
Studio.AnimationClipEditor.Settings.DefaultRotationType,Default Rotation Type, ,Default Rotation Type,Tipo de rotación predeterminado,Type de rotation par défaut,Tipo di rotazione predefinito,デフォルト回転タイプ,기본 회전 유형,Tipo de rotação padrão, ,默认旋转类型,默认旋转类型,預設旋轉類型
Studio.AnimationClipEditor.Settings.Quaternions,Quaternions, ,Quaternions,Cuaterniones,Quaternions,Quaternione,四元数,사원수,Quatérnios, ,四元数,四元数,四元數
Studio.AnimationClipEditor.ContextMenu.EulerAnglesOrder,Euler Angles Order, ,Euler Angles Order,Orden de ángulos Euler,Ordre des angles d'Euler,Ordine Angoli Euler,オイラー角度の順序,오일러 각도 순서,Ordem dos ângulos do Euler, ,欧拉角顺序,欧拉角顺序,歐拉角順序
Studio.AnimationClipEditor.Settings.DefaultEulerAnglesOrder,Default Euler's Angles Order, ,Default Euler's Angles Order,Orden predeterminado de ángulos Euler,Ordre des angles d'Euler par défaut,Ordine Angoli Di Eulero Predefinito,デフォルトのオイラーの角度順序,기본 오일러 각도 순서,Ordem padrão dos ângulos de Euler, ,默认欧拉角顺序,默认欧拉角顺序,預設歐拉角順序
Studio.AnimationClipEditor.Settings.YXZ,YXZ, ,YXZ,YXZ,YXZ,YXZ,YXZ,YXZ,YXZ,YXZ,YXZ,YXZ,YXZ
Studio.AnimationClipEditor.Settings.YZX,YZX, ,YZX,YZX,YZX,YZX,YZX,YZX,YZX,YZX,YZX,YZX,YZX
Studio.AnimationClipEditor.Settings.ZXY,ZXY, ,ZXY,ZXY,ZXY,ZXY,ZXY,ZXY,ZXY,ZXY,ZXY,ZXY,ZXY
Studio.AnimationClipEditor.Dialog.PromotePrompt1,This will copy your KeyframeSequence clip and convert it to a new CurveAnimation clip. CurveAnimation clips cannot be converted back and may not work with third party Studio Plugins. Would you like to continue?, ,This will copy your KeyframeSequence clip and convert it to a new CurveAnimation clip. CurveAnimation clips cannot be converted back and may not work with third party Studio Plugins. Would you like to continue?,Esta acción copiará tu clip KeyframeSequence y lo convertirá en un nuevo clip CurveAnimation. Los clips de CurveAnimation no se pueden volver a convertir y pueden no funcionar con plugins de Studio de terceros. ¿Quieres continuar?,Cela copiera ton clip KeyframeSequence et le convertira en un nouveau clip CurveAnimation. Les clips CurveAnimation ne peuvent pas être reconvertis et peuvent ne pas fonctionner avec des plugins Studio tiers. Veux-tu continuer ?,Questo copierà il tuo clip KeyframeSequence e convertirlo in una nuova clip CurveAnimation. CurveI clip di animazione non possono essere convertiti indietro e potrebbero non funzionare con plugin di Studio di terze parti. Vuoi continuare?,これによって KeyframeSequence クリップがコピーされ、新しい CurveAnimation クリップに変換されます。CurveAnimation クリップは元に戻すことができず、サードパーティ製の Studio プラグインでは動作しない可能性があります。続行しますか？,이 작업을 진행하면 KeyframeSequence 클립이 복사되어 새 CurveAnimation 클립으로 변환됩니다. CurveAnimation 클립 변환은 되돌릴 수 없으며 제삼자 Studio 플러그인에서 작동하지 않을 수 있습니다. 계속할까요?,Isto irá copiar seu clipe KeyframeSequence e convertê-lo em um novo clipe CurveAnimation. Clipes CurveAnimation não podem ser convertidos de volta e podem não funcionar com plugins de terceiros no Studio. Gostaria de continuar?, , , ,此操作將會複製您的 KeyframeSequence 片段並轉換成新的 CurveAnimation 片段。CurveAnimation 片段無法再往回轉換，並可能和第三方 Studio 外掛程式不相容。繼續？
