Key,Source,en-us,es-es,fr-fr,ja-jp,ko-kr,pt-br,ru-ru,zh-cjv,zh-cn,zh-tw
导入操作正在进行中。,匯入作業進行中。,Studio.TerrainToolsV2.ImportError.RegionIsEmpty,Target region is empty.,Target region is empty.,La región meta está vacía.,La région cible est vide.,対象区域が空です。,대상 영역이 비어 있습니다.,A região alvo está vazia., ,目标区域为空。
目标区域为空。,目標區域空白。,Studio.TerrainToolsV2.ImportInfo.ChannelsWereDiscarded,"When you import a color image, the importer only reads the red channel to create a greyscale heightmap. The other channels have been discarded.","When you import a color image, the importer only reads the red channel to create a greyscale heightmap. The other channels have been discarded.","Cuando importas una imagen de color, el importador solo lee un canal rojo para crear heightmap con escala de grises. Se eliminaron los demás canales.","Lorsque tu importes une image couleur, l'importateur ne lit que le canal rouge pour créer une hauteur de carte en niveaux de gris. Les autres canaux ont été supprimés.",色彩画像をインポートする際、インポーターはグレースケール Heightmap を作成するために赤いチャンネルのみを読み取ります。他のチャンネルは破棄されました。,"컬러 이미지를 가져올 때, 가져오기 도구는 빨간색 채널만 읽어와 회색조 Heightmap을 생성합니다. 다른 채널은 무시됩니다.","Quando você importa uma imagem colorida, o importador lê somente o canal vermelho para criar um heightmap de escala de cinza. Os outros canais foram ignorados.", ,当导入彩色图像时，导入程序只会读取红色通道以创建灰度 heightmap。其他通道将被忽略。
当导入彩色图像时，导入程序只会读取红色通道以创建灰度 heightmap。其他通道将被忽略。,匯入彩色圖像時，匯入器只會藉由紅色頻道建立灰階 Heightmap，其他頻道將會被捨棄。,Studio.TerrainToolsV2.ImportWarning.AspectRatio,"Image aspect ratio ({1}) is not compatible with Size values (X {2:int}, Z {3:int}). For best results, adjust the Size or import a new image.","Image aspect ratio ({1}) is not compatible with Size values (X {2:int}, Z {3:int}). For best results, adjust the Size or import a new image.","La relación de aspecto de la imagen ({1}) no es compatible con los valores de Tamaño (X {2:int}, Z {3:int}). Para obtener mejores resultados, ajusta el Tamaño o importa una nueva imagen.","Le format d'image ({1}) n'est pas compatible avec les valeurs de taille (X {2:int}, Z {3:int}). Pour de meilleurs résultats, ajustez la Taille ou importez une nouvelle image.","画像アスペクト比 ({1}) がサイズ値 (X {2:int}, Z {3:int})と互換性がありません。最善の結果を出すには、サイズ調整をするか新しい画像をインポートしてください。","이미지의 가로 세로 비율({1})이(가) 크기 값(X {2:int}, Z {3:int})와(과) 호환되지 않습니다. 최상의 결과를 얻으려면 크기를 조정하거나 새 이미지를 가져오세요.","A proporção da imagem ({1}) não é compatível com os valores de tamanho (X {2:int}, Z {3:int}). Para melhores resultados, ajuste o tamanho ou importe uma nova imagem.", ,图像的高宽比（{1}）与 Size（尺寸）值（X {2:int}，Z {3:int}）不兼容。要获得最佳效果，请调整 Size 或导入新图像.
图像的高宽比（{1}）与 Size（尺寸）值（X {2:int}，Z {3:int}）不兼容。要获得最佳效果，请调整 Size 或导入新图像.,"圖像寬高比（{1}）與 Size 值（X {2:int}, Z {3:int}）不相容。為確保最佳效果，請調整 Size 或匯入新的圖像.",Studio.TerrainToolsV2.ImportWarning.ImageTooSmall,"Image resolution ({1:int}x{2:int}) is too low for the target Size values (X {3:int}, Z {4:int}). For best results, decrease the size or import a new Heightmap.","Image resolution ({1:int}x{2:int}) is too low for the target Size values (X {3:int}, Z {4:int}). For best results, decrease the size or import a new Heightmap.","La resolución de la imagen ({1:int}x{2:int}) es demasiada baja para los valores meta de Tamaño (X {3:int}, Z {4:int}). Para obtener mejores resultados, disminuye el tamaño o importa un nuevo Heightmap.","La résolution de l'image ({1:int}x{2:int}) est trop faible pour les valeurs de la Taille de la cible (X {3:int}, Z {4:int}). Pour de meilleurs résultats, diminue la taille ou importez une nouvelle Heightmap.","画像の解像度 ({1:int}x{2:int}) は、ターゲットサイズ値 (X {3:int}, Z {4:int}) には低すぎます。最善の結果を出すには、サイズを小さくするか、新しい Heightmap をインポートしてください。","이미지 해상도({1:int}x{2:int})가 대상 크기 값(X {3:int}, Z {4:int})에 비해 너무 낮습니다. 최상의 결과를 얻으려면 크기를 줄이거나 새 Heightmap을 가져오세요.","A proporção da imagem ({1:int}x{2:int}) é baixa demais para os valores de tamanho alvo (X {3:int}, Z {4:int}). Para melhores resultados, diminua o tamanho ou importe um novo mapa de altura.", ,图像的分辨率（{1:int}x{2:int}）与目标 Size（尺寸）值（X {3:int}，Z {4:int}）相比过小。要获得最佳效果，请缩小 Size 或导入新 Heightmap。
图像的分辨率（{1:int}x{2:int}）与目标 Size（尺寸）值（X {3:int}，Z {4:int}）相比过小。要获得最佳效果，请缩小 Size 或导入新 Heightmap。,"圖像解析度（{1:int}x{2:int}）對於目標 Size 值（X {3:int}, Z {4:int}）過低。為確保最佳效果，請縮小或匯入新的 Heightmap。",Studio.TerrainToolsV2.Warning.NoColormapProvided,No colormap was provided.,No colormap was provided.,No se ha proporcionado colormap.,Aucune carte de couleurs n'a été fournie.,Colormap が提供されていません。,Colormap이 제공되지 않았습니다.,Não foi fornecido um colormap., ,未提供 colormap 。
未提供 colormap 。,未提供 Colormap。,Studio.TerrainToolsV2.Warning.VolumeTooLarge,Terrain volume is too large.,Terrain volume is too large.,El volumen del terreno es demasiado grande.,Le volume du terrain est trop important.,地形の量が多すぎます。,지형이 너무 큽니다.,O volume do terreno é largo demais., ,地形体积过大。
地形体积过大。,地形體積過大。,Studio.TerrainToolsV2.Action.LearnMore,Learn more,Learn more,Aprende más,En apprendre plus,もっと詳しく,더 알아보기,Saiba mais, ,了解更多
了解更多,了解更多,Studio.TerrainToolsV2.ColormapCallout.Title,Colormaps,Colormaps,Colormaps,Colormap,Colormap,Colormaps,Colormaps, ,Colormaps
Colormaps,Colormap,Studio.TerrainToolsV2.ColormapCallout.Description,Colormaps convert image colors to terrain materials using Roblox Studio's color key.,Colormaps convert image colors to terrain materials using Roblox Studio's color key.,Colormaps convierte los colores de una imagen en materiales de terreno a través de la clave de color de Roblox Studio.,Colormaps convertit les couleurs des images en matériaux de terrain en utilisant la clé de couleur de Roblox Studio.,Colormaps は Roblox Studio の色彩キーを使って画像の色を地形素材に変換します。,Colormaps는 Roblox Studio의 색상 키를 사용하여 이미지 색상을 지형 재질로 변환합니다.,Colormaps convertem cores de imagens para materiais de terrenos usando a chave de cores do Roblox Studio., ,Colormaps 用 Roblox Studio 的色彩键将图像颜色转换为地形材质。
Colormaps 用 Roblox Studio 的色彩键将图像颜色转换为地形材质。,Colormap 會使用 Roblox Studio 的色彩鍵將圖像顏色轉換成地形材質。,Studio.TerrainToolsV2.Generate.Starting,Starting...,Starting...,Iniciando...,En commençant...,開始中...,시작 중...,Iniciando..., ,正在启动……
正在启动……,正在開始……,Studio.TerrainToolsV2.Generate.Preprocessing,Preprocessing...,Preprocessing...,Preprocesando...,Pré-traitement...,処理中...,사전 처리 중...,Pré-processando..., ,正在预处理……
正在预处理……,正在預處理……,Studio.TerrainToolsV2.Generate.ReadingColormap,Reading Colormap...,Reading Colormap...,Leyendo Colormap...,Lecture Colormap...,Colormap を読み取り中...,Colormap 읽는 중...,Lendo colormap..., ,正在读取 ColorMap……
正在读取 ColorMap……,正在讀取 Colormap ……,Studio.TerrainToolsV2.Generate.AssigningColormap,Assigning Colormap...,Assigning Colormap...,Asignando Colormap...,Affectation de Colormap...,Colormap を割り当て中...,Colormap 할당 중...,Aplicando colormap..., ,正在分配 ColorMap……
正在分配 ColorMap……,正在指派 Colormap ……,Studio.TerrainToolsV2.Generate.Sampling,Sampling...,Sampling...,Muestreo...,Échantillon...,サンプリング中...,샘플링 중...,Fazendo amostragem..., ,正在采样……
正在采样……,正在抽樣……,Studio.TerrainToolsV2.ImportWarning.MainTextColormapRGBOutOfRange,Colormap RGB values are out of range.,Colormap RGB values are out of range.,Los valores RGB de Colormap están fuera de rango.,Les valeurs RGB de Colormap sont hors de portée.,Colormap RGB 値が範囲外です。,Colormap RGB 값이 범위를 벗어났습니다.,Os valores RGB do colormap estão fora da faixa., ,Colormap RGB 值超出范围。
Colormap RGB 值超出范围。,Colormap RGB 值在範圍外。,Studio.TerrainToolsV2.ImportWarning.SubTextColormapRGBOutOfRange,The imported colormap contains RGB values that do not match the Colormap Index. The generated materials might not be correct. Please ensure you’re using the sRGB colorspace for best results.,The imported colormap contains RGB values that do not match the Colormap Index. The generated materials might not be correct. Please ensure you’re using the sRGB colorspace for best results.,El Colormap importado contiene valores RGB que no coinciden con el índice de Colormap. Los materiales generados podrían no ser correctos. Asegúrate de que estás utilizando el espacio de color sRGB para obtener los mejores resultados.,La carte de couleurs importée contient des valeurs RVB qui ne correspondent pas à l'index Colormap. Les matériaux générés peuvent ne pas être corrects. Assure-toi que tu utilises l'espace de couleurs sRGB pour obtenir les meilleurs résultats.,RGB 値を含むインポート済み Colormap が Colormap インデックスと合致しません。生成済みの素材が不正かもしれません。最善の結果を出すには、 sRGB カラースペースを使っているか確認してください。　,가져온 Colormap에 Colormap 인덱스와 일치하지 않는 RGB 값이 포함되어 있습니다. 생성된 재질이 올바르지 않을 수 있습니다. 최상의 결과를 얻으려면 sRGB 색 공간을 사용하고 있는지 확인하세요.,O colormap importado contém valores RGB que não correspondem ao índice do colormap. Os materiais gerados podem não estar corretos. Verifique se está usando um espaço de cor sRGB para melhores resultados., ,导入的 colormap 包含不符合 Colormap 索引的 RGB 值。生成的材质可能不正确。请确保你使用的是 sRGB 色域以获得最佳效果。
导入的 colormap 包含不符合 Colormap 索引的 RGB 值。生成的材质可能不正确。请确保你使用的是 sRGB 色域以获得最佳效果。,匯入的 Colormap 包含不符合 Colormap 索引的 RGB 值。生成的材質可能不正確。為確保最佳效果，請確認您正在使用 sRGB 色彩空間。 ,Studio.TerrainToolsV2.BrushSettings.IgnoreParts,Ignore Parts,Ignore Parts,Ignorar partes,Ignorer les parties,パーツを無視,파트 무시,Ignorar partes, ,忽略部件
忽略部件,忽略零件
