Key,Source,en-us,es-es,fr-fr,it-it,ja-jp,ko-kr,pt-br,zh-cjv,zh-cn,zh-tw
Studio.AssetImporter.Statuses.CageManifoldWarning,This cage mesh is not a manifold. Non-manifold area is marked in the preview render,This cage mesh is not a manifold. Non-manifold area is marked in the preview render,Esta malla de jaula no es múltiple. El área no múltiple está marcada en la vista previa,Ce maillage de la cage n'est pas un manifold. La zone non-manifold est marquée dans le rendu de l'aperçu,Questa rete di gabbia non è un manifold. L'area non manifold è contrassegnata nel rendering di anteprima,このケージメッシュは多様体ではありません。非多様体エリアは、プレビューのレンダリングでマークされています,이 케이지 메시는 다양체가 아닙니다. 비다양체 영역은 미리 보기 렌더링에 표시됩니다.,Esta malha de gaiola não é múltipla. A área não multifacetada é marcada na renderização de gaiolas,此围笼网格并非流形。非流形区域已于预览渲染中标记出来。,此围笼网格并非流形。非流形区域已于预览渲染中标记出来。,此圍籠網格不是流形。非流形區域已在預覽成像標出
Studio.AssetImporter.Statuses.CageOverlappingVerticesWarning,"Multiple vertices share identical or near-identical positions, which can cause deformation issues, and they are marked in the preview render.","Multiple vertices share identical or near-identical positions, which can cause deformation issues, and they are marked in the preview render.",Múltiples vértices comparten posiciones idénticas o casi idénticas que pueden causar problemas de deformación y están marcadas en el renderizado de la previsualización.,"Plusieurs sommets partagent des positions identiques ou quasi identiques, ce qui peut entraîner des problèmes de déformation, et ils sont marqués dans le rendu de l'aperçu.","I vertici multipli condividono posizioni identiche o quasi identiche, che possono causare problemi di deformazione, e sono contrassegnati nel rendering di anteprima.",複数の頂点が同じか、ほぼ同じの近くの位置を共有し、変形の問題を引き起こす可能性があると、プレビューレンダリングでマークされます。,"여러 정점이 동일하거나 거의 동일한 위치를 공유하므로 변형 문제가 발생할 수 있으며, 이는 미리 보기 렌더링에 표시됩니다.","Múltiplos vértices compartilham posições idênticas ou quase idênticas, o que pode causar problemas de deformação e eles são marcados renderizador de prévia.",多个顶点共用相同或近乎相同的位置，这可能会导致变形问题。这些顶点已于预览渲染中标记出来。,多个顶点共用相同或近乎相同的位置，这可能会导致变形问题。这些顶点已于预览渲染中标记出来。,有多個頂點使用相同或幾乎相同的位置，可能會造成變形問題。該頂點已在預覽成像標出。
Studio.AssetImporter.Properties.CageManifoldPreview,Non-Manifold Geometry,Non-Manifold Geometry,Geometría no múltiple,Géométrie non-maniforme,Geometria non-manifold,非多様体ジオメトリ,비다양체 지오메트리,Geometria não-múltipla,非流形几何,非流形几何,非流形幾何
Studio.AssetImporter.Properties.CageNonManifoldPreview,Non-Manifold Geometry,Non-Manifold Geometry,Geometría no múltiple,Géométrie non-maniforme,Geometria non-manifold,非多様体ジオメトリ,비다양체 지오메트리,Geometria não-múltipla,非流形几何,非流形几何,非流形幾何
Studio.AssetImporter.Properties.CageNoOverlappingVerticesPreview,Coincident Vertices,Coincident Vertices,Vértices coincidentes,Sommets coïncidents,Vertici coincidenti,一致する頂点,일치 정점,Vértices coincidentes,顶点重合,顶点重合,重合頂點
Studio.AssetImporter.Properties.CageOverlappingVerticesPreview,Coincident Vertices,Coincident Vertices,Vértices coincidentes,Sommets coïncidents,Vertici coincidenti,一致する頂点,일치 정점,Vértices coincidentes,顶点重合,顶点重合,重合頂點
Studio.AssetImporter.PropertiesTooltip.UsesCages,Find meshes with cage names and convert them to Wrap instances,Find meshes with cage names and convert them to Wrap instances,Encuentra mallas con nombres de jaulas y las convierte en instancias Wrap,Trouve des maillages avec des noms de cages et convertis-les en instances Wrap,Trova le maglie con i nomi delle gabbie e convertirle in istanze di Wrap,ケージ名のついたメッシュを見つけて、ラップインスタンスに変換,케이지 이름이 있는 메시를 찾아 Wrap 인스턴스로 변환합니다,Encontre malhas com nomes de jaula e converta-as para instâncias de Wrap,使用围笼名称寻找网格并将其转换为 Wrap 实例,使用围笼名称寻找网格并将其转换为 Wrap 实例,尋找擁有圍籠名稱的網格並將其轉換成 Wrap 個體
Studio.AssetImporter.PropertiesTooltip.CageNoOverlappingVerticesPreview,"Multiple vertices share identical or near-identical positions, which can cause deformation issues, and they are marked in the preview render","Multiple vertices share identical or near-identical positions, which can cause deformation issues, and they are marked in the preview render",Múltiples vértices comparten posiciones idénticas o casi idénticas que pueden causar problemas de deformación y están marcados en la vista previa de renderizado,"Plusieurs sommets partagent des positions identiques ou quasi identiques, ce qui peut entraîner des problèmes de déformation, et ils sont marqués dans le rendu de l'aperçu","I vertici multipli condividono posizioni identiche o quasi identiche, che possono causare problemi di deformazione, e sono contrassegnati nel rendering di anteprima",複数の頂点が同じか、ほぼ同じの近くの位置を共有し、変形の問題を引き起こす可能性があると、プレビューレンダリングでマークされます。,"여러 정점이 동일하거나 거의 동일한 위치를 공유하므로 변형 문제가 발생할 수 있으며, 이는 미리 보기 렌더링에 표시됩니다.","Múltiplos vértices compartilham posições idênticas ou quase idênticas, o que pode causar problemas de deformação e eles são marcados renderizador de prévia",多个顶点共用相同或近乎相同的位置，这可能会导致变形问题。这些顶点已于预览渲染中标记出来。,多个顶点共用相同或近乎相同的位置，这可能会导致变形问题。这些顶点已于预览渲染中标记出来。,有多個頂點使用相同或幾乎相同的位置，可能會造成變形問題。該頂點已在預覽成像標出
Studio.AssetImporter.PropertiesTooltip.CageOverlappingVerticesPreview,"Multiple vertices share identical or near-identical positions, which can cause deformation issues, and they are marked in the preview render","Multiple vertices share identical or near-identical positions, which can cause deformation issues, and they are marked in the preview render","Múltiples vértices comparten posiciones idénticas o casi idénticas que pueden causar problemas de deformación, y están marcados en la vista previa de renderizado","Plusieurs sommets partagent des positions identiques ou quasi identiques, ce qui peut entraîner des problèmes de déformation, et ils sont marqués dans le rendu de l'aperçu","I vertici multipli condividono posizioni identiche o quasi identiche, che possono causare problemi di deformazione, e sono contrassegnati nel rendering di anteprima",複数の頂点が同じか、ほぼ同じの近くの位置を共有し、変形の問題を引き起こす可能性があると、プレビューレンダリングでマークされます,"여러 정점이 동일하거나 거의 동일한 위치를 공유하므로 변형 문제가 발생할 수 있으며, 이는 미리 보기 렌더링에 표시됩니다.","Múltiplos vértices compartilham posições idênticas ou quase idênticas, o que pode causar problemas de deformação, e eles são marcados no renderizador de prévia",多个顶点共用相同或近乎相同的位置，这可能会导致变形问题。这些顶点已于预览渲染中标记出来。,多个顶点共用相同或近乎相同的位置，这可能会导致变形问题。这些顶点已于预览渲染中标记出来。,有多個頂點使用相同或幾乎相同的位置，可能會造成變形問題。該頂點已在預覽成像標出
Studio.AssetImporter.PropertiesTooltip.InsertWithScenePosition,If this object should be inserted using its location in the imported scene,If this object should be inserted using its location in the imported scene,Si este objeto debe insertarse usando su ubicación en la escena importada,Si cet objet doit être inséré en utilisant son emplacement dans la scène importée,Se questo oggetto deve essere inserito usando la sua posizione nella scena importata,このオブジェクトをインポートされたシーンでの位置を使用して挿入する必要がある場合,가져온 장면의 해당 위치를 사용해 이 개체를 삽입할지 여부,Se este objeto deve ser inserido usando sua localização na cena importada,如果此对象应使用它在导入场景中的位置插入,如果此对象应使用它在导入场景中的位置插入,此物件是否使用匯入場景的位置插入
Studio.AssetImporter.PropertiesTooltip.UseSceneOriginAsPivot,If the model's pivot point should be set at the imported scene's origin,If the model's pivot point should be set at the imported scene's origin,Si el punto pivote del modelo debe establecerse en el origen de la escena importada,Si le point de pivot du modèle doit être défini à l'origine de la scène importée,Se il punto di perno del modello deve essere impostato all'origine della scena importata,モデルのピボットポイントをインポートされたシーン起源に設定する必要がある場合,모델의 피벗 포인트가 가져온 장면의 원점에 설정될지 여부,Se o ponto pivô do modelo deve ser definido na origem da cena importada,如果模型的枢轴点应设在导入场景的原点,如果模型的枢轴点应设在导入场景的原点,模型的軸點是否涉在匯入場景的原點
Studio.AssetImporter.Statuses.CageNonManifoldWarning,"This cage has non-manifold geometry, which can cause deformation issues. Non-manifold area is marked in the preview render.","This cage has non-manifold geometry, which can cause deformation issues. Non-manifold area is marked in the preview render.",Esta jaula tiene geometría no múltiple que puede causar problemas de deformación. El área no múltiple está marcada en el renderizado de vista previa.,"Cette cage a une géométrie non-maniforme, ce qui peut causer des problèmes de déformation. La zone non-maniforme est marquée dans le rendu de l'aperçu.","Questa gabbia ha una geometria non manifold, che può causare problemi di deformazione. L'area non manifold è contrassegnata nel rendering di anteprima.",このゲージには、変形の問題を起こす可能性のある非多様体ジオメトリがあります。非多様体エリアは、プレビューのレンダリングでマークされています。,이 케이지에는 변형 문제를 일으킬 수 있는 비다양체 지오메트리가 있습니다. 비다양체 영역은 미리 보기 렌더링에 표시됩니다.,"Esta gaiola tem geometria não múltipla, o que pode causar problemas de deformação. A área não múltipla é marcada na prévia de renderização.",此围笼具有非流形几何，可能会导致变形问题。非流形区域已于预览渲染中标记出来。,此围笼具有非流形几何，可能会导致变形问题。非流形区域已于预览渲染中标记出来。,此圍籠使用非流形幾何，可能會造成變形問題。非流形區域已在預覽成像標出.
Studio.AssetImporter.PropertiesTooltip.CageUVMatchedPreview,"For this asset to be Layered Clothing compatible, you need to use the original cage template and ensure that you do not modify the UV map.","For this asset to be Layered Clothing compatible, you need to use the original cage template and ensure that you do not modify the UV map.","Para que este recurso sea compatible con Ropa de capas, necesitas utilizar la plantilla original de la jaula y asegurarte de que no modifique el mapa UV.","Pour que cette ressource soit compatible avec les vêtements, tu dois utiliser le modèle cage original et t'assurer que tu ne modifies pas la carte UV.","Affinché questo asset sia compatibile con l'abbigliamento a strati, è necessario utilizzare il modello di gabbia originale e assicurarsi di non modificare la mappa UV.",このアセットに重ね着との互換性を持たせるには、元のケージテンプレートを使って、UVマップを変更しないようにする必要があります。,이 애셋이 레이어드 복장과 호환되도록 하려면 원본 케이지 템플릿을 사용해야 하며 UV 맵을 수정하지 않아야 합니다.,"Para que este ativo seja compatível com roupas em camadas, você precisa usar o modelo original da gaiola e garantir que você não modifique o mapa UV.",如要使此素材与叠层服装兼容，您需要使用原始围笼样板并保留原本的 UV 贴图不进行修改。,如要使此素材与叠层服装兼容，您需要使用原始围笼样板并保留原本的 UV 贴图不进行修改。,若要此素材與多層次穿搭相容，您必須使用原本的圍籠樣板，並確保 UV 圖未經修改。
Studio.AssetImporter.PropertiesTooltip.CageUVMisMatchedPreview,"For this asset to be Layered Clothing compatible, you need to use the original cage template and ensure that you do not modify the UV map.","For this asset to be Layered Clothing compatible, you need to use the original cage template and ensure that you do not modify the UV map.","Para que este recurso sea compatible con Ropa de capas, necesitas utilizar la plantilla original de la jaula y asegurarte de que no modifique el mapa UV.","Pour que cette ressource soit compatible avec les vêtements, tu dois utiliser le modèle cage original et t'assurer que tu ne modifies pas la carte UV.","Affinché questo asset sia compatibile con l'abbigliamento a strati, è necessario utilizzare il modello di gabbia originale e assicurarsi di non modificare la mappa UV.",このアセットに重ね着との互換性を持たせるには、元のケージテンプレートを使って、UVマップを変更しないようにする必要があります。,이 애셋이 레이어드 복장과 호환되도록 하려면 원본 케이지 템플릿을 사용해야 하며 UV 맵을 수정하지 않아야 합니다.,"Para que este ativo seja compatível com roupas em camadas, você precisa usar o modelo original da gaiola e garantir que você não modifique o mapa UV.",如要使此素材与叠层服装兼容，您需要使用原始围笼样板并保留原本的 UV 贴图不进行修改。,如要使此素材与叠层服装兼容，您需要使用原始围笼样板并保留原本的 UV 贴图不进行修改。,若要此素材與多層次穿搭相容，您必須使用原本的圍籠樣板，並確保 UV 圖未經修改。
Studio.AssetImporter.Statuses.CageUVMisMatchedWarning,"For this asset to be Layered Clothing compatible, you need to use the original cage template and ensure that you do not modify the UV map.","For this asset to be Layered Clothing compatible, you need to use the original cage template and ensure that you do not modify the UV map.","Para que este recurso sea compatible con Ropa de capas, necesitas utilizar la plantilla original de la jaula y asegurarte de que no modifique el mapa UV.","Pour que cette ressource soit compatible avec les vêtements, tu dois utiliser le modèle cage original et t'assurer que tu ne modifies pas la carte UV.","Affinché questo asset sia compatibile con l'abbigliamento a strati, è necessario utilizzare il modello di gabbia originale e assicurarsi di non modificare la mappa UV.",このアセットに重ね着との互換性を持たせるには、元のケージテンプレートを使って、UVマップを変更しないようにする必要があります。,이 애셋이 레이어드 복장과 호환되도록 하려면 원본 케이지 템플릿을 사용해야 하며 UV 맵을 수정하지 않아야 합니다.,"Para que este ativo seja compatível com roupas em camadas, você precisa usar o modelo original da gaiola e garantir que você não modifique o mapa UV.",如要使此素材与叠层服装兼容，您需要使用原始围笼样板并保留原本的 UV 贴图不进行修改。,如要使此素材与叠层服装兼容，您需要使用原始围笼样板并保留原本的 UV 贴图不进行修改。,若要此素材與多層次穿搭相容，您必須使用原本的圍籠樣板，並確保 UV 圖未經修改。
Studio.AssetImporter.Properties.CageUVMatchedPreview,Modified UV map,Modified UV map,Mapa UV modificado,Carte UV modifiée,Mappa UV modificata,修正済みUVマップ,수정된 UV 맵,Mapa UV modificado,修改后的 UV 贴图,修改后的 UV 贴图,已修改的 UV 圖
Studio.AssetImporter.Properties.CageUVMisMatchedPreview,Modified UV map,Modified UV map,Mapa UV modificado,Carte UV modifiée,Mappa UV modificata,修正済みUVマップ,수정된 UV 맵,Mapa UV modificado,修改后的 UV 贴图,修改后的 UV 贴图,已修改的 UV 圖
Studio.AssetImporter.Properties.UseImportedPivot,Use Imported Pivot,Use Imported Pivot,Usar pivote importado,Utiliser le Pivot importé,Usa perno importato,インポートされたピボットを使用,가져온 피벗 사용,Usar pivô importado,使用导入的枢轴,使用导入的枢轴,使用匯入的軸點
Studio.AssetImporter.Properties.UseSceneOriginAsCFrame,Preserve Scene Origin,Preserve Scene Origin,Conservar el origen de la escena,Conserver l'origine de la scène,Preserva L'Origine Scena,シーン起源を保持,장면 원점 유지,Preservar origem da cena,保留场景原点,保留场景原点,保存場景原點
Studio.AssetImporter.PropertiesTooltip.UseImportedPivot,Whether or not to use the pivot defined in the scene file (instead of centering the pivot within the object's geometry),Whether or not to use the pivot defined in the scene file (instead of centering the pivot within the object's geometry),Usar o no el pivote definido en el archivo de escena (en lugar de centrar el pivote dentro de la geometría del objeto),Utiliser ou non le pivot défini dans le fichier scène (au lieu de centrer le pivot dans la géométrie de l'objet),Indica se usare o meno il perno definito nel file di scena (invece di centrare il perno nella geometria dell'oggetto),シーンファイルで定義されたピボットを使用するかどうか (オブジェクトのジオメトリ内でピボットを中心にするのではなく),장면 파일에 정의된 피벗을 사용할지 여부(개체의 지오메트리 내에서 피벗을 중앙에 배치하는 대신),Se deve ou não usar o pivô definido no arquivo de cena (em vez de centralizar o pivô dentro da geometria do objeto),是否使用场景文件中定义的枢轴（而不是将枢轴置于对象几何体的中心）,是否使用场景文件中定义的枢轴（而不是将枢轴置于对象几何体的中心）,是否使用場景檔案定義的軸點（而不是在物件的幾何內置中軸點）
Studio.AssetImporter.Statuses.CageMismatchWarning,The number of cage vertices between the outer and inner cage don't match.,The number of cage vertices between the outer and inner cage don't match.,El número de vértices de jaula entre la jaula externa y la jaula interior no coincide.,Le nombre de sommets de cage entre la cage extérieure et la cage intérieure ne correspond pas.,Il numero di vertici della gabbia tra la gabbia esterna e quella interna non corrisponde.,外側と内側のケージの頂点の数が一致しません。,외부 케이지와 내부 케이지 사이의 케이지 정점 수가 일치하지 않습니다.,O número de vértices da gaiola entre a gaiola externa e interna não coincidem.,外围笼与内围笼之间的围笼顶点数不相符。,外围笼与内围笼之间的围笼顶点数不相符。,外圍籠和內圍籠的圍籠頂點數量不相符。
Studio.AssetImporter.Statuses.OuterCageBloatingWarning,The average distance between the clothing and outer cage is too large. This will lead to bloating issues when other clothing is layered on top.,The average distance between the clothing and outer cage is too large. This will lead to bloating issues when other clothing is layered on top.,La distancia promedio entre la ropa y la jaula externa es demasiado grande. Esto causará problemas hinchables cuando se coloquen otras prendas en la parte superior.,La distance moyenne entre le vêtement et la cage extérieure est trop importante. Cela entraînera des problèmes de gonflements lorsque d'autres vêtements seront superposés.,La distanza media tra l'abbigliamento e la gabbia esterna è troppo grande. Questo porterà a problemi di gonfiore quando altri capi sono stratificati in alto.,衣装と外側のケージの平均距離が大きすぎます。他の衣装を重ね着すると肥大化する可能性があります。,복장과 외부 케이지 사이의 평균 거리가 너무 큽니다. 이는 위에 다른 복장 레이어드 시 부풀어 오르는 문제를 일으킬 것입니다.,A distância média entre o vestuário e a gaiola externa é muito grande. Isso levará a problemas de inchamento quando outras roupas estiverem em camadas em cima.,服装和外围笼之间的平均距离过大。当其他服装叠加在其上时，这会导致膨胀问题。,服装和外围笼之间的平均距离过大。当其他服装叠加在其上时，这会导致膨胀问题。,服飾和外圍籠之間的平均距離過大。其他服飾覆蓋在上時可能會出現膨脹問題。
Studio.AssetImporter.PropertiesTooltip.CageMeshIntersectedPreview,"There are cage vertices intersecting with the clothing mesh, which could lead to interpenetration issues.","There are cage vertices intersecting with the clothing mesh, which could lead to interpenetration issues.","Hay vértices en la jaula que se cruzan con la malla de ropa, lo que podría conducir a problemas de interpenetración.","Il y a des sommets de cage qui se croisent avec le maillage des vêtements, ce qui pourrait entraîner des problèmes d'interpénétration.","Ci sono vertici della gabbia che si intersecano con la maglia dell'abbigliamento, il che potrebbe portare a problemi di compenetrazione.",ケージの頂点が衣装メッシュと交差し、それが相互貫通の問題につながることがあります。,복장 메시와 교차하는 케이지 정점이 있어 상호관입 문제가 발생할 수 있습니다.,"Há vértices de gaiola se interseccionando com a malha da roupa, o que pode levar a problemas de interpenetração.",有围笼顶点与服装网格相交，这可能会导致互相穿透的问题。,有围笼顶点与服装网格相交，这可能会导致互相穿透的问题。,籠子頂點與衣服網格相交、可能會導致互穿問題。
Studio.AssetImporter.Statuses.CageMeshIntersectedWarning,"There are cage vertices intersecting with the clothing mesh, which could lead to interpenetration issues.","There are cage vertices intersecting with the clothing mesh, which could lead to interpenetration issues.","Hay vértices en la jaula que se cruzan con la malla de ropa, lo que podría conducir a problemas de interpenetración.","Il y a des sommets de cage qui se croisent avec le maillage des vêtements, ce qui pourrait entraîner des problèmes d'interpénétration.","Ci sono vertici della gabbia che si intersecano con il mesh dell'abbigliamento, il che potrebbe portare a problemi di compenetrazione.",ケージの頂点が衣装メッシュと交差し、それが相互貫通の問題につながることがあります。,복장 메시와 교차하는 케이지 정점이 있어 상호관입 문제가 발생할 수 있습니다.,"Há vértices de gaiola se interseccionando com a malha da roupa, o que pode levar a problemas de interpenetração.",有围笼顶点与服装网格相交，这可能会导致互相穿透的问题。,有围笼顶点与服装网格相交，这可能会导致互相穿透的问题。,籠子頂點與衣服網格相交、可能會導致互穿問題。
Studio.AssetImporter.Properties.CageMeshIntersectedPreview,Cage vertices intersects clothing,Cage vertices intersects clothing,Los vértices de la jaula se cruzan con la ropa,Les extrémités de la cage traversent le vêtement,I vertici della gabbia intersecano con l'abbigliamento,ゲージの頂点が衣装と交差,케이지 정점이 복장과 교차합니다,Vértices de gaiola se interseccionam com roupas,围笼顶点与服装相交,围笼顶点与服装相交,籠子頂點與衣物相交
Studio.AssetImporter.PropertiesTooltip.MeshHoleDetectedPreview,"This mesh is not watertight, meaning there is an unexpected number of holes in it in it. If this is a clothing mesh, this can impact Hidden Surface Removal. If this is a different type of mesh, this may have some unexpected rendering effect.","This mesh is not watertight, meaning there is an unexpected number of holes in it in it. If this is a clothing mesh, this can impact Hidden Surface Removal. If this is a different type of mesh, this may have some unexpected rendering effect.","Esta malla no es impermeable, lo que significa que hay un número inesperado de agujeros en ella. Si se trata de una malla de ropa, esto puede afectar a la eliminación de superficies ocultas. Si este es un tipo diferente de malla puede tener algún efecto inesperado de renderizado.","Cette maille n'est pas étanche, ce qui signifie qu'elle comporte un nombre inattendu de trous. S'il s'agit d'un maillage de vêtements, cela peut avoir un impact sur la suppression des surfaces cachées. S'il s'agit d'un autre type de maillage, cela peut avoir un effet de rendu inattendu.","Questa rete non è stagna, il che significa che c'è un numero inaspettato di fori in esso. Se si tratta di una rete di abbigliamento, questo può influenzare la rimozione superficiale nascosta. Se questo è un tipo diverso di maglia, questo può avere un effetto di rendering inaspettato.",このメッシュは防水ではありません。これは、予想できないくらいの数の穴があるという意味です。衣類のメッシュの場合、表面の削除lに影響を与える可能性があります。 これが異なるタイプのメッシュである場合、予期しないレンダリング効果が見られる可能性があります。,이 메시는 방수가 되지 않습니다. 즉 구멍이 많이 있습니다. 복장 메시일 경우 숨겨진 표면 제거에 영향을 미칠 수 있습니다. 다른 유형의 메시인 경우 예상 밖의 렌더링 효과가 있을 수 있습니다.,"Esta malha não é à prova d'água, o que significa que há um número inesperado de buracos nela. Se esta é uma malha de roupa, isso pode afetar a remoção de superfície oculta. Se este é um tipo diferente de malha, isso pode ter algum efeito inesperado de renderização.",此网格未密封，这表示其中有非预期的孔洞。如果这是服装网格，这可能会影响隐藏面移除的成效。如果此为不同类型的网格，这可能会产生一些非预期的渲染效果。,此网格未密封，这表示其中有非预期的孔洞。如果这是服装网格，这可能会影响隐藏面移除的成效。如果此为不同类型的网格，这可能会产生一些非预期的渲染效果。,此網格非密封；網格含有多個洞孔。如果這是服裝網格，隱藏表面移除功能可能會受到影響。如果這是其他網格，可能會有意外的成像效果。
Studio.AssetImporter.Statuses.MeshHoleDetectedWarning,"This mesh is not watertight, meaning there is an unexpected number of holes in it in it. If this is a clothing mesh, this can impact Hidden Surface Removal. If this is a different type of mesh, this may have some unexpected rendering effect.","This mesh is not watertight, meaning there is an unexpected number of holes in it in it. If this is a clothing mesh, this can impact Hidden Surface Removal. If this is a different type of mesh, this may have some unexpected rendering effect.","Esta malla no es impermeable, lo que significa que hay un número inesperado de agujeros en ella. Si se trata de una malla de ropa, esto puede afectar a la eliminación de superficies ocultas. Si este es un tipo diferente de malla puede tener algún efecto inesperado de renderizado.","Cette maille n'est pas étanche, ce qui signifie qu'elle comporte un nombre inattendu de trous. S'il s'agit d'un maillage de vêtements, cela peut avoir un impact sur la suppression des surfaces cachées. S'il s'agit d'un autre type de maillage, cela peut avoir un effet de rendu inattendu.","Questa rete non è stagna, il che significa che c'è un numero inaspettato di fori in esso. Se si tratta di una rete di abbigliamento, questo può influenzare la rimozione superficiale nascosta. Se questo è un tipo diverso di maglia, questo può avere un effetto di rendering inaspettato.",このメッシュは防水ではありません。これは、予想できないくらいの数の穴があるという意味です。衣類のメッシュの場合、表面の削除lに影響を与える可能性があります。 これが異なるタイプのメッシュである場合、予期しないレンダリング効果が見られる可能性があります。,이 메시는 방수가 되지 않습니다. 즉 구멍이 많이 있습니다. 복장 메시일 경우 숨겨진 표면 제거에 영향을 미칠 수 있습니다. 다른 유형의 메시인 경우 예상 밖의 렌더링 효과가 있을 수 있습니다.,"Esta malha não é à prova d'água, o que significa que há um número inesperado de buracos nela. Se esta é uma malha de roupa, isso pode afetar a remoção de superfície oculta. Se este é um tipo diferente de malha, isso pode ter algum efeito inesperado de renderização.",此网格未密封，这表示其中有非预期的孔洞。如果这是服装网格，这可能会影响隐藏面移除的成效。如果此为不同类型的网格，这可能会产生一些非预期的渲染效果。,此网格未密封，这表示其中有非预期的孔洞。如果这是服装网格，这可能会影响隐藏面移除的成效。如果此为不同类型的网格，这可能会产生一些非预期的渲染效果。,此網格非密封；網格含有多個洞孔。如果這是服裝網格，隱藏表面移除功能可能會受到影響。如果這是其他網格，可能會有意外的成像效果。
Studio.AssetImporter.PropertiesTooltip.IrrelevantCageModifiedPreview,Some outer cage geometry that is far away from the clothing mesh has been modified. This will lead to issues when other clothing is layered on top.,Some outer cage geometry that is far away from the clothing mesh has been modified. This will lead to issues when other clothing is layered on top.,Se modificó la geometría de algunas jaulas externas que están lejos de la malla de ropa. Esto causará problemas cuando se ponga otra ropa encima.,Une géométrie de la cage externe éloignée de la maille de vêtement a été modifiée. Cela provoquera des problèmes lorsque d'autres vêtements seront superposés.,È stata modificata una geometria delle gabbie esterne lontana dalla rete di abbigliamento. Questo porterà a problemi quando altri capi di abbigliamento sono stratificati in alto.,衣装メッシュから遠く離れている外側ケージのジオメトリが何点か変更されました。 これは、他の衣装を上に重ね着したときに問題になります。,복장 메시에서 멀리 떨어져 있는 일부 외부 케이지 지오메트리가 수정되었습니다. 이는 위에 다른 복장을 레이어드할 때 문제가 될 수 있습니다.,Alguma geometria exterior que está longe da malha de roupa foi modificada. Isto levará a problemas quando outras roupas forem colocadas em camadas em cima.,某些距服装网格较远的外围笼几何已被修改。当其他服装叠加在其上时，这会导致问题。,某些距服装网格较远的外围笼几何已被修改。当其他服装叠加在其上时，这会导致问题。,距離服飾網格較遠的部分外圍籠幾何已被修改。其他服飾覆蓋在上時將會出現問題。
Studio.AssetImporter.Statuses.IrrelevantCageModifiedWarning,Some outer cage geometry that is far away from the clothing mesh has been modified. This will lead to issues when other clothing is layered on top.,Some outer cage geometry that is far away from the clothing mesh has been modified. This will lead to issues when other clothing is layered on top.,Se modificó la geometría de algunas jaulas externas que están lejos de la malla de ropa. Esto creerá problemas cuando se ponga otra ropa encima.,Une géométrie de la cage externe éloignée de la maille de vêtement a été modifiée. Cela provoquera des problèmes lorsque d'autres vêtements seront superposés.,È stata modificata una geometria delle gabbie esterne lontana dalla rete di abbigliamento. Questo porterà a problemi quando altri capi di abbigliamento sono stratificati in alto.,衣装メッシュから遠く離れている外側ケージのジオメトリが何点か変更されました。 これは、他の衣装を上に重ね着したときに問題になります。,복장 메시에서 멀리 떨어져 있는 일부 외부 케이지 지오메트리가 수정되었습니다. 이는 위에 다른 복장을 레이어드할 때 문제가 됩니다.,Alguma geometria exterior que está longe da malha de roupa foi modificada. Isto levará a problemas quando outras roupas forem colocadas em camadas em cima.,某些距服装网格较远的外围笼几何已被修改。当其他服装叠加在其上时，这会导致问题。,某些距服装网格较远的外围笼几何已被修改。当其他服装叠加在其上时，这会导致问题。,距離服飾網格較遠的部分外圍籠幾何已被修改。其他服飾覆蓋在上時將會出現問題。
Studio.AssetImporter.Properties.MeshHoleDetectedPreview,Not watertight,Not watertight,No impermeable,Non étanche,Non impermeabile,防水性なし,방수 아님,Não é à prova d'água,非密封,非密封,非密封
Studio.AssetImporter.Properties.IrrelevantCageModifiedPreview,Unnecessary cage edits,Unnecessary cage edits,Ediciones de jaula innecesarias,Modifications de cage inutiles,Modifiche gabbia non necessarie,不要なケージ編集,불필요한 케이지 편집,Edições desnecessárias da gaiola,非必要的围笼编辑,非必要的围笼编辑,不必要的圍籠編輯
Studio.AssetImporter.Statuses.UGCMeshVertColorsWarning,"Mesh has non-white vertex color values, which violates UGC upload requirements","Mesh has non-white vertex color values, which violates UGC upload requirements","La malla tiene valores de color de vértices que no son blancos, lo que va en contra de los requisitos de la carga de accesorios UGC","Le maillage a des valeurs de couleur de sommet non blanches, ce qui viole les exigences de téléchargement de l'UGC","Mesh ha valori di colore non bianchi del vertice, che viola i requisiti di caricamento UGC",メッシュには、UGCのアップロード要件に違反する、白ではない頂点色の値があります,"메시에 흰색이 아닌 정점 색상 값이 있어, UGC 업로드 요구 사항에 위반됩니다.","A malha possui valores de cores de vértice não-brancos, o que viola os requisitos de upload de CGU",网格具有非白色的顶点颜色值，这违反了 UGC 上传要求,网格具有非白色的顶点颜色值，这违反了 UGC 上传要求,網格擁有非白色的頂點顏色值，這已違反 UGC 上傳需求。
